,S16,S9,S10,S11,S12,S13,S14,S15,S1,S2,S3,S4,S5,S6,S7,S8
Q13627,-0.6472438,-0.6622076,-1.1577874,-0.3741076,-0.2630695,-0.1573872,-1.3567316,-0.8371855,-0.2349799,-0.1416053,-0.5608682,-0.7234134,-0.4536606,-0.4370006,-0.9259909,-0.7281276
Q13630,0.4767688,0.3239515,0.4183369,0.4544889,0.3199789,0.3355499,0.2497654,0.3715679,0.5028122,0.2067642,0.3059096,0.5998274,0.3637075,0.4631235,0.2835081,0.445514
Q13636,-0.08212502,-0.51117024,-1.02996138,-0.8611225,-0.32547675,-0.32285013,-0.05185932,-0.28462924,0.30867061,-0.11713663,0.47195608,0.23313492,0.24636113,0.20547014,0.62696906,0.26783224
Q13642,1.525396,1.622372,1.632504,1.448551,1.110218,1.111506,1.279245,1.137576,1.557844,1.868166,2.146981,2.225885,1.606583,1.243154,1.268306,1.57104
Q13643,-1.3316499,-1.55603,-0.9731537,-0.9462713,-1.4554875,-1.1499453,-1.3087174,-1.5938582,-0.1941598,-0.4649354,-0.8606091,-0.4339096,-0.1836654,-0.4032236,0.0135155,-1.7268403
Q13671,-0.6748483,-0.8116353,-0.533266,-0.99013,-0.3465674,-0.600854,-0.44859,-0.123951,-1.607353,-0.8741438,-0.7035883,-0.4667157,-0.5425769,-0.7635083,-0.2930248,-1.1752622
Q13683,-0.28422087,-0.70653918,-0.84506195,-0.6173126,-0.42476629,-0.30960455,-0.44557114,-0.32516279,-0.32725352,-0.28080622,-0.78628631,0.10152907,0.14751869,-0.12026745,-0.05203218,-0.9213796
Q13685,-0.76867165,-0.90744834,-0.72809816,-0.76539264,-0.5709873,-0.73667706,-0.50091033,-0.82934874,-0.16607294,-0.74077558,0.05243607,-0.24420427,-0.69078412,-0.79188399,-0.40623809,-0.3054901
Q13724,-0.9138451,-0.6721553,-0.3978984,-1.2738368,-0.2354146,-0.3305765,-0.3359784,-0.1340084,-1.198877,-0.4678566,-0.244304,-0.1723837,0.1067266,0.2656152,0.3877054,-0.1442158
Q13740,1.0176446,0.929024,1.1434946,1.0173928,0.9795762,0.9279439,0.9727043,0.9187735,0.9764851,0.9647386,1.3860538,1.3286439,-0.0343289,0.8361701,0.6737327,1.0045099
Q13769,-1.96654139,-2.35217331,-1.00820828,-1.27865998,-1.45494141,-1.618925,-2.47572478,-2.08598811,-1.16431331,-0.09243055,-0.79893212,-0.51375128,-0.36158951,-0.61581386,-0.46634365,-0.91575311
Q13796,-0.5740683,-0.8253544,-0.7266397,-0.7259416,-0.6264539,-0.3466574,-0.6289321,-0.5315968,-1.0398896,-1.3650782,-0.9854913,-1.7184641,-0.4749413,-0.394974,-0.3255636,-0.9567294
Q13813,3.008171,2.956931,3.160816,3.017745,2.845994,2.868906,2.928609,2.896424,2.536349,2.170099,3.187931,2.940028,2.450015,2.428641,2.358261,2.809974
Q13822,-0.088933001,0.090553803,-0.447194119,-0.27875694,-0.234385329,-0.144449659,-0.219155062,-0.22402489,0.006048222,-1.791830832,-0.307882213,-0.908887676,-2.646227246,-2.308730692,-1.824748921,-1.407611507
Q13825,0.821143945,0.662629565,0.56778842,0.608604562,0.416976563,0.341174935,0.510073183,0.475481526,-0.007988646,-0.444581856,0.279990159,-0.004231938,-0.610809701,0.021635418,-0.420396842,0.093951086
Q13838,0.5289117,0.6468158,0.5779333,0.4731017,0.5588135,0.3579066,0.5857605,0.6909685,0.9081519,1.4242017,0.7997262,0.9154035,1.177918,0.9820734,1.1994453,1.0161017
Q13867,0.5149477,0.55599,0.4918777,0.5339172,0.3743905,0.3641223,0.266015,0.3484511,0.5771929,0.8127598,0.3917344,0.6967656,0.4188561,0.5797295,0.5044455,0.2247078
Q13868,-1.1778432,-0.8448583,-1.0685918,-0.8079061,-1.5250036,-1.4739944,-1.8120679,-1.2526323,-0.4287776,0.2202624,-1.1772595,-0.8930912,-0.5572838,-0.7193982,-1.0563711,-0.7588127
Q13873,-0.52473652,-0.38434664,-0.42714918,-0.49277346,-0.17216794,-0.2470363,-0.09412479,-0.13367082,-1.41228415,-3.61296259,-1.69280692,-0.74736788,-0.95764185,-1.57607923,-1.0525253,-0.72573344
Q13875,0.1430905,0.1505924,0.1503312,0.1805148,-0.259545,-0.2381751,-0.2472652,-0.2875254,-0.7388899,-0.5870236,-0.6001663,-1.6244992,-1.1246106,-0.5947087,-0.9340148,-0.4098464
Q13884,0.01530502,-0.14982828,-0.03534675,-0.06030904,-0.04346263,-0.10686317,-0.07880803,-0.09569715,-0.23199747,-0.55809154,0.84175188,0.91114869,0.22069821,-0.81676752,0.02152727,0.10956063
Q13885,2.1166816,1.578872,2.1080806,1.682207,1.8375828,1.814414,2.0571375,1.9271053,1.6501066,0.6347658,2.1177067,1.5221589,1.1453092,1.3408419,1.2663495,1.7138074
Q13907,0.32209462,0.2443495,0.15792265,0.48150075,-0.06202243,-0.01284134,0.07618227,-0.0109384,0.12327986,0.20268355,0.38773384,0.15466337,-0.34306567,-0.1041406,0.03811488,0.06071303
Q13938,0.1481062,0.1999145,-0.107655,0.156485,0.4005457,0.3521297,0.2113519,0.29875,-0.8131277,-2.1023662,-1.2853913,0.3880489,0.4716482,0.5208308,-0.7151557,-1.1749354
Q13951,-0.8195285,-0.8249738,-0.9703328,-0.8019318,-0.9265411,-1.1435956,-1.0891801,-1.2216765,-0.4937436,-0.1722116,-0.9499726,-0.2171412,-0.4661553,-1.3888784,-0.3247132,-0.7966559
Q13972,-0.002963667,-0.149487428,-0.520830122,0.057532619,-0.020406364,-0.112078181,-0.324476703,-0.055179169,-1.183692789,-0.845921968,-0.420836984,-0.792011433,-1.339175041,-1.392459391,-1.078943963,-0.564591825
Q14008,1.253177,1.182954,1.245831,1.243646,1.057044,1.030803,1.081427,1.107822,1.204407,1.071819,1.162836,1.218354,1.053488,1.071193,1.120125,1.123887
Q14011,0.63709784,0.67260441,0.38716201,0.20396345,0.38532346,0.09617013,0.08303297,0.31699257,0.97282077,1.25695268,0.59085124,1.07208599,0.5257162,0.41204213,0.71277359,0.69249313
Q14012,0.46368876,0.4939044,0.56121212,0.56818142,0.32532426,0.39319317,-0.02873675,0.3134862,0.12935791,-0.82812336,0.3266166,0.18599049,-0.086784,0.2592474,-0.1393642,0.11656928
Q14019,0.790374731,0.452310862,0.85017551,0.774322627,0.613636059,0.736949132,0.774946111,0.529250831,0.670065186,0.001924631,1.387999921,1.099681411,0.763090355,0.845585357,1.036686884,0.884028941
Q14061,0.28828976,0.29456525,0.29597443,0.21750671,-0.12633374,0.05492992,-0.14977388,-0.35358799,-0.11107557,0.36348545,0.52213066,0.15446756,-0.33507983,0.09572818,-0.15173573,-0.03769011
Q14088,0.1549909,0.2188925,-0.1685431,0.140777,-0.1217267,-0.132991,-0.5223714,-0.3168292,-0.3014796,-0.2486904,-0.5715442,-1.1193963,-1.2139255,-0.2554875,-1.4271291,-0.387772
Q14103,1.2149366,1.0945542,1.2588349,1.2251483,0.9276891,0.9858468,1.1825928,1.1691134,1.6002866,2.0881146,1.5623765,1.6340064,1.3896494,1.4464359,1.3863496,1.3621985
Q14108,-0.14435556,0.43762476,0.08952208,0.2749102,0.50663108,0.51555283,0.51396443,0.64503318,0.28006186,0.2963225,0.61228898,0.40216063,0.57629991,0.88268241,1.0044886,0.89046104
Q14112,-0.6343707,-0.6261368,-0.5703801,-0.5689053,-0.1942614,-0.1556293,-0.1440549,-0.1514529,0.3087861,0.3393318,-0.3543784,-0.967258,0.5966661,0.8946268,0.8630875,-0.2538006
Q14118,0.17655529,0.15652728,0.3641117,0.25962813,0.18700632,0.05587217,0.19567116,0.1494159,0.15178261,0.13043261,0.5601812,0.456606,0.44400036,0.16777523,0.25836846,0.31731688
Q14123,0.305159142,0.424168888,0.354669895,0.565002316,0.5418914,0.552256024,0.630780949,0.498582011,0.009971023,-2.272409707,-0.16424017,-1.583478439,-1.151592176,-0.846883462,-0.864680466,-0.060675567
Q14137,-0.5346841,-0.3678216,-0.4465203,-0.1685776,-0.5571089,-0.410852,-1.7957265,-0.7575249,-0.5304357,-0.339147,-0.337559,-0.9712858,-0.2474347,-0.8266376,-0.3371144,-0.7227708
Q14139,0.18481763,-0.24457599,0.01770299,-0.25803915,0.21195193,0.10462162,0.22477673,0.21992809,0.20390562,0.29750558,-0.20488499,0.66780186,0.44727794,0.26132289,0.31112469,0.39842888
Q14141,1.0254838,1.0912814,0.9751616,1.1281985,0.411364,0.4877436,0.8838476,0.6895976,0.6267441,0.1192438,0.2282873,0.2292283,-0.1602348,0.2617109,0.2169314,0.4743171
Q14151,0.20813904,0.38138264,0.2095567,0.38466785,-0.05405979,-0.22449175,-0.08827613,-0.24838124,0.65847373,1.31622588,0.65357345,0.42299336,0.62187074,0.51004223,0.46717418,0.32593849
Q14152,0.6426662,0.760843,0.495253,0.7176759,0.4604817,0.5419507,0.4317366,0.5361929,0.7594024,1.0601621,0.6648833,0.9901813,0.7089883,0.7079969,0.7608963,0.6969388
Q14155,1.0079576,1.0015325,1.0834816,1.0991379,0.9773458,1.0528692,0.9100047,1.0330771,0.6411963,0.6695079,0.7555167,0.5273079,0.7682228,1.009497,0.6393812,1.1233549
Q14157,0.15598523,0.22978989,0.25535555,0.15284876,-0.03393611,0.03828919,0.38829293,0.1897962,0.47079592,0.69284878,0.3639939,0.24464827,0.36322011,0.43695378,0.70916721,0.20682479
Q14160,-0.565499377,-0.473387278,-0.760626468,-0.317307421,-0.052216088,0.003335766,-0.074237702,-0.123099268,-0.158538676,0.282547565,-0.327935332,0.118069141,0.611727585,0.646924899,0.411655494,0.644031963
Q14161,-0.002387192,-0.170350733,-0.334323655,-0.20351608,-0.402336091,-0.275431454,-0.320954609,-0.425793045,0.214209224,0.316426164,0.024727887,0.160535723,0.275344555,0.202106614,0.156927574,-0.188499947
Q14165,0.1262407,-0.21028019,0.0592981,-0.13539725,-0.36389815,-0.1651327,0.16972363,-0.04733958,0.24066628,0.21497621,0.11918615,-0.32363409,0.02970708,0.34445463,0.41632052,0.06858584
Q14166,0.2126059,0.1174705,0.1728573,0.1356158,0.3535104,0.2299287,0.1705537,0.302588,0.6416067,0.5752482,0.3987711,0.4312727,0.6406584,0.4766525,0.6359172,0.6141622
Q14168,0.0993981,0.22486385,0.0924486,0.11779792,0.36457951,0.2913342,0.24511052,0.22046972,-0.20528434,-1.33049205,-0.11154195,-0.25503032,0.01036191,-0.33922136,-0.19359493,-0.28054004
Q14183,0.1004497,0.1437088,-0.1105046,0.2344322,0.1471126,0.2727694,0.1117839,0.0929663,-0.9296015,-0.4641979,-0.7339786,-1.147412,-0.2426033,-0.4695001,-1.6447775,-0.3303698
Q14185,-0.07596303,-0.18868318,-0.05444428,0.07943158,-0.02682186,0.08569218,-0.0590319,-0.0844287,0.18856838,-0.1927112,0.11270168,0.46247253,0.04308073,-0.66348989,-0.22843897,-0.18962039
Q14194,2.069745,2.025589,2.27547,2.148423,1.980274,1.88888,2.102067,2.072112,1.761107,1.890376,2.08648,1.922322,1.361999,1.560559,1.511612,1.862789
Q14195,1.888882,1.952662,1.993712,1.89381,1.806597,1.721087,1.942569,1.841085,2.074855,1.991255,2.598339,2.390619,2.271421,1.991296,2.098063,2.125951
Q14202,-2.091486149,-1.398362824,-1.738559528,-1.367287308,-0.951818873,-0.806828954,-1.173983859,-0.977952621,-1.160735211,-0.009363431,-1.325604372,-1.608124777,-0.500692249,-0.724461722,-0.563144923,-0.789066013
Q14203,1.567869,1.511978,1.613243,1.530963,1.503875,1.529426,1.51977,1.483738,1.21311,1.109933,1.576839,1.519986,0.985964,1.117206,1.054355,1.288086
Q14204,2.272599,2.250138,2.398985,2.384165,2.255918,2.270046,2.319262,2.307784,2.181425,2.042018,2.413441,2.441546,2.147318,2.027609,2.132364,2.238306
Q14232,-0.27799365,-0.26447366,-0.0222045,0.18604285,-0.22106983,-0.21358382,-0.16527154,-0.2927877,0.11301013,0.80180112,-0.64323435,0.28687247,-0.15720676,0.03062068,0.14473176,0.10936375
Q14240,1.290157,1.316891,1.27226,1.196425,1.038212,1.10465,1.041571,1.098629,1.29326,1.367579,1.145608,1.50184,1.142616,1.302684,1.176685,1.154476
Q14244,0.24371066,0.12739846,0.31056467,0.28169145,0.24259312,0.33727876,0.29930709,0.3564671,0.01061914,-2.18794816,0.21008274,-0.08029328,-0.6697625,-0.74467545,-0.55452657,-0.1420783
Q14247,1.3962277,1.4300463,1.4361271,1.3408262,1.0182711,1.2348419,1.0885169,1.0631068,1.40239,1.0937179,1.3346006,1.4421862,0.6815007,1.114135,0.9921829,0.8481445
Q14254,1.0606828,1.114658,1.2507497,1.196117,1.0539457,1.0086777,1.071207,1.044338,0.6380578,0.6500937,0.9973924,0.8900428,0.85168,0.624896,0.5201262,0.9066999
Q14257,0.28123425,-0.51005229,0.11032568,0.09593733,0.53371263,0.52589662,-0.06307478,0.05501385,0.3345582,0.41390406,-0.15002697,-0.14249465,0.49385181,0.64352103,0.41082783,0.11784302
Q14258,0.18066701,0.11265302,0.06242585,0.19877646,-0.10188453,-0.19178795,-0.05807618,-0.15612192,0.71329718,0.69737461,0.46741607,0.93659172,0.91471965,0.3264913,0.54490167,0.59623428
Q14289,0.72279254,0.68659999,0.53312393,0.6918504,0.65204383,0.70010303,0.62238283,0.56698336,-0.04328271,-1.00501937,0.33598204,-0.73800717,-0.02041359,0.12977746,0.02492558,0.17511769
Q14315,0.768748228,0.738969508,0.730736184,0.684318698,0.683516551,0.639842071,0.659789329,0.707232584,1.439041613,-0.002496792,1.296522047,0.875023993,1.143897316,1.419268195,1.517669461,0.496482107
Q14318,0.49782814,0.12596818,0.3742028,0.38602205,0.2554186,0.30337045,0.3163428,0.26124942,0.1396136,0.20804411,0.32673913,0.39104296,-0.17050885,-0.07581427,0.06282009,0.35957298
Q14320,-0.63521427,-0.46551183,-0.89251695,-1.74729478,-0.53106794,-0.67663986,-0.66220205,-0.67458566,-0.01061603,0.35545725,-0.78951676,-0.91551253,-0.22507166,-0.17975601,-0.29872771,-0.87019711
Q14344,0.7302831,0.7731722,0.906607,0.6498702,0.7719648,0.7827955,0.823921,0.8637057,0.398425,0.4005563,0.7473376,1.1386448,0.8587491,0.7426368,0.4974987,0.9462202
Q14353,0.17567288,-0.40303252,-0.57260949,-0.06836252,0.14907163,0.33664706,0.45215604,0.24705806,0.10305912,-0.83788011,-0.17422991,0.08335081,0.49087837,0.22920987,0.23585896,0.63840491
Q14376,-0.7317683,-0.6464034,-0.2247453,-0.3677932,-0.5749103,-0.5455528,-0.5556035,-1.0373687,-0.6093957,-0.7453435,-0.3057876,-0.3583995,-0.6360895,-0.8934189,-0.7779939,-0.3991427
Q14444,0.3894714,0.4150384,0.4864289,0.4650923,0.418154,0.435164,0.5376054,0.4620646,0.5042694,0.8730304,0.49163,0.4823508,0.7088325,0.5679247,0.8197972,0.4191127
Q14457,-0.2775068,-0.6435244,-0.6583489,-0.9246474,-0.4703,-0.441024,-0.3565082,-0.5339585,-0.5054014,-0.7887241,-1.0540324,-0.7068204,-0.6015491,-0.9468535,-0.4761099,-0.6136022
Q14498,-0.501500547,-0.435915219,-0.409286481,-0.617990923,-0.18014695,-0.006145801,-0.547323917,-0.525626633,0.140224709,0.461447977,0.132504453,0.08355071,0.522784938,0.363208083,0.573310168,0.13265039
Q14515,0.7744975,0.8002839,0.7968759,0.7744349,0.5382674,0.6213158,0.5403677,0.557524,0.866161,0.3548632,1.0485304,1.1043372,-0.5557466,0.7925201,0.537488,0.8407463
Q14517,-1.1716599,-1.1952855,-1.6887802,-0.9523918,-0.7907387,-2.2841786,-1.0194831,-0.6691522,-1.8514953,-2.7918404,0.2509688,-0.9086789,-1.005945,-1.3827721,-1.3272322,-0.8970941
Q14520,0.187494421,0.153751611,-0.008963864,0.080778148,-0.096685341,-0.130648615,-0.201729113,-0.109002733,0.443376885,0.409946999,0.135545279,0.278141175,0.084063971,0.090990767,-0.067034238,-0.475038638
Q14554,-1.57745267,-0.82767974,-1.79216488,-1.55284792,-0.81952567,-1.52057923,-0.91384035,-0.80721923,-0.24509614,-0.14840156,-0.79666472,-1.2311912,0.07654066,-0.57899618,-0.70736614,-0.61458363
Q14558,0.06054535,-0.24670176,-0.54716441,-0.2702762,-0.0523663,0.119208,0.22129324,0.05434854,-0.28656906,-1.27470501,-0.34053544,0.01192843,0.06876465,-0.13015193,0.21549638,0.0495813
Q14571,0.06294467,0.02810203,-0.30047875,0.19059818,-0.3321672,-0.01135493,-0.34619289,-0.1765101,0.70235119,0.20814135,0.69579972,0.72651396,0.66753973,0.3492723,0.77703058,0.36826369
Q14576,0.60399673,0.39124058,0.36124904,0.38355108,0.12744307,0.09973341,0.30190115,0.29301799,0.46779265,0.37337099,0.12986652,-0.58177496,-0.7424547,-0.23487183,-0.35290449,-0.04291345
Q14587,-0.0922621,-0.0972409,-0.0481592,-0.0639481,0.38350309,-0.89330526,0.12061357,0.1542689,-2.09807627,-1.99271579,-0.45522152,-0.62705505,-1.41692306,0.01203933,-0.83437503,-1.41108633
Q14624,0.8457819,0.8770405,0.7802084,0.733533,0.7268385,0.7287575,0.7852976,0.6970743,1.0029008,0.9387888,0.5578668,0.6783636,0.8087159,0.985278,0.9369269,0.6759758
Q14642,0.22041801,0.32595946,0.07105947,0.20777722,0.38312432,0.40494637,0.2536044,0.5435583,-0.71956828,-1.06855531,-0.66383809,-0.68261341,-0.82127324,-0.068498,-0.81815273,0.16923002
Q14643,0.38757359,0.51589193,0.59837134,0.53970336,0.28855053,0.31889195,0.38654133,0.48610668,-0.12141124,-0.96137489,-0.14908232,-0.875602,-0.88480986,-0.01455103,-0.27711284,0.22905425
Q14644,-0.643819905,-0.266986334,-0.284089855,-0.387955788,-0.489703527,-0.562424175,-0.601922454,-0.557824653,-0.104114235,-0.113873828,-0.314348057,-0.194252327,-0.003877003,-0.878785572,0.181087268,-0.115344051
Q14669,-1.1520537,-0.9506933,-1.3555152,-1.9256308,-0.6885097,-0.7081235,-0.8362836,-0.6943228,-0.433704,-1.4228177,-1.7408309,-2.1149543,-0.3119096,-0.3151579,-0.0615188,-0.7698492
Q14671,-1.02130785,-0.52055626,-1.13666196,-0.7819069,-0.62782955,-0.38259657,-0.55749895,-0.52265484,-0.50807023,0.1542982,-1.34690304,-0.50193147,-0.02317011,0.06592147,0.13971533,-0.45845991
Q14676,-1.3435083,-1.6646632,-1.0166957,-0.9732056,-1.2627797,-1.2855541,-0.8966917,-1.9410155,-0.6360007,0.3020214,-0.9441729,-1.3589953,-0.4290956,-0.3870317,-0.3821673,-1.349963
Q14677,0.1823969,0.2613382,0.398656,0.1397738,0.2059535,0.1717512,0.1393554,0.3003938,0.3149824,0.3651431,0.2783155,0.3445165,0.259046,0.1549665,0.3459157,0.2090381
Q14678,-1.2311845,-0.7150474,-1.2494727,-0.7424427,-1.0018935,-1.1009591,-0.7665559,-1.2065809,-0.3385013,0.3196237,-0.590288,-0.6432902,-1.0111105,-0.5555402,-0.2483916,-0.3555915
Q14683,0.04944023,0.3640906,0.23302942,0.24432159,0.14865217,0.02568479,-0.11963267,-0.12069054,0.68999442,1.43861233,0.7224251,0.69186844,0.62674963,0.66442568,0.61444671,0.46773249
Q14689,-0.460105,-0.5906706,-0.567476,-0.3475951,-0.2633746,-0.2630676,-0.2508612,-0.4184167,-0.6065812,-0.692199,-1.4289863,-0.3612585,-0.2442791,-0.8324174,-0.7369494,-0.2836004
Q14690,-1.54464827,-1.71811913,-1.20090819,-1.29619901,-0.79999797,-1.95301085,-1.66750439,-1.87044019,-0.41178427,0.03743329,-0.92914632,-1.18425486,-0.7712513,-0.89387496,-0.47092252,-1.65934373
Q14694,-0.36372763,-0.3791947,-0.5670953,-0.46729531,-0.24297979,-0.14878392,-0.35004212,-0.24122517,-0.15500765,0.03826585,-0.50128316,-0.4173805,0.04688628,-0.47220078,0.33880034,-0.28514714
Q14696,-0.19688068,-0.07164679,0.11632207,-0.03678959,-0.15717422,-0.11734459,-0.34920147,-0.39719125,0.30231395,0.01088631,-0.18918152,0.11845234,0.03649066,0.03048859,0.15027281,0.08197466
Q14697,0.9823494,0.9867595,1.0052165,0.8986223,1.1265173,1.2223242,1.1192768,1.1558024,1.0504414,1.3680505,0.7398661,1.2131494,1.4490493,1.5738672,1.4001449,1.1732402
Q14699,0.05072536,0.13411284,0.26169449,0.10265795,0.02345919,0.06048935,0.11723754,0.25395546,-0.03738087,0.11091524,-0.89461472,0.69646578,0.8303584,0.3056935,0.33119953,-0.04904057
Q14738,0.8083109,0.6886186,0.9138145,0.7074179,0.6386149,0.7568727,0.8400152,0.7950958,0.5208345,0.459895,0.7174707,0.593179,0.5117394,0.5965372,0.5071031,0.6230121
Q14739,-1.2707475,-1.2040544,-1.5274304,-1.3066588,-1.3796689,-1.3324019,-1.4270181,-1.3868923,0.1322736,0.3689913,-1.0483288,-0.165361,-0.4969208,-0.4886703,-0.4911323,-1.0743793
Q14746,-0.9610342,-1.0458783,-0.6653535,-0.863408,-1.8904219,-1.0493322,-1.062347,-1.8191217,-0.4174234,0.122284,-0.4917414,-0.323909,-0.1923344,-0.6781368,-0.4456518,-0.5883722
Q14764,0.6640037,0.75220092,0.81508694,0.82744181,0.76800686,0.83993609,0.71899269,0.81068527,1.12496293,0.06534497,0.43452016,0.85339839,0.9663963,0.9226737,0.84118819,-0.10752034
Q14789,-0.2621004,0.0138023,-0.268919,-0.278535,-0.487908,-0.2755005,-0.4474047,-0.1265854,0.4526176,0.7204977,0.2846383,0.2642905,0.4335501,0.1224753,0.3172999,0.1015737
