proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
Q9NRZ7,161720000,233630000,110840000,60929000,62711000,80739000,94847000,157360000,220130000,184740000,222280000,126120000,159100000,123730000,302660000,187010000,108610000,265670000,30485000,302090000,86851000,194970000
Q9NS26,,,,,,,,,,,,,,,,,,,,41831000,,
Q9NS69,125910000,73617000,15197000,17762000,14744000,54981000,44948000,41081000,62438000,66765000,62280000,15411000,31939000,20898000,102700000,174080000,37484000,44916000,3083400,56752000,19694000,82214000
Q9NS73,,,,,,,,,,,,,,,90229000,,,,,,,99171000
Q9NS82,10111000,,,,,,,,5382600,,2512400,,,,,,4268800,,,,,
Q9NS86,105380000,42484000,369210000,,13681000,40923000,9486900,63625000,98454000,9608900,23861000,3342100,9988100,,30558000,4210000,39310000,25414000,3552500,71675000,23607000,34233000
Q9NSD9,57204000,27441000,150380000,46132000,64397000,126070000,168400000,318010000,150310000,16498000,41314000,23120000,62185000,24927000,121790000,33587000,170800000,75248000,36910000,256470000,133130000,134760000
Q9NSE4,87337000,99401000,8619600,15505000,23501000,50692000,25684000,102250000,102520000,94319000,44297000,30229000,54596000,41775000,75822000,97292000,21823000,33757000,8642400,23013000,25247000,71701000
Q9NSK0,3636800,3614800,6091500,,8832000,11100000,,,3439100,2997000,,,9904000,2368800,,3745900,,,3196600,4647000,2618400,11426000
Q9NSY0,,,1670400,,,,,1667200,,,,,,,4213300,,14650000,3755300,,10730000,2478600,3462200
Q9NT62,11235000,,8610000,,23105000,85179000,27322000,25266000,7107100,,2636200,5167600,10995000,,6247100,,12576000,8836900,33984000,5973000,6493200,22882000
Q9NT99,5200300,11641000,,2320100,,16370000,22108000,4097400,3160000,,2814400,3922100,7659300,3440900,5413900,4063600,,7908400,2219500,25965000,1670300,
Q9NTI2,1681100,,,,,,,14165000,7222800,,3425300,,,,7075500,,1975800,,,,6137300,2640700
Q9NTJ3,5341400,,5522700,,,5582500,6082800,,2872600,,,,3240200,,,,,,1073600,,,
Q9NTJ4,14311000,1928900,21546000,,9518300,50520000,36064000,2342600,,,,2784600,9711600,12984000,5449400,10111000,10322000,23327000,13243000,18154000,8748500,62096000
Q9NTJ5,1107100000,294170000,365850000,156660000,272090000,491170000,310940000,385780000,660890000,177530000,548680000,228870000,264180000,235370000,735260000,640550000,319320000,349810000,77155000,598850000,433070000,716760000
Q9NTK5,103890000,30109000,73956000,84082000,50490000,168160000,88081000,131690000,115060000,19587000,33866000,7244900,42039000,26435000,93073000,8563800,92879000,48650000,22487000,137940000,62179000,92787000
Q9NTX5,23240000,19002000,9943200,26875000,25094000,108630000,75782000,93780000,26813000,11901000,22714000,18217000,26635000,20195000,31496000,7951600,32114000,26337000,5443200,54154000,21710000,57537000
Q9NU22,3275100,,2152600,,3016900,5543500,,7735200,11220000,3962300,3122900,1876500,925090,5354900,,,7085900,3404400,,4160100,,38735000
Q9NUI1,18080000,29265000,8715700,2945600,2398300,6260700,9229400,7474900,28442000,20651000,5107400,4910900,4574500,50862000,32859000,160240000,4695900,9932500,11299000,10449000,4667700,30339000
Q9NUJ1,15826000,21583000,,2377900,,1618600,4511000,29777000,51069000,12226000,18788000,,21803000,1265300,37613000,81940000,3338000,21283000,,22251000,2833800,22707000
Q9NUJ3,,,,,,,,,,,,,,,,,,,,10803000,,
Q9NUM4,33881000,64054000,6999400,19677000,29575000,14529000,,,6793200,18835000,13569000,10854000,15147000,19950000,11142000,73962000,19778000,21284000,20464000,50677000,7462300,15056000
Q9NUN5,68652000,64916000,19822000,9594100,80272000,35130000,18635000,26245000,64278000,32310000,29248000,21235000,7222700,25008000,73145000,33312000,34609000,38836000,39179000,34672000,21517000,21380000
Q9NUP9,109690000,66449000,36750000,17379000,42387000,69209000,69441000,120440000,93284000,38725000,51739000,36879000,71812000,64290000,36800000,13810000,67430000,99618000,42981000,57941000,28956000,136140000
Q9NUQ2,51307000,61877000,22461000,9357400,16541000,56711000,48762000,31868000,64098000,25719000,35998000,13291000,27781000,20081000,56091000,68017000,27833000,104770000,5405000,78454000,,72768000
Q9NUQ6,,,,,6177200,5312800,5787700,3186700,,,,1234600,5238400,1945700,,,12051000,1689900,3369600,,3448300,
Q9NUQ7,113400000,21956000,32119000,12530000,41401000,24551000,54944000,19767000,67689000,13728000,41585000,13993000,8737900,42058000,77293000,57362000,32802000,59348000,14295000,92241000,36695000,93473000
Q9NUQ8,28896000,8229900,21147000,7404200,16184000,26712000,18721000,8852000,12916000,,1710000,,2934600,,10147000,5035300,30913000,11389000,6290100,10144000,5656200,11603000
Q9NUQ9,28853000,11460000,40482000,30798000,80273000,40985000,47018000,70385000,61246000,2736100,22631000,6124800,28290000,8263300,61053000,9614900,66034000,28556000,29031000,65994000,14265000,44329000
Q9NUT2,12178000,15012000,,1740200,,8649600,7441100,6980800,33464000,13078000,16642000,,6184400,1596700,29913000,10052000,7547100,11920000,,18125000,3123000,
Q9NUU7,68560000,14979000,42927000,27798000,16114000,93909000,59851000,46559000,30545000,3461500,18300000,22163000,27350000,13443000,57288000,6795800,37593000,28668000,25055000,101270000,24893000,73500000
Q9NUV7,2496000,,,,,,,,,,,,,,,,,,,,,
Q9NUV9,,1226500,,4223500,9753300,14310000,12715000,17213000,,,,3299300,2166800,1575700,,,,6620200,2158900,2271500,2855400,8742000
Q9NV29,,,,,,,,,,,,,,,,,,,,42271000,,
Q9NV70,43066000,,33410000,6676700,20682000,93060000,17674000,32749000,29062000,40893000,15659000,30079000,19663000,15247000,14352000,8172400,18628000,27763000,9503200,29333000,18967000,45698000
Q9NV96,54815000,208430000,86321000,99629000,37111000,172760000,68389000,394810000,258860000,123650000,137160000,138480000,115880000,134650000,232280000,129110000,118300000,142180000,11241000,450260000,210810000,174840000
Q9NVA1,,15603000,,,,,,,,,,,3524700,,,25823000,,11532000,,12696000,,
Q9NVA2,201140000,183140000,127910000,95841000,431150000,302670000,627060000,658720000,405360000,126610000,177430000,72238000,171940000,45941000,319400000,17417000,308640000,151750000,150720000,139610000,191860000,637480000
Q9NVD7,3690300,,,,2884500,,,,7739500,,2848400,,2645000,,4985700,,8305500,,1295100,,4530700,8504400
Q9NVE7,4953800,4824600,23497000,3411000,12766000,17916000,14084000,16218000,9668000,,6235800,5074800,,,15777000,2932300,,3793200,,26248000,19363000,30151000
Q9NVH0,57248000,2215100,10107000,1734100,13512000,22165000,25558000,9660500,21241000,,12464000,,22263000,,13526000,28747000,21664000,12701000,,14389000,9874900,22778000
Q9NVH1,100480000,453710000,16866000,24649000,13215000,53064000,42868000,111570000,213670000,461640000,190900000,100450000,58434000,151340000,313070000,301670000,21395000,118570000,,92058000,34088000,111930000
Q9NVH6,2520900,,,,,,12656000,2847900,9713100,17878000,9533900,761210,,1132100,,11107000,,3169700,,30337000,,
Q9NVI7,228840000,316960000,29478000,33397000,42498000,119520000,89694000,152840000,334220000,288960000,227460000,75042000,209390000,88262000,305750000,236340000,71475000,133020000,6632000,68679000,44536000,161090000
Q9NVJ2,178420000,76151000,105380000,117330000,103600000,156090000,78581000,103670000,240130000,97814000,102960000,132110000,117470000,150660000,188350000,108070000,82366000,113970000,78597000,185990000,105710000,188180000
Q9NVS2,2651900,1872700,,,12171000,,,,3725600,3400700,3431700,2643600,5559100,,17849000,33916000,3135800,,,6714100,5504100,
Q9NVS9,,,4249100,,,,,,23264000,,3942900,,,,20766000,,11753000,,,,15428000,47562000
Q9NVT9,5646600,3438100,3430200,1690100,,5669100,,5692400,11904000,2534500,4173400,,8093900,3193300,10562000,4030100,4262100,9503800,,20114000,,4169100
