proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43
P78318,0,0,3719000,670210,1565800,2789600,2647300,4117200,989030,1519700,4717000,3774400,817590,3451700,0,4423500,1928900,1843400,1287000,951790,2812800,3029100,1314200,0,0,0,0,0,0,3711700,1630200,4241500,2115200,1494000,817480,0,6003300,1096100,4369200,0,7659200,3029200,2818400
P78324,10081000000,14429000000,12218000000,8999100000,10878000000,16458000000,15229000000,14910000000,13542000000,14613000000,18747000000,7420600000,12767000000,523840000,45375000,16554000000,28910000,73007000,2204200,5103300000,364370000,19257000,10390000000,86384000,5890000000,1538300000,1402500000,1996300000,8479600000,11470000000,77812000,13333000000,167070000,11455000000,9435500000,7426100000,310960000,170200000,11212000000,58388000,16971000,9779500000,11882000000
P78330,0,10755000,9409000,10753000,5858300,19056000,0,8466700,10033000,0,0,15308000,0,23259000,5020600,32978000,17287000,17473000,28693000,0,10558000,15232000,17280000,6058800,11036000,3560500,1126400,5739000,0,10254000,11063000,15467000,6965500,5874600,18468000,22563000,7930900,18315000,14423000,9734700,23131000,8801200,10272000
P78344,8359900,22349000,0,688180,0,0,3325000,0,0,2404400,0,7752600,10567000,14054000,5842100,1085700,7169600,10563000,8914300,0,12038000,571480,4935800,790680,3635700,748720,440550,2462000,4930300,8521300,2781200,0,0,2443600,4880700,1518000,12592000,2825100,0,3862400,0,10361000,3119700
P78347,4302700,46366000,13575000,6423000,2728600,0,20415000,23713000,1710900,2938800,6179600,49127000,7503000,52879000,5896900,33360000,21157000,10011000,13334000,1668700,9701400,8626900,35729000,35301000,51537000,899970,1173200,2996900,9414700,99145000,5657600,4132500,8318200,0,4296300,44283000,15748000,21672000,21329000,27437000,7193300,18639000,7767200
P78352,7875200,18918000,0,2604600,153650000,19917000,23775000,18744000,21191000,195180000,377140000,1456200,16246000,6774800,0,20727000,24695000,17296000,0,4125400,0,10636000,0,10496000,2928800,0,0,22379000,0,0,9885700,43981000,15647000,16295000,17083000,8878200,30385000,24203000,13871000,6411800,12924000,9740400,9477700
P78356,6205500,0,0,940160,13699000,0,5552700,0,15429000,17008000,26704000,0,0,0,0,0,0,0,0,10169000,4906900,0,0,2972700,1170100,540540,1084200,553840,0,0,0,0,0,2744200,0,3412900,6814400,0,0,0,0,0,0
P78357,27480000,8061500,7306200,61641000,197700000,14580000,93240000,4745000,376530000,306160000,338850000,0,1435600,0,4981100,0,6142200,0,29406000,119930000,51401000,16417000,75257000,0,3619000,1867800,27748000,43242000,0,5897800,0,10861000,24781000,51699000,5567700,19350000,41220000,12872000,4719900,0,27419000,2924800,13552000
P78362,2753400,0,2379300,2100300,0,0,0,0,2235000,244080,3868100,8337200,159810,5420700,636700,0,1020600,4250700,9851900,0,0,1015000,6504100,0,3759400,231110,0,2258500,1285500,9348100,0,0,969040,217840,0,3098100,0,3291600,0,0,2635300,1726200,0
P78371,167970000,296810000,572090000,109090000,111980000,86968000,211350000,156290000,89782000,132800000,239290000,2443200000,179820000,566300000,238130000,197930000,292290000,135680000,59148000,105450000,199570000,167680000,129480000,160420000,148590000,27017000,8715100,117000000,97147000,3923400000,149030000,130600000,123630000,147510000,99680000,169330000,181140000,184400000,186220000,397860000,115810000,240790000,178880000
P78417,71005000,71910000,34884000,15010000,39587000,108300000,33889000,100250000,61068000,53990000,84949000,38666000,27897000,33805000,66265000,57160000,22458000,43871000,84808000,41382000,37180000,99586000,58270000,64049000,33809000,4991300,8585000,43275000,26455000,31859000,57685000,142400000,41872000,71488000,29365000,43526000,88168000,48788000,100020000,26491000,91916000,68549000,77239000
P78527,65073000,362360000,226150000,13218000,10010000,74995000,110800000,73415000,1987900,25170000,18656000,224380000,158420000,226920000,13594000,141270000,128580000,130610000,101090000,33808000,120750000,158960000,157890000,256990000,122610000,18858000,4814700,111170000,10518000,438900000,67711000,34740000,89946000,35223000,8430500,122930000,261340000,234910000,127960000,172310000,148010000,244420000,146410000
P78559,217260000,58739000,202530000,179350000,805030000,106180000,186160000,314910000,720790000,1039000000,1789300000,32922000,52638000,132110000,206100000,68214000,150680000,85404000,98665000,415820000,141020000,46867000,134580000,102720000,54736000,23195000,55540000,225160000,146600000,79038000,271820000,444920000,63140000,271850000,150620000,67935000,480800000,240120000,17152000,150980000,99347000,17431000,313540000
P79483,79092000,29818000,58245000,21442000,19095000,30383000,33613000,9610700,17558000,21413000,21078000,23899000,19657000,62878000,36536000,9877000,36174000,22626000,23208000,5236400,45529000,19376000,12825000,0,34274000,17314000,4094200,29158000,94812000,63284000,0,14153000,22126000,47381000,43210000,14328000,15585000,54237000,19697000,27225000,40943000,13557000,222260000
P80217,0,0,0,0,0,0,0,3691900,0,0,0,0,0,0,0,2604100,0,0,4730600,0,0,5062300,0,0,0,261410,0,0,0,0,0,5244300,0,0,0,0,0,0,2334900,0,0,0,0
P80404,225980000,279130000,533390000,113270000,106630000,544850000,257690000,3446100000,35430000,147170000,207080000,101630000,53462000,496850000,224640000,209540000,298090000,469390000,384200000,226640000,341610000,22951000,642570000,568710000,68605000,15352000,42270000,55205000,144690000,163470000,2426500000,163060000,199500000,259620000,111290000,74302000,117970000,67712000,266840000,419850000,542940000,245440000,167780000
P80511,0,723610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536300,28254000,0,0,0,0,0,0,0,0,0,0,0,0,0,503050,0,0,0,24043000,0,0
P80723,776280000,46079000,38447000,219640000,2187300000,311200000,1610300000,1381500000,884510000,3328900000,5654000000,19237000,18630000,6535200,248120000,25433000,16038000,89044000,156260000,481190000,1351600000,82810000,350250000,60075000,239200000,24910000,32512000,377640000,172010000,39691000,1148600000,1098700000,709950000,764520000,117860000,329680000,1717500000,780970000,137990000,5676900,349720000,129330000,446560000
P80748,0,0,0,50736000,0,0,0,0,5238500,0,0,0,49235000,0,0,0,0,0,0,0,0,0,17005000,0,8510400,1155700,0,0,0,0,0,0,0,0,0,34729000,0,41896000,0,13043000,37724000,0,0
P82933,0,0,0,0,0,0,0,0,247260,0,0,0,776780,3153200,947490,0,899810,0,0,612680,0,0,4924600,3435400,1061200,0,335570,1261700,0,0,0,0,0,339920,0,553820,3982500,1972200,0,1477600,1674100,1071100,0
P82970,0,0,0,0,0,0,0,7185400,0,0,0,4469900,0,0,0,0,0,0,0,1943400,0,0,0,0,0,0,0,0,4397400,5872000,0,0,0,0,0,0,0,0,0,0,0,0,0
P82979,38045000,125570000,66203000,11825000,6872900,62309000,34139000,54855000,3673400,3655300,12676000,88659000,57035000,76182000,53733000,83609000,26904000,16593000,17790000,12684000,57780000,57384000,44999000,44565000,42435000,2490300,3297800,32585000,32096000,141170000,59290000,11559000,8590700,33122000,11593000,52803000,74467000,35066000,73257000,46151000,69358000,69432000,50890000
P83731,25436000,53903000,46560000,24425000,19071000,43019000,44203000,0,11364000,17078000,19114000,34945000,38285000,66503000,56308000,38693000,19882000,46450000,48669000,22466000,15349000,44637000,54660000,65059000,64803000,7113800,5694600,36496000,30867000,47318000,30456000,0,15900000,12533000,16442000,48325000,17372000,44024000,6473000,59748000,30102000,31464000,22901000
P83881,29062000,32193000,57702000,16439000,12940000,9336000,9262500,11150000,1840200,19117000,0,29902000,25690000,40713000,15317000,32571000,23537000,45118000,11722000,12458000,5825000,0,0,4963300,20976000,2105800,457030,9166200,18174000,41550000,6436800,0,6635900,13171000,26477000,31835000,62846000,37039000,0,40386000,0,0,37934000
P83916,7988500,0,6670500,0,2610600,0,0,9076900,2207500,5598600,6607200,9081700,8024700,0,0,13864000,0,5752000,2758100,4499000,12353000,0,7489900,8822600,4207500,551600,532410,4762100,6425100,15397000,0,0,3856000,5790600,7171300,7704700,0,9907400,10837000,4975200,0,11456000,9370300
P84074,9271700,7806400,10493000,4441500,26035000,16123000,13891000,7916200,321560000,45280000,81072000,3257200,4828100,8272000,2500500,9091800,8105500,8540900,7328600,8894600,21038000,7541900,12039000,6140700,4685900,805660,1653800,13888000,7463100,4556700,5833800,20953000,7545700,7178600,7242900,3878000,29053000,25251000,0,6666900,12504000,9181900,17111000
P84077,194540000,296660000,243750000,174480000,269020000,185270000,322920000,222430000,164460000,422190000,537260000,174660000,202930000,267860000,231880000,202400000,137750000,257320000,179650000,188830000,426250000,162560000,300410000,308270000,145800000,31321000,44298000,189120000,99765000,252730000,195650000,322460000,221890000,246560000,103520000,178370000,317870000,245030000,200620000,155590000,271660000,291850000,237790000
P84085,16915000,121690000,55011000,27845000,23038000,45279000,32060000,26427000,12822000,37546000,82040000,43629000,30960000,63481000,25623000,29409000,50371000,51441000,66684000,8752100,58122000,78760000,94400000,65344000,24712000,5156600,407590,12298000,27953000,84033000,22699000,31557000,21585000,12910000,0,29854000,40608000,22797000,20511000,38361000,95879000,41152000,33351000
P84090,41386000,99797000,74772000,14767000,18383000,42589000,61828000,81344000,6447100,23251000,31302000,64992000,50054000,63915000,38369000,102460000,51221000,60098000,45030000,19198000,61325000,97973000,67622000,82398000,14009000,11935000,6751100,26873000,26318000,152120000,61087000,53403000,56667000,38090000,37062000,71926000,113170000,62783000,79293000,55294000,50174000,53763000,53842000
P84095,58506000,45845000,31904000,65987000,45246000,25150000,65791000,47311000,143630000,58488000,69514000,10385000,17083000,72291000,44003000,55166000,14824000,21903000,16333000,60954000,77990000,58509000,66497000,55745000,11417000,5032200,10037000,15776000,27513000,35182000,43819000,23275000,39130000,46581000,31089000,32577000,33303000,32289000,42457000,33937000,42636000,33431000,98605000
P84098,24775000,96853000,92477000,22202000,9729300,0,19208000,21198000,17251000,26268000,13416000,42453000,23606000,105780000,82470000,22194000,45703000,14415000,20533000,22785000,22170000,89789000,55606000,17606000,41827000,4090500,1844000,22678000,56673000,65355000,14234000,31910000,0,37431000,11234000,39944000,67788000,65592000,20361000,81287000,73582000,22936000,68638000
P84103,42525000,246920000,121810000,6777900,19147000,76835000,61862000,135960000,15087000,39102000,25338000,136840000,128870000,143340000,75454000,155760000,89029000,98891000,53663000,33567000,118850000,154440000,113920000,150910000,137430000,2040300,0,84829000,47605000,247270000,124780000,28855000,57340000,55803000,30718000,108750000,172430000,146110000,140240000,120770000,63989000,89239000,66118000
P84157,18932000,49255000,27713000,6130300,16627000,86496000,21385000,8200400,855940,25514000,50528000,10858000,17108000,37100000,27461000,47933000,60392000,25129000,53245000,10530000,20018000,36720000,65885000,29148000,9837800,4991800,955800,6304800,3610000,16464000,9944300,24084000,10507000,10069000,0,17587000,46260000,19213000,43908000,89944000,67720000,58195000,56361000
P98160,96225000,632120000,536870000,43928000,14354000,331290000,67863000,480930000,5661700,19392000,19596000,255890000,351230000,496400000,62891000,493370000,386480000,205890000,146320000,15413000,78617000,267600000,146410000,424290000,74804000,32551000,2502400,215130000,89671000,378680000,352840000,29587000,80358000,46498000,42208000,120250000,462770000,402710000,400820000,455090000,259860000,355190000,279020000
P98179,0,5289100,7219700,0,0,0,13764000,0,0,0,1235200,8888200,14491000,10380000,0,6012900,2659600,16273000,0,0,5631700,16241000,10798000,0,9854700,187310,0,819610,3934000,7497100,0,19037000,0,2881600,0,3202800,0,5099900,0,4639000,5963700,0,3768000
P99999,14569000,139450000,100520000,5159100,86910000,71630000,93424000,128510000,28324000,107210000,178470000,70396000,23952000,128540000,28932000,82592000,76874000,154260000,138760000,31319000,107910000,51499000,160120000,189990000,62436000,9000700,8542500,48639000,14021000,95483000,87338000,65464000,65863000,35000000,10719000,75984000,117450000,44598000,47782000,98119000,101710000,102170000,46979000
Q00059,0,10046000,7530200,0,7573900,0,0,60925000,0,4956400,11496000,8682900,2798900,11413000,0,0,6146600,10840000,0,16399000,0,0,5937600,0,0,0,236130,5305300,8195400,3478900,79979000,3166000,4212200,0,10462000,0,0,0,4422800,14400000,0,0,0
Q00169,28845000,48008000,36337000,20039000,18415000,26900000,18363000,0,16946000,30544000,37400000,22396000,20115000,49830000,35334000,4514100,19978000,42421000,4996500,21188000,39751000,0,20274000,40990000,20149000,1478900,4076600,24768000,20876000,36843000,11069000,1688100,44789000,15797000,9890800,19288000,34862000,33794000,18932000,38158000,35934000,47932000,0
Q00325,54454000,102440000,104490000,40889000,147520000,111700000,69239000,230480000,66182000,205520000,261820000,50245000,33012000,86138000,87329000,77112000,30437000,58505000,53393000,62052000,92476000,70966000,73017000,147190000,43348000,5657500,13425000,85587000,36198000,85350000,135350000,90862000,38500000,59798000,40716000,66860000,122440000,107220000,112180000,55541000,79357000,105980000,61564000
Q00341,4241700,19998000,58479000,8691900,8457900,48651000,17768000,0,0,1527000,2873400,36874000,26479000,98793000,5762200,26204000,54921000,33039000,38837000,1947000,6391400,35990000,64210000,56258000,38999000,7938000,914770,34735000,20643000,49463000,0,5075400,13849000,5341000,8184100,31577000,15134000,51101000,0,48336000,64893000,13050000,28581000
Q00534,16597000,70559000,25215000,21660000,19158000,49111000,44898000,16458000,15414000,21598000,41221000,22000000,31012000,38640000,61439000,40531000,0,11164000,35998000,14141000,67072000,0,17860000,20316000,3180600,0,1810700,50850000,0,78259000,16411000,0,0,0,0,36225000,129910000,106410000,26119000,0,10100000,12949000,13820000
Q00535,5004500,25984000,13011000,6348100,27978000,54078000,20145000,12956000,14872000,27069000,39978000,13372000,2796200,27344000,10127000,7259500,12753000,10754000,33194000,4863400,10676000,0,58191000,17094000,10063000,0,1108100,7752100,6314800,15119000,0,3166900,0,4123800,3783500,10872000,0,5350900,3478500,21505000,25209000,6776900,456240
Q00577,53187000,88119000,10515000,8610400,59119000,44679000,116720000,70948000,14352000,59715000,108180000,7679300,17219000,31786000,61958000,41056000,9835200,59946000,49316000,16985000,141470000,29549000,63357000,115420000,11442000,1844000,2916300,26905000,18905000,36666000,70457000,19488000,40333000,49719000,18100000,13759000,64844000,47058000,52931000,17768000,20836000,76655000,35857000
Q00587,4992800,5204900,2896500,2959200,0,0,4239800,0,15962000,0,0,2842800,10817000,6474600,0,3937900,0,0,0,5009200,0,0,0,0,5451500,594920,2973400,2377100,0,7000200,0,0,0,2158600,0,2472200,12674000,0,0,0,0,6195200,4399500
Q00610,515850000,635780000,586950000,326520000,1141500000,799520000,1019300000,671150000,585470000,1611200000,3197600000,386500000,305420000,723970000,584740000,473430000,458050000,588270000,630460000,455730000,850480000,796690000,1031900000,838300000,501520000,86126000,83545000,538820000,304000000,598490000,490600000,716090000,422050000,426350000,255540000,575370000,1007100000,596400000,464740000,620520000,608710000,598420000,616410000
Q00688,27776000,31819000,22119000,22705000,17854000,27388000,29249000,29063000,18658000,44567000,36176000,44131000,27271000,46094000,48827000,60660000,35956000,25311000,32477000,24558000,31372000,26311000,25016000,21369000,34074000,3567500,4718500,34996000,19813000,126240000,27866000,0,0,9210800,12855000,17185000,61521000,31977000,0,6543400,35508000,8234500,0
Q00765,47684000,169940000,71345000,42345000,33619000,78962000,48045000,97198000,17072000,38894000,65689000,73305000,50153000,76677000,68669000,104890000,54003000,26873000,53839000,41317000,70900000,46386000,82454000,55584000,26579000,6968500,4775900,34259000,43864000,90024000,64387000,102660000,54988000,47256000,61415000,42489000,90524000,35166000,178540000,69759000,76721000,151790000,57066000
Q00796,182730000,219870000,23332000,31930000,20184000,112050000,117300000,396320000,15360000,25855000,18119000,7126800,0,36808000,327590000,171170000,18494000,48493000,31302000,22005000,214630000,30701000,39011000,25292000,16458000,4310000,3077200,9405400,107310000,52200000,299390000,92675000,136780000,135230000,170330000,15264000,46299000,41129000,282670000,43552000,63269000,318600000,81781000
Q00839,407140000,841640000,507960000,220380000,177440000,245420000,396090000,593990000,102730000,215530000,207840000,724450000,642160000,587190000,484160000,598460000,316450000,466420000,233350000,241230000,384500000,463020000,396710000,513500000,615100000,33592000,46722000,385250000,358300000,1022000000,530820000,245790000,271100000,281520000,380910000,771760000,820230000,583870000,352470000,477800000,329860000,470050000,442800000
Q01081,17436000,35525000,19719000,3779600,2248500,9908600,11123000,17172000,0,1425700,0,8663200,19158000,19468000,16376000,38062000,20573000,18297000,9173200,4762900,14899000,32441000,19868000,21460000,24345000,556040,0,8898200,7003000,14886000,19892000,6974200,7397800,13117000,4202100,19973000,30622000,16771000,21419000,16245000,15391000,18997000,16382000
Q01082,3983800000,5144700000,2426800000,2265400000,3349300000,1955100000,6258000000,5986700000,2874600000,4569700000,6712800000,1409900000,1351600000,2798100000,3658900000,3899200000,1606300000,3666000000,1806200000,2392900000,6946100000,1361300000,2511800000,4559700000,1107000000,343830000,440490000,1840200000,1954900000,2231100000,5443600000,4050200000,4355600000,3643200000,1914900000,1302700000,3580100000,2394900000,5105800000,2194500000,1775800000,5874800000,2779200000
Q01105,106210000,341980000,228350000,45145000,40756000,71401000,161650000,75078000,15136000,38118000,55956000,304810000,184210000,227950000,115350000,233110000,130730000,53480000,93575000,64785000,204720000,73065000,190580000,57657000,157450000,29704000,17030000,140790000,107960000,482170000,163650000,72102000,133240000,109760000,45960000,275760000,235950000,228040000,163800000,197540000,121490000,191490000,151700000
Q01130,81770000,244540000,189750000,33164000,37063000,76936000,92765000,159040000,17641000,43059000,55057000,219400000,115170000,251400000,75366000,170770000,86215000,130300000,51474000,62381000,102780000,187610000,104820000,178670000,172030000,15040000,8864300,79397000,88688000,273310000,91271000,110110000,90994000,100530000,63841000,229820000,199630000,210220000,157810000,180270000,90842000,151970000,145010000
Q01433,4125900,10846000,5344900,3316300,4199600,0,1924800,8558800,3665700,2544000,5833600,14419000,3483000,5856500,0,0,6452700,12557000,4180700,1822900,13852000,0,18759000,3682700,1810800,746210,52056,472130,2586400,7991900,5190100,2354400,4285000,3539400,3193600,4207000,6846500,3174100,0,5019800,10182000,4121100,7797800
Q01469,24495000,807210000,295590000,104900000,89544000,281010000,182460000,8577100,58655000,129350000,103880000,207850000,64643000,389550000,62230000,863570000,245680000,80448000,95951000,20968000,179640000,2155500000,241360000,134220000,88037000,13862000,1469300,30831000,25126000,183050000,4198900,1045400000,113360000,13525000,35652000,122230000,245920000,147910000,721700000,291540000,241800000,684130000,131880000
Q01484,265330000,428130000,182830000,141420000,503440000,258090000,921600000,404960000,230760000,630340000,1143400000,101100000,111760000,254020000,302580000,258680000,118020000,229560000,282810000,199010000,924990000,103180000,401680000,230670000,132650000,22957000,30691000,237650000,184140000,215410000,404110000,422620000,582790000,312530000,165810000,101500000,370840000,208740000,394740000,184640000,228870000,437480000,200290000
Q01518,172140000,260900000,208910000,98219000,69165000,168640000,186030000,253340000,73356000,79879000,84574000,214660000,216070000,151210000,201930000,168880000,167810000,181830000,206940000,129320000,224650000,262350000,348890000,313390000,134410000,19017000,10607000,54032000,103650000,153580000,187560000,108430000,159880000,129930000,119430000,152880000,179970000,147410000,179620000,183240000,256930000,248440000,270600000
Q01650,0,0,0,7444500,18697000,0,26230000,0,6133800,26454000,51408000,24233000,0,0,0,0,0,0,0,0,0,0,0,0,0,569930,248810,18541000,0,40754000,0,30747000,12069000,17203000,0,6052700,80328000,16684000,26323000,0,0,24439000,5675600
Q01813,116390000,33554000,106090000,97237000,250080000,29812000,309880000,318450000,162660000,282030000,612170000,49554000,50905000,110870000,63380000,13324000,45632000,124590000,90162000,91297000,135460000,35670000,114180000,145050000,74594000,11283000,20690000,191190000,9527300,68083000,210740000,201590000,82220000,140690000,82889000,95936000,406470000,268940000,31263000,102640000,108690000,29370000,123240000
Q01814,26926000,0,12232000,24755000,198100000,0,86834000,34546000,42570000,266790000,379710000,3204500,5407500,17118000,8304500,0,0,38675000,0,18437000,71322000,7768100,0,26431000,13444000,680290,4530500,28080000,7652100,6718200,39650000,21447000,41160000,63622000,4495500,23302000,41251000,26308000,8532600,10012000,5604400,7585400,10805000
Q01844,46357000,54787000,37381000,8872600,8301900,34504000,48044000,47225000,4927500,21284000,24926000,53231000,39229000,51193000,38722000,23408000,29013000,9362500,29183000,25049000,49402000,41378000,38267000,12236000,26483000,3931100,4051100,27669000,18566000,90947000,28978000,37649000,31888000,29995000,25205000,42616000,49527000,58852000,34400000,40704000,18972000,32395000,39989000
Q01995,11791000,83839000,424050000,156620000,22150000,27286000,6779000,8183300,5739700,12413000,0,74165000,431440000,650300000,28502000,37767000,123440000,77977000,7645100,9390200,16389000,74141000,0,88386000,45812000,13923000,3392000,18660000,29894000,57081000,12123000,4388200,18307000,4178700,5415600,56862000,56161000,102810000,24530000,236680000,0,58150000,105830000
Q02153,0,0,0,0,7265300,0,0,0,0,0,3392700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q02156,0,0,0,0,10257000,0,0,0,5854000,11623000,14794000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q02218,22200000,103730000,77999000,21655000,116270000,123010000,87878000,140390000,53256000,145640000,325910000,17354000,7771100,106070000,53870000,107010000,73730000,82552000,84399000,72464000,101720000,19888000,154920000,127380000,35554000,2248000,11877000,44308000,33333000,52969000,141270000,104480000,37349000,37328000,23234000,38359000,76965000,55731000,109330000,41609000,90003000,105930000,17212000
Q02246,0,0,0,1933000,2945700,0,0,0,4194100,2595700,21456000,0,0,0,1669200,0,1280500,1111800,0,2448800,0,7610800,2220200,0,1300200,0,0,1176800,0,0,0,771660,1221200,0,0,1041600,0,1455100,0,0,0,3244100,0
Q02252,497300000,497850000,255700000,213940000,254900000,44727000,595340000,3603900000,191210000,348800000,479640000,235730000,158450000,274350000,692810000,336360000,147690000,293660000,75661000,499300000,689380000,136410000,79659000,360230000,58680000,11143000,108180000,163630000,197590000,415150000,3047400000,90255000,320260000,430770000,351690000,61326000,404620000,289290000,605820000,282170000,57933000,627220000,127180000
Q02338,15618000,0,0,9814300,6557000,15662000,0,19406000,4021000,0,0,0,0,0,15947000,0,0,13856000,3731500,5728700,10559000,0,7599100,11949000,0,1284300,596130,3907100,14325000,0,18309000,0,0,7599200,11134000,0,0,0,11388000,0,12062000,10911000,6753800
Q02410,0,0,0,0,2149900,0,0,0,2146400,3234200,8350500,0,0,0,0,6714700,0,0,0,0,0,0,0,0,0,0,0,0,2759100,0,0,0,0,0,0,0,0,0,8909900,0,0,10822000,0
Q02543,11806000,54637000,78877000,19052000,13901000,41104000,49028000,17082000,3570000,10246000,18393000,8735100,27330000,85902000,66689000,45441000,42458000,29948000,22590000,10505000,45638000,60163000,38630000,52055000,13894000,3518500,2814200,15365000,20265000,68285000,8306900,9653500,14939000,22041000,22970000,36586000,30937000,56983000,0,91575000,51294000,26160000,43843000
Q02750,23117000,0,7106400,0,48153000,6888300,30348000,26873000,38034000,60759000,90254000,9431800,5981900,24630000,0,7082000,1057000,11587000,0,17839000,25540000,0,0,7893500,9462900,761850,3422700,23431000,0,23970000,14217000,9266700,24529000,0,3125600,14394000,18346000,32457000,7704300,9599400,4505000,0,16894000
Q02790,21589000,31090000,64260000,8979000,27610000,9335100,13644000,18226000,22919000,39017000,52082000,101970000,23844000,80180000,10970000,31086000,26337000,69348000,15613000,18553000,9245000,18111000,28600000,46683000,28858000,3822300,2649400,12721000,10846000,141810000,38608000,13976000,8239200,9072200,9611100,25812000,59247000,45471000,12921000,28585000,27865000,33516000,43697000
Q02818,12954000,67505000,47414000,14398000,24168000,52534000,18437000,15349000,5852700,12905000,38525000,38426000,32161000,68663000,29356000,39974000,66254000,37952000,18354000,15940000,13000000,28652000,26118000,33350000,46911000,3687900,2991500,13513000,16488000,66635000,21086000,24019000,10349000,16526000,16706000,48629000,33405000,23785000,25711000,88130000,51362000,18094000,32808000
Q02878,114240000,303900000,283530000,84152000,49490000,194600000,193300000,157330000,25871000,74374000,139350000,184800000,172360000,295000000,295200000,276340000,173550000,183040000,171190000,82496000,160700000,332320000,213820000,285140000,142880000,19849000,11485000,127880000,125410000,255720000,128390000,155410000,107060000,99781000,144130000,191670000,274510000,194540000,145980000,233660000,231740000,168890000,214140000
Q02880,23787000,28296000,18999000,9484500,31037000,19321000,29968000,19204000,13967000,41208000,74911000,24510000,11239000,0,45634000,20297000,23703000,32946000,4989800,18274000,20917000,0,8779700,23841000,12795000,818700,630230,19750000,16169000,51920000,22481000,7138000,14547000,26032000,6158400,6089300,22118000,26997000,0,33620000,8303200,9119900,0
Q02952,32341000,253100000,43267000,16760000,107020000,68819000,110760000,73550000,89226000,180830000,302540000,14404000,170490000,35986000,584590000,199970000,89941000,0,35394000,66457000,132570000,125170000,61245000,0,50627000,15239000,7651500,147000000,159890000,11874000,91720000,137910000,14474000,43064000,302250000,59469000,497650000,248800000,172390000,134820000,36262000,202490000,73678000
Q02978,0,37989000,26356000,5151400,31089000,15245000,0,0,18512000,32281000,77337000,9924800,3668000,22618000,0,33940000,18049000,26734000,18680000,13538000,17200000,26651000,34072000,17324000,1576100,969750,1910100,5963700,0,9675900,25195000,20314000,0,0,0,8910300,11379000,5956400,32649000,10174000,31554000,19546000,0
Q03001,353640,8939200,18043000,20716000,43026000,685140,38024000,1184700,28427000,40514000,25292000,6381200,23172000,7080700,2452900,6660800,9274800,17797000,5582500,1835500,34885000,5438000,29442000,336810,21263000,583360,598730,4771000,13815000,8784400,33068000,23234000,28718000,17097000,599930,6053500,4379900,5447000,1095800,5266300,0,27295000,893160
Q03135,0,14423000,1329800,0,0,36099000,0,24176000,0,0,0,6978100,14512000,31196000,26718000,8663000,18338000,5175000,20130000,0,26264000,0,27107000,12657000,5010100,0,0,0,23326000,0,12655000,0,18093000,0,24402000,0,0,0,19462000,29276000,0,15603000,0
Q03154,3265800,0,0,2044900,0,21895000,0,0,0,0,0,0,0,0,20995000,2687600,0,2696600,24837000,0,0,0,16256000,0,0,0,0,1088300,0,0,0,0,0,0,0,0,0,0,0,0,16771000,0,0
Q03169,71795,0,0,0,0,6339600,2475000,0,0,0,0,0,0,0,0,0,0,2131400,0,0,4079900,5916400,18102000,2151400,0,0,0,0,0,0,0,0,2929300,0,0,0,0,0,0,0,6823900,0,0
Q03252,232030000,689720000,279880000,80637000,80699000,282110000,271870000,283370000,74410000,94904000,173990000,353450000,245230000,353150000,294160000,527230000,177500000,201980000,189650000,168090000,364050000,210540000,250810000,278140000,186120000,23732000,19788000,142570000,98493000,620100000,308730000,209100000,149370000,151410000,60729000,268370000,287360000,248240000,543030000,211730000,196440000,526660000,246040000
Q03518,0,0,5013000,2685600,0,0,0,0,0,0,0,3922800,5364500,0,0,3911800,0,0,0,0,0,0,0,0,0,853720,0,0,0,0,0,0,0,4495800,0,0,0,0,12140000,0,0,0,0
Q03519,5982900,44515000,16457000,4999900,2406900,9520000,0,0,4494500,4655000,6452000,6170400,10150000,17209000,10663000,31066000,8142500,2852800,3634300,2223800,8616700,0,5894900,0,4495400,434540,0,4289700,4994200,9072200,8012200,21070000,6787600,0,7497800,3728600,0,5340000,19972000,4895100,5053800,9388700,0
Q04206,12040000,22790000,20669000,4361200,7774700,19621000,0,13108000,0,5154600,4430500,12308000,12819000,14581000,15946000,25270000,13940000,14968000,20108000,6812000,21264000,32499000,30407000,17090000,33356000,2149000,2370700,4937400,7623700,2559100,16868000,0,14675000,9540300,9831100,12255000,6308200,0,3767600,21173000,15206000,23367000,11884000
Q04323,26213000,49863000,0,5743700,10334000,40039000,20576000,51711000,12394000,28448000,14273000,11255000,18320000,18131000,34598000,28264000,11135000,15347000,5316700,18074000,29510000,17404000,11459000,12265000,22311000,3075900,1376000,12293000,13991000,11804000,50210000,5933900,25771000,12086000,10901000,16869000,38090000,33659000,22447000,6047600,17553000,25104000,34273000
