SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q9UHG2,PCSK1N,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHF4,IL20RA,,,,0.515,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHG3,PCYOX1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHH9,IP6K2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNH7,SNX6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHI7,SLC23A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHI5,SLC7A8,,,,0.433,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHI6,DDX20,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIF8,BAZ2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHF3,NAT8B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHI8,ADAMTS1,,,,0.36,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHJ3,SFMBT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNN5,FAF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIF7,MUTYH,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHB9,SRP68,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIE0,ZNF230,,,,0.621,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UIL4,KIF25,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNH6,SNX7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIG0,BAZ1B,,,,0.47,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHD0,IL19,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHC1,MLH3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHC3,ASIC3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIL1,SCOC,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHC7,MKRN1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHC9,NPC1L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIK5,TMEFF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIK4,DAPK2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIJ7,AK3,,,,0.424,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UIJ5,ZDHHC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNP4,ST3GAL5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNN8,PROCR,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UII4,HERC5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHF1,EGFL7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHD1,CHORDC1,,,,0.407,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UII2,ATP5IF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHD2,TBK1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIH9,KLF15,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHD4,CIDEB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHD8,SEPTIN9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UID6,ZNF639,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHD9,UBQLN2,,,,,0.169,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UIG8,SLCO3A1,,,,0.445,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHF0,TAC3,,,,0.555,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UIG4,PSORS1C2,,,,0.569,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHE5,NAT8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI12,ATP6V1H,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UID3,VPS51,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHJ6,SHPK,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI40,SLC24A2,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UI38,PRSS50,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHR5,SAP30BP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHV2,SERTAD1,,,,0.407,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHV7,MED13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHV8,LGALS13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI36,DACH1,,,,0.498,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHV9,PFDN2,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHW9,SLC12A6,,,,0.463,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHX1,PUF60,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI33,SCN11A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHB7,AFF4,,,,0.438,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHX3,ADGRE2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHY1,NRBP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI32,GLS2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI30,TRMT112,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHY7,ENOPH1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHY8,FEZ2,,,,0.47,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UI08,EVL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI26,IPO11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNK4,PLA2G2D,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI09,NDUFA12,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UI17,DMGDH,,,,0.461,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UI14,RABAC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNK0,STX8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHR4,BAIAP2L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHQ9,CYB5R1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHQ1,NARF,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHM6,OPN4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIC8,LCMT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI10,EIF2B4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHK0,NUFIP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHK6,AMACR,,,,0.44,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNI1,CELA1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHL0,DDX25,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIB8,CD84,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHL4,DPP7,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHL9,GTF2IRD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIA9,XPO7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIA0,CYTH4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHN1,POLG2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHP7,CLEC2D,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI95,MAD2L2,,,,0.513,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHN6,CEMIP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHP3,USP25,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNM6,PSMD13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNL4,ING4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNI6,DUSP12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI47,CTNNA3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI46,DNAI1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI43,MRM2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI42,CPA4,,,,0.472,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHP6,RSPH14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHJ9,PGAP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UMF0,ICAM5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHB6,LIMA1,,,,0.412,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBX5,FBLN5,,,,0.419,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNW8,GPR132,,,,0.508,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBX2,DUX4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBX1,CTSF,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNW9,NOVA2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBX0,HESX1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBW8,COPS7A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBW7,ZMYM2,,,,0.474,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBW5,BIN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBV8,PEF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBV7,B4GALT7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBV4,WNT16,,,,0.549,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBV2,SEL1L,,,,0.442,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNX4,WDR3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBU9,NXF1,,,,0.454,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNY4,TTF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBX3,SLC25A10,,,,0.424,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBX7,KLK11,,,,0.639,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UDX3,SEC14L4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBX8,B4GALT6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNT1,RABL2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UDW1,UQCR10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UDV6,ZNF212,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNU6,CYP8B1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UDT6,CLIP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNW1,MINPP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UDR5,AASS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UD71,PPP1R1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UC07,ZNF69,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBZ9,REV1,,,,0.458,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBZ4,APEX2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBY9,HSPB7,,,,0.463,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBY8,CLN8,,,,0.47,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBY5,LPAR3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBY0,SLC9A2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBU8,MORF4L1,,,,0.521,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBU7,DBF4,,,,0.431,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBU3,GHRL,,,,0.419,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBT7,CTNNAL1,,,,0.431,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBQ6,EXTL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBQ5,EIF3K,,,,0.504,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBQ0,VPS29,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBP9,GULP1,,,,0.442,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBP6,METTL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBP5,HEY2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBP4,DKK3,,,,0.424,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBP0,SPAST,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UP65,PLA2G4C,,,,0.465,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBN7,HDAC6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBN6,TNFRSF10D,,,,0.454,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBN4,TRPC4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBN1,CACNG4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBM8,MGAT4C,,,,0.551,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBM7,DHCR7,,,,0.347,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBQ7,GRHPR,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBR1,UPB1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UP52,TFR2,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBS8,RNF14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBT6,POLK,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNY5,ZNF232,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBT3,DKK4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNZ2,NSFL1C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBT2,UBA2,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBS9,SUCO,,,,0.525,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBS5,GABBR1,,,0.453,0.424,,,,,,,0.915,,,,,0.0,2,0.0,0,0,0
Q9UBR2,CTSZ,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBS4,DNAJB11,,,0.561,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UP38,FZD1,,,,0.44,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBS3,DNAJB9,,,,0.352,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBS0,RPS6KB2,,,,0.504,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBR5,CKLF,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UBR4,LHX3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UDW3,ZMAT5,,,,0.543,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UDY2,TJP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHB4,NDOR1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGP8,SEC63,,,,0.463,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UIQ6,LNPEP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGP4,LIMD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNQ2,DIMT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGN5,PARP2,,,,0.481,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNS1,TIMELESS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGN4,CD300A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGM6,WARS2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGM5,FETUB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGM3,DMBT1,,,,0.44,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGM1,CHRNA9,,,,0.506,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGL9,CRCT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGL1,KDM5B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGK8,SERGEF,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGK3,STAP2,,,,0.506,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGJ1,TUBGCP4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGP5,POLL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGQ3,SLC2A6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UDY4,DNAJB4,,,,0.37,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNQ0,ABCG2,,,0.267,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UHA7,IL36A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHA4,LAMTOR3,,,,0.485,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UH99,SUN2,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UH92,MLX,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UH77,KLHL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UH73,EBF1,,,,0.433,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UH65,SWAP70,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UH17,APOBEC3B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UH03,SEPTIN3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGY1,NOL12,,,,0.527,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGU5,HMGXB4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGU0,TCF20,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGT4,SUSD2,,,,0.463,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UNP9,PPIE,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGR2,ZC3H7B,,,,0.513,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGJ0,PRKAG2,,,,0.433,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGI9,PRKAG3,,,,0.543,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGI8,TES,,,,0.395,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGI6,KCNN3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UF33,EPHA6,,,,0.567,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UF12,PRODH2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UNS2,COPS3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UF11,PLEKHB1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UEY8,ADD3,,,,0.421,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UEW8,STK39,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UEW3,MARCO,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UEU0,VTI1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UET6,FTSJ1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UER7,DAXX,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UEG4,ZNF629,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UEF7,KL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UEE5,STK17A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UDY8,MALT1,,,,0.456,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UDY6,TRIM10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UF56,FBXL17,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFB7,ZBTB47,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFC0,LRWD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UG22,GIMAP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGI0,ZRANB1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGH3,SLC23A2,,,,,0.031,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UGC7,MTRF1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGC6,RGS17,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UGB7,MIOX,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UG56,PISD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UG01,IFT172,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFD9,RIMBP3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFW8,CGGBP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFP1,GASK1A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFH2,DNAH17,,,,0.513,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UFG5,C19orf25,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFF9,CNOT8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFE4,CCDC39,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIL8,PHF11,,,,0.481,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UJA9,ENPP5,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UIR0,BTNL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULD2,MTUS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULC8,ZDHHC8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULC6,PADI1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULC5,ACSL5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULC4,MCTS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULC3,RAB23,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9ULC0,EMCN,,,,0.481,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9ULB4,CDH9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULA0,DNPEP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UL68,MYT1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UL63,MKLN1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UL62,TRPC5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UL54,TAOK2,,,,0.496,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UL52,TMPRSS11E,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UL51,HCN2,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UL49,TCFL5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULD0,OGDHL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULD4,BRPF3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULI2,RIMKLB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULD5,ZNF777,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UMX2,OAZ3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULI0,ATAD2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULH7,MRTFB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UMX3,BOK,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULH4,LRFN2,,,,0.627,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9ULH1,ASAP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULH0,KIDINS220,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULG6,CCPG1,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9ULG1,INO80,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULF5,SLC39A10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULE0,WWC3,,,,0.511,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9ULD8,KCNH3,,,,0.529,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UMX5,NENF,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9ULD6,INTU,,,,0.511,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UMX6,GUCA1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UMX9,SLC45A2,,,,0.535,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UL46,PSME2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UL45,BLOC1S6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UMY1,NOL7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UKY1,ZHX1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UMZ3,PTPRQ,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UKX7,NUP50,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UN19,DAPP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UKX5,ITGA11,,,,0.483,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UN36,NDRG2,,,,0.397,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UKX3,MYH13,,,,0.583,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9UKX2,MYH2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UKW6,ELF5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
