Protein_Id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
O00160,-1.43136528,0.28354754,-0.39629072,0.04049449,-0.20302265,0.70291612,-0.84001575,-0.2099463,0.88021746,1.05216989,-0.21538321,-0.55936251,0.12694141,-0.92078892,0.64505075,-0.14358429,1.03630842,-1.03155475,0.66503349,0.84795576,0.49605014,0.71737909,-0.35800495,0.72729686,0.80631083,-0.65461518,-0.93365046,-0.37632703,-0.44015337,-0.2329485,-0.16233664,-0.87561757,-0.12079618,1.17931902,0.64088391,-0.01188391,-0.22060041,0.32291232,-1.29267072,-1.25915424,-0.20059607,0.41821084,-1.14673572,-1.19058362,0.35274299,-1.36036547,-0.88416031,1.30231946,-1.40110435,-1.24798989,-0.28777529,-0.850513,-0.80287914,-0.54971436,-1.29100305,-1.22921741,-0.46030337,0.18614487,-0.55123399,-0.51293045,-0.9568375,-0.40537909,0.11438195,-1.12997351,0.07846914
O00161,0.05836939,0.27688698,1.1206806,-0.19341919,1.65259337,0.66236715,0.68322219,1.43352536,0.72642433,-0.59609962,0.86535838,0.16356705,-0.10697227,-1.15470257,-0.36520621,0.43242932,-0.20789031,-0.05335585,-0.94837386,-0.3955726,0.73014826,0.58410386,1.14666389,1.56590713,-0.41276955,0.95298598,0.13559925,0.55899663,0.90061784,-0.46686218,1.02807874,0.62353521,1.20617138,0.73932593,1.10523576,-0.24579759,0.61734141,0.45370791,0.53326111,-0.24390302,-0.43450975,0.22662466,-1.38064933,0.2323194,0.23647479,0.16195515,0.62947897,1.21642399,0.05639477,0.37508464,-0.52168897,1.10677717,-1.0367928,0.21647926,0.6474931,-0.76416114,1.036571,0.761555,0.48707614,0.55635742,-1.19075115,0.71707361,-0.11953173,-1.36388713,0.71765787
O00170,0.02156506,0.46986012,1.49560732,-0.04834223,1.07680165,1.07090342,0.14174323,0.47775525,0.22880486,1.20570859,0.8059864,0.71550952,0.03810469,0.65911707,-0.22012925,0.78323426,-0.06281335,0.58105957,0.62515288,0.52790557,-0.29175658,-0.05141536,0.79859948,1.03837175,0.92217972,0.52217136,0.55807854,-0.46516375,-0.52899009,0.89402453,-0.25117336,0.49497986,1.32265671,0.9934835,0.94465628,-0.10072063,-0.30943713,0.43787985,-0.1436279,-0.17224141,-0.28943279,-0.04405715,0.28424567,0.20729073,0.26805169,0.77666377,1.00829199,-0.42774659,0.41913565,-0.15829073,-0.37661201,-0.93934971,-0.89171585,0.31759404,-1.37983973,0.38117188,0.85841125,0.30244503,0.73007518,0.9179736,0.45583807,1.59327685,1.5179279,1.04535161,-0.04563636
O00178,-1.999702753,-0.10424669,-0.964629927,-0.527844734,0.726710171,0.522155557,0.335070339,-0.778285513,-1.612581046,-0.930525152,-0.783722432,-1.127701699,-0.441397817,-1.489127975,-0.699631748,0.001715753,-0.542315849,-0.04985799,-1.282799351,-0.729998143,-0.771259081,-0.482380832,-0.926344159,-0.698649793,-0.747195084,-1.222954354,0.39916302,0.310516711,-1.008492577,0.849929779,-0.730675862,-1.443956658,-0.689135402,-0.895341894,-1.761830454,-0.580223131,0.639915465,-0.530706186,-0.322143297,-0.403018809,-0.768935292,-1.691027598,-0.126560164,-0.037036234,-0.239418659,-0.247395956,-0.459487038,0.51616522,-0.215417977,-0.526587009,-0.856114504,-0.12217065,-1.371218265,-0.419083577,-0.014345231,-1.797555946,-1.028642577,-0.038571621,-0.135536345,-1.081269644,-1.525176531,-0.973718296,-0.453957269,-1.698312301,-1.224108814
O00193,-0.56044922,-0.08505871,0.81415183,-0.66573785,0.93153077,1.08636979,-1.54624787,-0.91617863,-1.75047389,-1.06841826,-0.92161555,-1.26559479,-0.57929094,-1.62702094,-0.83752487,-2.2976281,-0.68020897,0.41410533,-1.42069241,-0.86789126,0.2165856,-1.92070067,-1.06423727,-0.83654291,0.47884967,-1.36084743,0.2340195,-1.08255935,-1.14638568,-0.93918083,-0.86856898,-1.58184965,-0.82702852,-1.03323501,-1.89972301,-0.71811625,0.68906006,-0.50762733,-1.99890125,-0.22682373,-0.03793122,-1.82892031,-0.26790355,-0.16192262,-0.49795618,-0.09740618,-0.89142265,-1.0451422,-0.18461482,-0.14120281,-0.99400762,-1.55674511,-1.50911129,-1.25594664,-0.74362895,-0.39521303,0.86561647,0.08637922,0.66724378,-1.21916274,0.42764943,0.66536821,-0.59185039,-1.836205,0.26423122
O00203,-0.163823898,0.307518433,-0.811307005,-0.374521804,-0.618038938,-1.060043929,0.512209834,-0.624962586,-1.459258277,-0.777202229,-0.630399504,0.470135245,-0.288074887,-1.335805136,0.372914245,-0.438411063,-0.388992919,0.297074112,0.632532267,0.436416549,-0.617936154,-0.108686469,0.836974193,-0.545326864,0.686728775,-1.06963145,0.523161819,-0.79134332,0.553250916,0.920619875,1.056780808,-1.290633801,-0.535812473,1.034382718,0.183736925,-0.426900201,0.896943297,-0.033197254,-1.707686592,-0.000538096,-0.615612365,-0.124826338,0.256191524,-1.605599652,-0.631307599,-0.178958933,-1.29917654,-0.753926164,-0.110143314,-0.22166627,1.05752378,-1.265529234,0.052300026,-0.964730636,-1.706018925,-1.644233393,-0.875319657,-0.036774657,-0.966250265,-0.927946728,0.10960627,-0.820395374,-0.300634339,-1.544989609,-0.371815931
O00231,0.69505071,0.69631735,0.76886862,0.50668382,2.43738843,1.33881012,-0.37382642,1.05084284,1.27203194,1.60467173,1.68823206,0.95767682,0.59313074,0.5375519,0.3348968,0.6280832,0.49221271,-0.56536544,0.87953311,1.15121871,1.35531014,1.00215585,1.47464253,1.61093773,1.23956993,-0.18842585,-0.46746114,0.91868215,0.02603596,1.97410089,1.53099037,0.97096475,1.72952745,1.53815503,0.80056292,0.45430542,0.24558893,0.72475839,0.85197,0.69755968,1.300607,1.26097296,0.82836346,0.99263582,0.94298823,0.6795253,0.97259773,1.19246202,0.99314587,0.89910197,1.49328377,1.03212608,0.76315632,0.93877787,0.73161385,0.80101804,1.00251912,-0.75996071,0.88478674,1.22983033,-0.49064818,1.58903833,0.58057129,0.87458014,1.42257579
O00233,-0.9226154,0.2871264,1.3611295,-0.2602791,0.2700288,-0.9458012,-1.1407893,1.2750604,-1.3450157,-0.6629595,-0.5161568,0.9201676,-0.1738322,0.8270645,-0.4320661,0.5142514,-0.2747502,0.9642801,0.5684532,-0.4624325,0.9812569,0.1970109,-0.6587785,1.5601976,-0.4796295,1.274802,-1.234424,-0.6771006,-0.740927,-0.5337221,-0.4631102,1.0260012,-0.4215698,-0.6277763,0.5867271,-0.3126575,-0.521374,0.5877956,0.7033296,0.6947004,-0.5013697,0.4198813,0.2157771,0.4002844,0.7990366,-1.6611388,0.6469132,1.1122777,0.4856569,0.7799586,1.4766265,0.6612258,0.7634802,0.669214,-1.5917764,0.5318368,1.3181559,-1.5269234,1.1811034,-0.114734,-1.2576111,0.9830762,-0.1863916,-1.430747,0.8744602
O00244,0.4822971,1.2071907,-0.8452453,-0.4084601,-0.6519773,2.0920067,1.0517484,1.1273481,1.4421728,1.7033356,-0.6643378,1.1640747,-0.3220132,-1.3697435,1.4668582,0.8452399,-0.4229313,1.3666118,1.5908578,1.3056859,-0.6518745,1.1375704,1.4767637,-0.5792652,1.2950877,1.3381528,1.2154876,-0.8252817,1.1791401,1.7981623,-0.6112913,0.325992,1.1772414,-0.7759573,0.969173,2.4054709,-0.669555,0.9603461,0.3810351,0.3833675,-0.6495507,-0.1111823,0.8763905,0.4880878,0.4776628,0.3746424,-0.0910026,0.9950593,0.3355746,0.6411838,-0.7367299,0.4929508,0.6605439,0.2419283,-1.7399572,-0.1254022,1.2773861,0.3610689,0.5269745,0.2449848,-1.405792,1.9618387,-0.3345727,1.1363341,-0.4057543
O00264,1.095292,2.36853,2.038269,2.012042,2.834563,3.107095,2.251281,2.688387,1.854656,2.502361,2.913156,2.614346,1.399519,2.833859,2.963783,2.360873,2.563303,2.102539,1.974738,2.37765,2.832198,2.40166,2.923811,2.546419,2.660556,2.65119,2.320163,2.848719,2.570044,3.616743,3.040723,2.448871,3.422543,2.625557,2.090679,2.790067,2.717965,1.648528,1.822169,1.840544,2.402566,2.079876,2.22736,1.867058,2.048999,1.971824,1.964328,2.252684,2.124309,1.574679,2.417706,2.068986,2.432686,2.002244,2.191286,2.127779,2.493286,1.168713,2.38058,2.793442,2.287719,3.518495,2.672694,2.200833,2.346758
O00273,-0.22650611,0.23844492,0.82586807,-0.35675272,0.83317998,0.51267743,-0.12265306,-0.6071935,0.06750722,0.80783915,0.20165782,-0.9566097,-0.2703058,-1.31803605,0.56925516,0.19466274,-0.37122383,0.25760955,-0.4127374,0.51572945,0.56518544,-0.18388657,0.57866643,-0.52755778,0.48471288,-1.05186236,0.19841282,-0.77357423,-0.83740057,-0.6301957,0.64931549,0.14556746,-0.51804339,-0.72424988,0.05066519,-0.40913111,0.60973926,-0.03853905,0.23887215,-0.59018373,-0.59784328,-0.46797787,0.23593872,-0.12969008,-0.20401615,-1.75761215,0.13487506,-0.73615708,-1.79835093,0.28681188,0.39363739,0.19245466,-0.36893409,-0.94696155,-0.38044401,-0.19773203,0.39872977,-1.62339692,0.41891035,-0.02909676,-0.26626852,0.42790362,-0.28286525,-0.19001953,0.3654154
O00291,-0.066773785,-0.076741632,0.66789519,0.169831951,0.938981113,0.660150059,0.507640164,0.753226509,0.123123677,0.935566231,-0.086045751,0.540169851,0.256278869,0.222406693,-0.001955066,0.056585704,0.155360836,-0.902217299,0.548279401,-0.032321461,-0.0735824,-0.034046084,-0.228667485,0.950022253,0.724759412,0.455713913,0.498093072,-0.24698957,0.611836665,-0.103611034,-0.03299918,0.319256856,1.010231768,-0.197665218,0.109820944,0.117453554,-0.091262944,0.025561382,-0.123574089,-1.129816805,-0.071258611,-0.993351349,0.182976216,-1.061246179,0.008654744,-0.036718599,-0.754822853,-0.209572413,-0.110975816,0.039031413,-0.158437826,0.060467283,-0.673541678,-0.420376894,-1.161665618,0.154111359,0.594284907,-1.096812552,-0.421896523,0.31537702,0.341380144,0.70459132,0.243719417,0.189563461,0.534751526
O00299,0.9257166,1.3076355,1.6687689,2.1032632,2.0962069,2.009353,1.8214123,1.4503749,1.7770568,1.8364987,1.7420386,1.5395054,0.7408853,-0.306845,2.0869778,1.2863634,1.6454243,1.2099597,1.4006996,0.452285,1.2946995,1.3734816,2.0589847,0.4836333,2.0711008,1.6594795,1.7852531,1.7582701,1.881607,2.5739382,2.307497,1.0879446,2.2588717,2.1431291,1.2240968,2.7909131,2.2819454,0.1061377,1.056289,1.3121147,1.9121091,1.3413391,1.3821903,1.4126899,1.261608,1.1757443,1.2913341,1.7845651,1.3183115,1.2810905,1.844464,1.1558812,1.4354773,1.3081414,1.1887049,1.1902199,1.2002785,1.3762677,1.2335856,1.5101816,1.532129,2.1808745,0.7283259,1.5591946,0.9537778
O00303,0.693834178,0.577015533,-0.752358442,1.097037665,-0.559090374,1.044292969,0.575389791,-0.566014022,0.881616953,1.35017423,1.114251987,0.826580019,-0.229126323,-1.276856592,1.160918199,0.582845125,1.093757595,0.561944557,0.747194707,0.980377092,-0.55898759,0.807580794,1.380611015,-0.4863783,1.113385294,1.445628009,1.190015242,0.899502057,1.028490857,1.56176691,1.83910731,0.411165018,1.766042582,1.790404498,0.445517764,1.411863019,1.55364156,0.526609349,0.577321121,0.394001878,-0.556663801,0.060237194,0.727240624,0.585160271,-0.137129663,-0.308441679,-0.226454788,1.154282474,-0.11000599,0.421651149,1.010262243,-0.005973417,0.586799692,-0.206812083,0.857150196,0.620347825,-0.816371095,0.12050024,0.942456209,0.589862149,0.23810355,1.608155636,-0.241685775,1.01851887,0.169516169
O00391,0.16365203,0.7323501,-1.15114891,-0.71436374,-0.95788086,-1.39988577,-1.59487369,-0.96480451,1.17395603,-1.11704414,0.81716876,-1.31422066,1.92223055,-1.67564674,-0.88615075,-0.08737393,0.48797176,-1.7864123,-0.19757958,-0.91651714,-0.95777808,0.29533269,0.85338259,-0.88516879,0.44535376,-1.40947329,-1.68850826,-1.13118523,-1.19501156,1.16844305,1.50541795,-1.63047546,1.26113015,1.05176228,-0.04895795,-0.76674213,1.70263315,-0.40140406,-2.04752666,-2.01401051,-0.95545429,-1.87754598,-1.90159279,0.51289575,-0.41575372,-0.25534275,-0.94004853,1.62284858,0.02382111,0.99857402,-1.0426335,-0.07526915,0.15408187,0.03062294,0.48558963,0.19099685,-1.21516155,-0.05322144,0.12915276,0.55738588,-1.71169525,1.22967534,-0.64047627,-1.88483066,-1.41062775
O00401,0.20778113,-2.02881503,1.55316395,-0.81066366,-0.12491382,1.0361676,-0.79284106,-0.16319985,0.16919344,-0.46313691,0.86996443,0.75836319,-0.72421675,0.5246039,0.89821916,-2.44254683,-0.82513478,-1.88271183,0.70984839,0.70935762,1.13007376,-2.06562524,1.39522447,0.21247659,0.65291389,0.19039338,-1.78480793,0.43910468,-0.59234152,-1.08410663,-1.01349478,-1.7267752,-0.97195432,-0.04744464,-2.04464769,-0.86304206,-1.07175854,0.26385023,-0.17765976,0.36756315,-1.05175421,-0.07042108,0.43167701,-0.06306557,0.04668938,0.2866161,0.90426627,0.69986417,0.13089864,0.0491082,1.13599974,-1.70167068,0.23709333,-1.4008724,0.35832519,0.05975526,1.71053746,-2.0773055,0.58279407,0.99892309,0.44506851,-1.25653719,-0.7367762,0.77393948,-1.50692761
O00410,-0.6586558,-0.15822424,-1.08977842,-0.65299323,-0.89651036,0.44694574,-1.53350326,-0.90343401,-1.7377293,-1.05567364,0.68438012,-1.25285017,-0.56654632,-0.20134452,-0.82478025,-0.41891542,-0.66746435,-0.01001486,0.04358517,0.18141257,-0.89640758,0.16013007,-1.05149265,-0.82379829,-0.87234358,-1.34810281,0.14269842,-1.06981473,-1.13364106,0.3390801,0.84338115,-0.24752872,0.78313545,-1.02049039,-1.88697846,-0.70537163,-0.91408812,-1.90026276,-0.34172781,-0.57495589,-0.89408379,-0.60848786,-0.21802085,-0.30962805,-1.93697145,-2.05385087,-0.634363,-1.03239758,-2.09458927,-0.79186046,-0.981263,-0.49436249,-0.24001432,-0.44688646,-1.98448908,-1.92270387,-1.15379106,-0.81659316,-1.24472165,0.79104932,-1.65032487,0.56686845,-0.57910577,-1.82346043,-0.65028736
O00423,-1.58593067,-0.267980214,0.716195808,-0.114071042,1.470050619,-0.799593183,0.746662857,-0.364511825,-1.198807623,0.907796842,-0.369948744,0.505209096,-0.027624124,-1.075354435,-0.285858058,-0.37651064,-0.128542157,0.006017525,0.580685042,0.38274555,-0.357485393,-0.231437378,-0.512570477,-0.284876103,1.431057819,0.242926209,0.696889058,-0.530892562,1.273159992,-0.387514027,1.481033338,0.296067603,1.107946041,-0.48156821,-1.348057299,-0.166449439,-0.375165936,-0.225343924,-0.116380766,-0.241892198,-0.355161604,-0.20107754,0.038765948,-0.024212936,-1.398050557,-0.0523027,-1.03872583,-0.493475405,-0.015419538,-1.402555355,-0.442340818,0.161718966,-0.95744466,-0.704279884,-1.445568503,-1.383782887,-0.614868901,0.134404081,-0.705799513,-0.667495974,-1.111403018,0.510207355,-0.040183576,0.088612402,0.099979106
O00425,-0.19792012,-2.20896563,-1.42760214,-0.99081705,-1.23433415,-0.15741754,-1.87132626,-1.24125779,0.30068646,-1.39349738,-1.24669471,-0.67119069,-0.90437014,-1.95209897,-1.16260404,-2.62268143,-1.00528816,-2.0628638,-1.74577116,-1.19297043,-1.23423136,-2.24577532,-1.38931639,-1.16162209,-1.21016737,0.65590551,-1.96496042,-1.40763846,-1.47146476,0.90196573,-1.19364815,-1.9069279,-1.1521077,-1.35831414,-2.22479808,-1.04319544,-1.2519119,-2.23808211,-2.32397392,-1.04436171,-1.23190757,-0.96511856,-2.17804301,-0.66184734,-0.59613388,-1.69270666,-1.91547059,-1.37022133,-0.48891786,-0.75911537,-1.31908676,-1.88182346,-1.83418982,-1.58102564,-0.11642547,-0.06352837,-1.49161475,-0.60010228,-1.58254526,-1.54424177,-1.98814728,0.17546737,-0.91692959,-2.16128112,-1.68708075
O00429,0.126493304,0.027479281,0.543097915,-0.073383261,-0.316900396,0.511233535,0.430639172,-0.323824044,0.650140995,-0.47606369,-0.329260963,-0.673240255,0.013063657,0.674152736,-0.245170278,0.129716418,-0.087854376,-1.145432487,-0.828337937,-0.275536673,0.382172392,0.326387109,-0.471882696,-0.244188322,-0.292733615,0.569310154,0.233096217,-0.490204781,0.852794743,1.15055301,-0.276214392,-0.989495311,0.969266738,0.952445682,-1.307369534,-0.125761658,-0.334478156,-0.144317296,-1.406548418,0.044706969,-0.314473823,0.413637912,0.36680299,0.076861207,0.096530224,0.127734295,0.128129633,0.73832612,-0.154278582,0.318005012,0.797523351,0.009858935,0.001066847,0.319633409,0.023417043,-0.217203002,-0.574181121,-0.142373308,0.283927088,0.732160444,-1.070715242,0.903958317,0.000504205,0.581141437,0.048122774
O00442,-0.93606114,-1.5322599,-1.47700735,-1.04022229,-1.28373937,-1.72574392,-1.92073124,-1.29066302,-2.12495557,0.20088282,-1.29609994,-0.60329147,-0.95377538,-2.00150382,0.67701078,-0.92023335,-1.0546934,-2.11226839,-0.64343426,-1.24237566,-1.28363659,-0.27309683,0.29219175,-1.21102732,-0.31575734,-1.73533142,-0.58025359,-1.45704367,-0.05817135,0.38061076,0.11223439,-0.41443162,-1.20151293,-1.40771935,-0.67633013,-1.09260068,-1.30131713,-1.12840587,-0.66331986,-0.82227662,-1.2813128,-0.2233953,-0.60356756,-0.48988743,-0.95413696,-1.08789144,-1.96487551,0.09568797,-0.95182574,-0.97121377,-1.36849198,-1.93122842,-0.86738246,-0.93146114,-0.60409804,-0.64696413,-1.54101994,-0.83293555,-1.63195044,-1.59364695,-2.03755206,-0.0379117,-0.96633483,-2.21068535,-1.73648588
O00461,0.99557888,0.6405916,1.43993697,0.11297404,1.49096851,1.19718086,0.92548759,1.17902682,0.40433118,1.59195052,-0.14290367,0.64978307,0.19942095,0.3721364,-0.05881298,0.53062187,0.09850292,0.97267417,0.61918402,-0.08917938,1.09946491,0.97098343,-0.2855254,1.59078072,-0.10637632,1.21019662,1.04196953,0.80894115,1.0592828,-0.16046895,-0.08985709,0.47380263,-0.04831663,1.19024062,0.8373274,0.06059564,0.99368265,1.25636462,1.1696943,1.0026642,0.57085348,0.39795799,0.87826672,0.76406622,1.10337987,1.16141285,0.95121864,1.22773268,0.90901485,0.84996258,1.06700718,0.91794821,0.74651971,1.17361011,1.15755428,1.09553919,1.79502877,1.45017142,0.78470032,0.99813319,1.03307075,0.83350243,0.1868615,1.1312407,1.08550572
O00468,0.10927668,1.22020939,1.43882677,-0.15603752,-0.39955465,1.21872434,1.11715924,1.21245531,0.39302796,-0.55871795,1.22964052,0.81112693,-0.0695906,0.64354214,-0.32782453,0.23581798,-0.17050863,0.95479833,1.14092705,1.14220235,0.29951813,0.0428623,0.88866888,2.08777932,1.49755984,1.64480893,1.00494881,1.79796124,2.38374791,0.76907466,2.05667276,1.19369571,1.12654464,2.03325232,0.2355451,1.4161692,2.1738063,0.49990833,0.82589548,0.33605254,0.90497667,0.38011943,0.89561017,0.78857059,0.56050768,0.74216805,-1.0806923,1.07167362,0.09229858,0.46170174,1.56414493,0.6563335,0.74698237,0.72985152,0.60417205,-1.42574934,0.92746859,0.49086949,1.03455543,1.21563482,0.77345147,0.85345079,-0.08215005,-0.1589357,1.11756864
O00471,-1.7313345,-1.4776285,-0.6962604,-0.2594751,-0.5029923,-0.9449973,-1.1399854,-0.5099159,-1.3442117,-0.6621556,-0.5153528,-0.8593321,-0.1730282,-1.2207585,-0.4312622,-0.6843945,-0.2739463,-1.3315243,-1.0144298,-0.4616286,-0.5028895,-1.5144391,-0.6579746,-0.4302802,-0.4788255,-0.9545848,-1.2336201,-0.6762967,-0.740123,-0.5329181,-0.4623063,-1.1755872,-0.4207658,-0.6269723,-1.4934613,-0.3118535,-0.52057,-1.5067457,-1.5926401,-1.5591237,-0.5005657,-1.4226583,-1.4467052,-1.4905531,-1.5434545,-1.6603348,-1.1841299,-0.6388795,-1.7010736,-1.5479593,-0.5877449,-1.1504826,-1.1028488,-0.849684,-1.5909725,-1.5291869,-0.760273,-1.5261195,-0.8512036,-0.8129001,-1.2568071,-0.7053487,-0.1855877,-0.7309732,-0.9557393
O00479,1.04289347,0.30718654,0.80433354,-0.28330974,2.09595974,1.4116464,1.18519782,2.22088034,0.2233638,1.84183524,0.52317831,1.08802234,-0.89583282,1.24123979,0.77844137,-0.12544331,0.70731183,0.38389661,0.82273306,1.16578596,1.25603813,-0.14142261,1.82940887,2.04660497,1.28120461,0.99182833,-0.69574212,0.54198544,0.98592531,0.7063887,-1.18511083,0.37280177,-1.14357038,-1.34977682,0.90626572,-1.03465812,-1.24337458,0.08309242,0.50473937,0.93479573,0.32055854,0.48667537,0.23661157,0.34390034,0.63562291,1.25792355,0.64305072,0.75155276,0.2051697,0.25947343,-1.31054944,1.11600657,0.63907266,0.73409975,0.24701172,0.39915217,2.22521972,-0.23271548,1.31384236,0.49912753,0.96037577,0.89942924,-0.90839227,-1.29967788,1.32826928
O00483,0.4514104,0.59625681,1.09684894,0.44613733,1.45330334,1.10205235,-0.43437291,1.07709046,-0.63859929,1.11544695,1.10690282,1.0233198,0.53258425,-0.51514608,0.27435032,0.5411988,0.43166622,0.83702683,-0.30881735,1.1418096,1.30846082,0.2802575,0.0476379,0.27533227,0.22678698,-0.24897234,-0.52800763,0.02931581,1.26956741,0.17269435,0.2433062,0.70569835,1.49105347,0.07864017,0.67007645,0.39375894,0.18504244,0.77729362,0.21902213,0.48989663,0.90401678,0.51515518,0.66549115,0.16999646,0.1880818,0.62969529,-0.47851747,1.39107379,0.21747183,0.71362193,1.27557883,0.88783067,0.68848928,0.88887758,0.508068,0.44035981,-0.05466053,0.45401877,1.01931408,0.83141149,0.9087268,1.17519328,0.5200248,0.5115282,-0.2501268
O00499,-2.025708722,-0.280627659,0.639225452,-0.553850944,-0.797368074,-1.239373038,-1.434361052,-0.804291722,-1.638587216,-0.956531361,-0.809728641,0.617285066,-0.467404027,-1.515134163,-0.725637958,-0.171415609,-0.568322059,1.493511842,0.054128064,-0.756004353,0.475532803,1.513928453,-0.952350368,-0.724656002,-0.773201294,-1.248960558,-1.527995697,-0.970672452,-1.034498785,-0.827293924,-0.756682071,-1.46996285,-0.715141612,-0.921348103,-1.787836584,-0.606229341,-0.814945834,0.44571665,0.44129295,0.181885717,-0.794941502,1.387426866,-0.170264906,-1.784928398,0.459669504,-0.000983119,0.556874296,2.627077885,-0.054239455,0.47612328,-0.882120713,0.583020112,0.018059653,0.677245471,0.964842247,1.36602724,-1.054648784,0.320462423,1.923864624,-1.107275851,-1.551182714,-0.999724505,-0.479963479,1.176700658,-0.551145071
O00505,0.1048312,-0.17366642,-1.14588978,-0.7091046,-0.95262173,-1.39462664,0.66843374,1.02079022,-1.7938405,0.9016434,-0.9649823,-1.30896153,-0.62265769,-1.67038761,-0.88089162,-0.13319735,-0.72357572,-1.78115318,-1.46405913,-0.91125801,-0.95251895,0.03703566,-1.10760402,1.19759008,-0.92845495,0.59769989,-1.68324913,-1.1259261,0.66586349,-0.98254758,-0.91193573,0.04459836,-0.87039527,-1.07660175,0.42862272,-0.761483,-0.97019949,0.04526352,0.01508387,0.29663596,0.29050292,0.29277974,-0.80402986,-0.3641178,0.30308497,-0.01624637,-1.63375907,-1.08850895,-2.15069977,0.31536417,-1.03737436,0.16666311,-0.11097442,0.72984368,-0.04086199,0.04494133,-1.20990242,0.4617351,0.42009067,-1.26252948,-1.70643613,-1.15497815,-0.63521714,-1.1806026,-1.40536862
O00555,-0.27484418,-1.82817128,-1.0468038,-0.61001861,2.06359985,-1.29554069,-1.49052868,-0.86045939,-1.69475478,-1.01269903,-0.86589631,-1.20987556,-0.5235717,-1.57130177,-0.78180563,-2.24191055,-0.62448973,-1.68206744,-1.3649732,-0.81217202,-0.85343296,-1.86498173,0.75133994,-0.78082367,-0.82936896,-1.30512821,-1.5841633,-1.02684012,-1.09066645,-0.88346159,-0.81284974,-1.52613047,-0.77130928,-0.97751577,-1.84400404,-0.66239701,-0.8711135,-1.85728835,-0.07802374,-0.61775468,-0.85110917,0.14139222,-1.01810737,-0.14838654,0.1403492,-0.22021515,-0.83570341,0.48051747,-2.05161517,-0.54901994,-0.93828838,0.77971222,0.3193373,0.14901701,-0.27189639,0.04026854,0.84907792,0.60115994,0.37653107,-1.16344351,-1.60735031,-1.05589217,-0.53613115,-1.78048596,-1.30628267
O00559,-1.48335358,0.1430837,-0.44827905,-0.01149385,-0.25501098,1.1186039,-0.89200408,-0.26193463,-1.09623045,-0.41417428,-0.26737155,-0.61135084,0.07495307,-0.97277725,-0.18328086,-0.2181335,-0.02596496,-1.08354308,-0.76644853,-0.21364726,-0.2549082,-0.12756896,-0.40999328,-0.18229891,-0.2308442,-0.70660351,-0.9856388,-0.42831537,-0.49214171,-0.28493683,-0.21432498,-0.9276059,-0.17278452,-0.37899102,0.29868388,-0.06387224,-0.27258874,0.45591806,-1.34465903,-0.18060972,-0.25258441,-1.17467712,0.29115496,-1.24257195,-1.29547341,-1.41235378,-0.1625875,-0.39089821,-1.45309265,-1.29997821,-0.33976362,-0.90250133,-0.05601274,0.09726731,-1.34299136,-1.28120573,-0.51229171,-1.27813831,0.69925906,-0.56491878,0.69319231,-0.45736742,0.06239362,-1.18196184,-0.70775797
