proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35
O43813,502.17,,804.33,,,614.55,,,3801.7,3433.1,2171.8,2441.8,1187.1,,589.85,1717.5,,25674,14067,16587,15972,12254,15883,2747.8,8596.4,18912,1643.1,5135.2,2873.2,16769,,3885.6,6768.9,6650.8,1516.7
O43837,1347.8,392.78,1291.5,838.21,2363.4,,,3168.1,6908,12033,6561.8,2586.2,9223.3,2545.8,1087.4,2471.4,189.38,24124,37452,54000,31284,54292,55516,14631,10587,13387,17813,50433,43278,51686,7481.9,42146,37357,49035,35655
O43852,612.05,8834.8,1178.1,2494.5,1346.1,722.04,4985.4,,,11039,2484.8,1996.4,8684.7,1050.6,5667.9,627.93,,,2379.5,8541.6,,12310,4274,1114.4,3638.5,,,,1360.8,11289,,3836.7,,21880,1345.4
O43865,,,275.72,363.65,568.81,565.51,,,673.22,,,540.25,539.12,833.09,299.51,838.35,,1747,3910.2,1363.5,6225.3,4561,1057.9,2494.1,3151.1,3153.8,923.4,7574.7,3540.9,10846,1631.6,2191.1,3497.1,4134.5,3527.9
O43920,,,,,,312.49,,,2518.1,,,,,695.1,,,712.81,,,1344.4,1643.6,,4255.6,1204.6,2391.9,,,,2919.9,3968.6,2435.1,,985.35,1582.4,1393.6
O60241,,,,,,,,,383.94,,,,,,,,,,,,,,,,,441.88,,697.4,585.09,,531.23,,,,
O60245,,,,,,,,,461.53,,,,,,,,,,,,,,988.48,,,963.04,,,,915.79,,1310.7,,,
O60256,,,,,,,,,,,,,,,,,51.873,1199.1,2381.5,,,1465.1,2329.1,502.95,,,,843.26,,1159.6,,1290.9,808.12,,
O60262,,,,,,,,,,,,,,,,,,2161.6,1041.2,1610.4,2139.6,1396.3,308.28,,,509.13,1712.8,1998.2,730.05,1889.2,,,1073.4,717.57,1428.6
O60268,,,,181.19,,,413.14,,1109.9,691.35,,652.43,,,,,740.55,9896.9,7784,9998.4,10857,10576,1196,3756.6,6898.3,953.13,1987.5,7400.3,7995.2,8820.4,1838.6,5158.3,3472.4,8617.5,4660.4
O60282,,,,,,,,,1309,3058.2,,745.44,781.1,,,878.73,509.96,9861.7,1957.5,2251.5,6304.3,5327.7,4961.5,2918.5,2791.7,3705.6,1190.5,4348,2700.1,102.82,,2204.6,1597.1,1884.5,1593
O60313,8265.8,2988.3,4508.1,232.65,7972.2,1854,1664,3680.9,54214,41744,18134,3001.9,14663,3332.2,,4498.1,2573.1,60040,30501,56471,105270,73123,64893,42366,60978,42402,61482,88164,65982,82627,45634,51528,57949,61816,48185
O60331,,,,,,,,,3014.6,3167.3,874.57,,,,,,,2130.5,1604,589.94,2762.4,1196.8,5140.3,6173.3,5908,1887.5,8602.3,,,3802.1,,4353.8,3059.2,2691.9,
O60488,,,727.13,,,123.44,,,1189.7,1231,,527.33,,,,569.9,,,,318.6,,,,,580.04,461.43,1074.7,3049.8,,1576.2,1361,435.03,568.25,492.8,716.44
O60493,2809.7,6263.8,5091,733.12,7441.9,,2457.1,1673,12408,31129,15148,2468.3,12067,5569.4,6253,8297.9,6512.1,11640,13006,18711,16716,29463,15323,17229,19047,15781,13011,37196,36810,23463,32498,33769,16225,38702,20188
O60502,,,,,,,,,962.04,,699.45,,,,,,,,,,,,,,,,,,,1220.7,,,,3915.9,
O60506,,981.36,6030.3,720.33,2904.7,,,2874.3,22379,17107,5530.3,1458.3,7108.8,,2644.3,2824.6,3080.7,6077.4,6130.1,7829.9,21206,18902,6167.4,11178,,3639.6,3691.6,21200,5403.7,8568.2,4528.3,,6756.8,11036,
O60518,,,,,,,,,1696.5,,,,,,,,,,,,,1210.5,,,,,,,,,,,1325.6,,
O60524,231.53,,,,,,,,,,,,,,,,,608.97,445.08,,3524.4,583.49,,458.2,527.41,510.95,525.55,1018.8,524.91,2329.6,1264.3,462.98,720.11,,
O60610,,,,,,,,,,,,,,1162.9,,,,,5231.7,15622,21536,14019,9004.2,4797.9,5338.1,,4406.7,19576,18549,6927.1,3949.8,,,,2597.8
O60613,,,,,,,,,,,,,,,,,,,390.77,,,1108.6,,,,,,,,,,,,,
O60641,2981.1,1911.6,2869.3,874.35,4966.5,363.25,4192.9,4478.7,63098,89551,36362,9391.6,19218,7774.6,4013.5,11000,5489.5,56904,27471,53204,81506,85237,49810,56430,64058,80344,135910,115410,93045,204640,83838,73377,80560,84708,76562
O60664,,,,,,,,,,,,,,,,,,175.18,,236.26,,,,,,,,,,,,,,,
O60684,,,,,,,,,2369.8,1876.4,,,,,,1823.3,1836,1181.1,,4801.3,1639.6,4412.5,3970.6,,2728.4,,4073.9,3105.9,,,2936,,4648.1,2761.5,
O60749,,,,,,,,1306.3,,,,,,404.51,,,,,,3331,,3929.3,4394.1,740.21,564.5,477.28,530.4,,6248.9,4515.3,,727.46,859.56,9534.1,1740.8
O60762,,,,,548.89,,,,2889.5,,699.69,956.12,873.6,616.26,,,,1456.9,,,1972.9,,,,,,,,,,,,,,
O60763,1161.2,1091.1,888.71,1096.8,1515.6,,253.5,1815.6,10603,22872,4604.8,3414.7,8092.5,3415.8,1574.9,2141.4,477.1,6918.7,24210,18958,25665,18092,11365,8051.1,19455,7501.4,7491.8,26127,8137.3,30654,7135.2,11903,14889,11623,7236.6
O60784,,527.86,417.92,228.95,622.15,,701.01,,300.63,,,592.24,,,,,,,887.92,4319.4,,2582.4,6039.5,,,,,,,,,6866.5,,3074.3,
O60831,,,2191.2,,1807,1112.9,,1635.6,7220.2,6080.4,3339.8,1990.1,2888.5,3713.3,1534.9,5557.5,5225.4,12874,4731.1,,1628.5,8335,3548.6,,4834.8,,5714.3,,1214.7,9067.7,5684.7,4680.5,7698.4,5622.4,4813.4
O60861,,,,,,,,,,,,,,,,,,1033.3,,354.13,,,1367.6,1823.1,,,,,,,,,,,
O60884,,346.78,1787.5,,371.61,,,1820.7,3759.2,11188,4422.2,2586.7,3514.1,1219,989.45,413.67,887.74,5656.5,1577.8,5257,5216.8,1770.6,3842.5,2812.3,4863.9,1848.6,343.2,4188.2,,3834.3,461.5,3366.8,,,3335.9
O60939,,630.78,709.41,489.01,1068.4,531.13,,,3937.3,2073.1,2840.9,342.07,,584.15,,644.5,,2274.6,2042.3,1554.3,4557.8,3261,3913.6,4310.9,3061.6,4196.9,3892.3,5876.8,4851.1,5385,2041.7,3387.3,1375.8,1671.6,5638.5
O75037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75044,,,226.88,,,,,,929.51,938.85,,,,,,,,5814.7,,800.71,2028.5,2802.1,,2278.1,1322.8,1182.8,7443.9,3042.7,1144.1,3155.8,,1368.6,1959.4,5043.3,
O75061,,,153.56,404.4,721.2,370.68,,558.44,4507.6,5375.6,3301.8,961.83,2083.6,,62.048,,,4526.3,9173.6,11187,18111,12217,8897.2,8284.4,11868,9167.4,12506,21220,9124.9,19937,5531.8,20720,11681,16540,10428
O75083,3237.4,3198.5,5073.5,2696.9,7018.5,805.8,4434.1,4946.3,48464,74833,31306,11088,20601,4848.6,8390.6,12257,4944.2,78347,47637,69935,115350,70849,66135,50066,55166,49765,67100,111440,61308,95833,44665,53688,52437,70088,49976
O75110,,3046.7,1436.5,,,,,490.68,1186.9,,,,1218.1,,,,,,,,1318.5,,,,964.14,,,1477.6,,,1039.3,,,,
O75116,,,,,,,,,599.84,1442.2,,1245.5,,,,,49.351,7597.8,2250.3,2165.7,3125.9,2042.6,2955.5,5161.4,2027.5,3525.1,7769.8,9891.3,3151.3,9778.6,1763.5,3870.6,11915,4546.8,2851.1
O75122,,,929.37,,,,,,399.04,494.51,214.58,,215.43,,,,,2867.4,248.3,1997.9,4130.6,2492.3,549.44,,2847.2,940.05,1429,486.51,4191.7,5478.6,949.49,3737.1,960.87,536.59,1296.2
O75145,,,,,,,,,4339.3,5801.3,,3324.3,,3133.3,3512,5616.5,3903.8,10728,,4461.4,9285.4,3308.7,113.58,3225.7,10212,8227.7,14121,7720.4,1493,12964,227.16,1250.1,6738.6,5183.4,1267.5
O75153,,,,,,,,,1133.5,1363.6,,,,,,,,,,,,1590,1847.1,,1678.2,,1479.9,,1172.6,,2173.9,,,,
O75190,15127,10419,3733.9,4741.3,10471,7930,3548.2,1625.2,17350,26832,15436,7791.8,4084.3,1945,5276.3,1177,2683.7,12639,13497,18269,7898.7,13313,14235,3248.9,18013,5942.9,6998.8,26150,21245,7406.6,22998,18499,10460,24292,14458
O75208,,,,,,298.95,,333.64,,1144.4,,,,310.77,,565.93,298.34,1084,1219.5,1052.4,,910.36,1517.6,,,,897.3,2384.4,1820.8,,1515.6,2385.4,,1662.2,1775.2
O75223,7039.7,5812,3813.8,6796.3,6428.5,7442.5,13885,10221,7687.6,7724.3,6343.6,4269.3,4428.3,3284.7,5027.1,5633.2,5890.2,1101.4,896,2691.9,1609,,10215,,1122.3,719.4,,,,,2771.6,,,1867,
O75251,,,,,,,,,3894.4,5057.5,2566.4,94.315,4322.8,794,,1330.7,,1926.8,3816.5,1201.3,9109.7,5350.7,5072.6,1243.7,4236.8,2603.6,3629.7,10245,4414.5,7183,2790.6,3072.7,3686.1,8350.3,4135.6
O75306,2014,360.87,3022.8,2074.2,5277.5,1083.5,923.26,892.96,41339,23931,17946,8560.1,13861,4767.1,2309.3,3839.4,5813.9,25417,15468,16528,39166,23924,35366,19655,35164,25754,15238,55793,47933,48702,34814,26412,27046,44692,44538
O75323,4196.1,999,1431.8,1148,1654.1,,,3695.5,7792.6,12320,8778.6,8800.6,10007,4300,3198.9,3428.8,3171.1,18014,6865.2,11337,28500,17383,11285,12984,13098,15473,10977,10586,19466,21735,1481.4,14853,11971,25681,11331
O75334,735.98,,,,,,,,4497,1232,822.8,480.05,1599,800.03,,1125.7,371.75,978.99,451.43,,,,3113.4,2716,3281.5,3070.8,5058.3,6459.6,4448.8,7003.9,3929.4,6590.1,4842.2,5817.7,2618.5
O75335,,,,,,,,,3331.8,2732.2,1494.8,,,,,,,,,,,,,160.35,293.48,,,,,425.33,179.31,,,,
O75339,20185,1481.1,15711,13501,6400.8,4213.5,12199,9062.8,11783,13232,10535,14477,15469,14161,13095,15879,10170,18817,16654,16241,23065,26993,27924,31687,27593,22070,21256,26065,27734,26215,23212,18244,26887,20318,24037
O75340,,873.61,808.61,,725.4,618.8,,,1690.6,3831.2,3819.3,800.81,,,,,,,,,,,,,,,,,,,,,,,
O75367,,,524.5,,,,,,3553.7,2615.8,1402.3,,,,,,,2143.8,,,,,,,,,,,,,,,,,
O75379,,,,,,1492.9,796.82,806.66,323.98,,170.14,204.07,292.55,190.95,208.09,1469.9,1068.8,,,1045.3,,,,551.37,376.57,478.6,479.66,1363,,729.53,2181.2,437.58,,,
O75390,6492.2,4285.9,6699,304.17,2598.4,1952.9,,11135,41964,35515,18309,15641,21961,11304,9187,13211,7277,134990,60099,99395,133440,94233,65628,77550,107480,87834,90723,123600,119670,136010,69876,80910,80103,79194,77442
O75396,11663,2931.1,7882.8,1894.9,13579,4105.3,2176.7,6742.3,47194,33289,16936,15708,24569,9859.5,8707,13184,5726,24657,36988,31532,34353,33311,23965,17607,19465,25267,33226,49468,25400,53956,39164,34063,24511,47308,28502
O75431,,,,,,,,,,1535,738.92,,1011,,,,,3876.8,2248,,2138.3,3284.1,3153.1,4765.8,,5744.1,5768.4,9549,7181.9,5696.2,4335.9,3032.5,3508.9,5375.6,4011.8
O75436,,,,,800.41,,483.71,,,1075.7,,,1244.4,,575.38,767.31,,679.07,,1977.3,,,4818,1889.4,527.77,,,,,,1363,,,,1062.5
O75477,,,,,,,,,1155.9,,,,,,,,,515.09,308.88,310.51,466.86,324.21,,,,,,,,,,,,,
O75489,3741.7,8470.9,11003,6568,13011,9027.4,10979,4475.8,34829,45111,26018,18175,21983,8702.9,10102,15220,6507.7,34507,26402,36316,49968,36059,35388,19393,35262,37951,13898,57307,48485,55098,43172,39675,36850,46634,44449
O75508,,166.31,,,,,,,,2225.7,1260.3,983,,615.22,,,,2654.7,1274.6,,3104.5,1907.9,,,814.9,2105.4,3884.3,4366,2230.2,4217.4,,1983.9,8144.8,3023.1,
O75525,5796.2,835.18,15995,153.71,7564.9,912.84,1839.9,4251,34767,17342,13355,4219,28596,4409.8,5949.3,12680,13100,5262.1,9454.8,22113,32531,17448,20679,4118,22176,16556,8661.6,49327,19294,39459,18512,13330,14563,32550,7343
O75533,1246.4,,616.71,,834.89,,,,13985,12789,1463.1,1545.4,2142.2,,969.69,1699.7,2094.3,7706.3,,1024.8,15396,5391.4,2828.1,7919.6,9173.6,1890.8,9563.7,6714.2,1862.1,12603,2583.3,919.71,6296.4,2567.2,1715
O75534,,,3211.6,,831.64,298.6,225.39,1570.4,18951,17996,1778.3,1937.2,4477.8,907.29,935.31,4804.4,265.2,18421,12529,10225,20573,25083,10311,12425,22338,17374,15159,28448,16993,30769,9370.7,13593,14199,14813,11042
O75556,,662.64,,10187,534.01,619.45,,,,676.39,,,,468.21,541.7,,,,,,,,,,,,,,,,,,,,
O75569,8631.5,,3251.7,,4665,,1622.4,5946,25728,28805,6289.7,9543.7,13653,10184,1811.7,8158.3,881.47,1741.2,11759,8199,22856,22763,11854,2898.7,14104,8399.2,4611.9,16678,7925.2,29168,7747.8,16014,9633,38277,12140
O75607,,,,,,,,,891.92,,,,,,,418.91,,,,,,,,,,,,,,,,,,,
O75629,,,717.33,665.82,,,1181.3,,,,,705.51,961.97,,,,,,,,,,,,,,,,,,,,,,
O75635,609.2,470.52,398.88,611.26,,,,2024.9,1051,1462.1,,,,,,941.03,564.79,,,,,,,,,,,,,,,,,,
O75643,,,,,,,,,11083,12301,,,1601.3,3523.4,,611.02,,3166.2,433.45,1689.2,9687.6,1630.9,,1743.6,2033.4,689.87,889.64,4496.9,,5446.6,1519.5,595.94,3255.7,2511.9,711.07
O75663,,,,,,,,,,,,,,,,,,1340.3,1293.9,,,,889.21,,,,,,,734.93,,,,,
O75689,,,,,,,,,,,,,,,1165.1,,,,,1537.3,1922.7,2096.8,1707,,1492.2,,,,,,,,1871.4,2283.9,3535.7
O75694,1284.2,,,614.4,,,,2427.3,,,,1508.1,,1031.2,1811.7,2029.3,1397.5,,,,,,,,,,,,,,,,,,
O75746,7970.5,1521.3,3616.4,1381.8,2347.6,480.35,,2517.6,43452,72018,35634,15496,18918,8603.3,5000.3,15486,1167.3,101240,46619,81903,101880,64975,77896,60642,66577,60121,103440,75555,70373,123540,49550,53397,99966,70992,67211
O75781,,3538.1,2277.4,3015.3,,794.29,2920.7,2503.8,5771.3,13823,4877.2,7658.3,4328.4,1440.7,3917.1,1103.9,,2586.8,16514,24226,10659,16308,13005,3794.1,6341.7,11395,2531.7,9831.5,9502.5,9298.8,1705.4,4373.4,,9277.9,5848.5
O75787,1173.1,437.27,1028.9,,,,,,2270.4,,,509.99,,,,,,2446.5,5206.9,2105,4847.5,3142,5563,4428.4,3677.8,2432.4,5533.6,7532.1,3522.7,4812.2,,,814.18,3338.3,
O75832,,,,,,,,,,,,,,,,,,,1417.7,,3215.6,,1541.3,,,,,,,,,,,,
O75844,,,,,,50.394,,,,,,,,,,,,436.98,,,538.04,463.88,441.79,,116.28,,401.82,,,805.78,259.82,435.48,555.71,571.28,366.85
O75874,,,,,,,,,,,,,,,,,,,,,,402.04,769.18,,,179.58,,,,,471.67,,,,
O75880,,,,314.25,,,,,1994.3,3237.9,1221.5,,,,,,,,,1578,,,,,,655.34,,,,3610.4,,2199.8,2800.1,,
O75891,,,,,,,,,,,,,,,,,,,,2313.8,,2148.9,2426.3,,,,,,,663.55,,1771.1,,2216.6,
O75899,,,,,,,,,,,,,,37.86,,,,2193.4,,,1924,751.32,462.43,954.91,1948.3,832.12,1361.1,1112.1,528.69,1223.5,583.59,652.92,2342.3,707.08,615.64
O75914,,38.144,530.99,,,,,566.79,2891.2,5137.1,2073,896.63,691.29,,665.83,778.87,,5744.3,4264.8,5572.5,7159,4974.2,5071.7,1189.1,4969.4,532.53,,3011.9,,1979.3,2480.7,2111.4,2047.1,2132.1,1894.9
O75915,8261.2,1724,6132.4,1617.4,2893.7,2189.8,1880.2,3265.7,13004,19738,14291,6453,13557,6127.1,4662.7,7146.6,5309.8,13921,7387.2,16721,18079,19344,11410,7546,14857,14489,20003,23045,22386,23201,18319,14204,20806,7432.2,23943
O75935,,,,,,,663.43,,1265.1,,,,,427.01,,,,1066.2,4370.6,4185.1,,5078.5,2601.3,,2528.7,3926.6,,7191.3,,2128.9,,4810.4,1683.7,,2869.3
O75947,489.77,4298.4,9257.3,4015.3,6254.3,1500.6,3961,2374.3,20333,29397,14128,10828,15032,3471.7,10042,16104,7037.5,20838,23166,24797,29438,23458,26758,10204,15576,11044,29369,34016,27469,38727,18106,26167,30146,32338,25556
O75955,780.6,,2902,238.04,3789.6,1228.8,,4531.6,23274,37357,21066,4313,8910.6,2345.5,3438.3,6567.6,1705.3,19281,22195,19138,44221,47249,41062,13821,39757,28942,30410,38036,35562,40918,37337,35434,27319,47267,45150
O75962,,,,,,,,,,,,,,,,,,2042.8,,,832.92,,,577.36,590.88,,649.03,,,646.32,,,,,290.71
O75964,3220.5,2824.4,4655.7,2503.9,9357.5,1008.7,3149.2,3069.6,26983,27445,18452,4250.7,13417,1128.4,7680.5,5991.5,3855,36739,18195,25399,41390,32987,25017,25912,28910,11359,36043,38820,29058,43219,23741,27298,37716,28052,33409
O75976,,,973.25,,,,,,,,1547,,858.82,,,,,1689.9,1725.2,1235.2,3909.9,2011.6,1033.6,2570.1,446.6,447.69,1698.6,3058.7,483.48,,607.12,450.7,657.77,1531.2,327.58
O76013,1374.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O76024,586,,,,,,,,,,,,,,,,563.09,1777.3,2499.6,980.89,,465.17,1575.8,328.67,1522.3,481.37,3447.7,2437.6,310.78,5459.5,349.29,333.04,526.5,547.66,218.39
O76038,7168.5,2171.1,820.25,,2803.8,155.96,254.93,,9647.8,857.26,1311.1,,6474.9,538,542.51,1894.3,1270.8,986.58,693.92,1987.8,5576.9,5567.6,1158.1,1265.4,,78.891,482.81,2057.7,2604.8,11680,344.03,2868.7,2006.5,4274.7,3304.2
O76041,,,,,,,,,,,,,,,,,,275.59,1566.2,1541.7,2124.9,1585,2221.3,,972.9,1060.8,,1645.5,1331.7,,,1719.6,1902,3386.1,493.29
O76054,,,,,91.001,,,,,,,305.28,327.79,,,,,,,1253.8,1700.4,1273.3,,,1012.6,1073.1,,1845.6,1361,,,980.21,,1323.2,834.61
O76062,,,,,,,,,,,,,1257.9,,,,,2900,,,3417.3,,2187.7,,,,,,,,,,,,
O76070,,,,,,,,90.593,,,,,,,,,48.677,,496.23,509.17,859.99,381.61,339.82,,,194.29,,480.01,477.28,,,277.19,,,370.49
O76094,,1208.5,,1818.7,,1552.2,2477.9,,615.92,5749.7,3743.3,,,2031.1,2001.7,2088.9,,,,,,2271.2,,,,,3429,4544.1,,8087.8,3124.6,3091.4,1878.3,2985.8,1143
O94760,92.577,,,,1500.3,,27.116,3302.2,3068.8,,1233.8,5792.2,2453.5,1322,558.52,3580.3,,29934,15559,17384,8648.6,25820,32477,7543.5,10572,11844,1992.7,12836,15625,25138,9463.2,22720,10718,34737,15002
O94766,856.51,1149.2,,,1309.6,,,,2879.3,3261.9,1758.6,982.06,1863.3,,,,,2721.6,1633.7,3169.6,2970.5,5675.6,2534.8,4244.3,3675.6,1863.3,4147.3,8399.5,7093.3,2700.2,8253.4,,,2598,
O94772,,229.1,,,,,,,956.21,3113.5,,,298.23,693.53,,,384.58,,268.48,1998.1,963.36,1212.7,1611.7,771.64,2058,3484.6,2164.5,2623.9,3346.3,2577,814.9,,947.72,,5338.7
O94805,,,,,,,,,,,,,,,,,,1320.4,,509.9,3988,,245.22,,,,77.81,,73.094,,,,2285.1,1692.9,1280.1
O94811,4104.4,11176,3880.9,7077.1,9076.2,2537.6,4251.7,13296,42779,77897,43733,20330,23250,19316,11103,5750.7,3259.6,22267,19860,41542,33237,47268,49586,5868.6,19270,13858,11171,30575,26774,43530,14206,38125,24563,70323,18774
O94819,,570.74,761.73,,,,3861.4,2459,4557,3250.4,3910,3979,1107,484.61,2429.2,,126.1,17091,5021.7,6589.4,16482,10240,11244,14083,13229,16384,25271,23456,18348,19158,5825.3,13168,14288,21792,4530.1
O94826,1329.6,1229.2,1752.6,1092.9,1476.6,,,3107.3,18819,23831,9839.5,1994.1,3369.5,4449.2,2141.6,4456.1,502.76,27560,20083,25962,32881,18633,24335,18518,32550,15890,25550,35103,29242,25329,9812.3,26660,38907,48067,24376
O94856,3498.8,3206,559.04,4443.6,,2170.1,4367.6,1774.6,21895,38585,32188,15808,9307.8,8073.5,3410.8,7312.3,2547,38877,27437,50333,56509,59758,58532,31219,47836,67231,42453,70539,87302,70440,60347,62227,46928,64507,81779
O94874,,,,,,488.39,,,1209.4,4740.5,,,,498.31,,,,1784.9,,1240.2,,,1514.5,,,2529.7,4146.1,3287,905.32,1903.2,,,1259.8,1067.4,
O94886,,,,,,,,,,,,,,,,,,,1700.1,2708.6,,,1817.8,,497.04,,687.47,764.05,,,,,,,
O94903,,,,,,,,,,2268.8,2152.2,,,256.64,,,,1011.2,1283.2,,1524.4,,,671.83,2633.4,2269.5,658.63,3437.5,1246.1,1041.7,957.42,1183.5,873.65,2630.2,702.11
O94905,3510.3,840.89,,328.04,477.18,858.01,331.28,630.38,8993.5,9718.6,1296.2,3303.6,1534.2,3565.4,1811.6,2429.4,2634.7,21168,10545,11282,11195,4899.9,3216.6,11314,8544,10755,16611,11954,7358.3,16490,7127.6,10945,16351,11675,6446.1
O94906,,,,,,,,,,,,,,,,,,1165.9,,,585.9,,,408.79,757.27,198.29,,,384.67,1075.9,,,,,
O94919,,,420.3,356.49,646.34,492.57,,,3812.2,2158.4,1019.6,,2739.9,,,,,1583.9,839.22,,,,1386.8,1015.2,926.58,932.3,1233,,1187.2,7494.2,1765.1,4205.2,1909.2,2649.4,
O94921,,,,,,,,,,,,,,,,,,1220.7,,2057.1,1584.9,1296.3,,1487.7,,,,2168.2,,,,2905.2,,1785.1,
O94925,9086.4,305.58,6751.7,924.84,14954,94.843,1663.6,12715,84746,103500,36496,21282,31719,15190,4850.1,46058,11928,82236,66954,120410,87338,92105,64917,42448,85785,52127,64203,129760,97755,129820,79761,81978,63181,89464,84692
O94967,483.88,,,,,,,,1373.2,1122.8,810.14,,2290.3,,60.699,,,4724.1,3850.1,5321.8,10963,6762.9,4347.9,3458.6,8987.9,3912.7,6147,10114,3993.9,13734,2936.1,3099.1,7732.5,7412.7,4011.7
O94973,2617.5,,,363.41,964.9,267.71,,840.92,26871,37077,11235,6339.3,4837.1,2390,536.69,4540,4162.2,21313,21118,37745,48940,25739,42765,24812,39781,27419,29068,58953,26162,45914,12969,40801,43388,38629,10393
O94979,,,405.04,,,,,,1277.5,5120.3,3254.5,736.56,,,,910.88,,4268.1,3477.8,5448.9,7431,5977.8,4678.6,4835.8,4881.5,4293.9,2695.7,3929.2,3751.7,,1442.1,2542.7,1446.6,5647.9,3107
O95045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95057,759.51,,704.86,,,,,,2864.8,1934.7,1217.4,,,,,,,,2302.7,,,3631.1,2631.6,,4333.3,4367.7,6240.9,5661.3,2420.4,6669.4,,3452.4,2525.8,3820.4,1992.7
O95139,,,,,,,,,,,,,,,,,493.99,1019.1,834.11,,1155.1,,,,,,3765.1,1554.3,3569.5,8265.5,,,6071.9,3266.1,7845.4
O95140,,40.993,,,,,,,,1365.3,,,,,,,,1931.4,1143.3,,4617.9,,,,1952.9,637.59,5134.7,6606.4,678.03,2691.6,1376.7,1139.9,986.05,2499.5,1477.3
O95168,1356.6,478.71,3500.6,,3149.2,986.88,1751,,1752,16199,4269.2,2851.2,3387.1,3799.1,2219.9,1314.3,1706,12965,6772.4,16960,18783,15323,12397,17202,18912,8763.8,20397,32464,27263,22643,23824,18583,24862,19622,27866
O95169,1016.7,2412.8,1397.8,,1417.7,1794,,,4421.6,7056.7,2649.9,1882.3,1445.7,1155,,1754.7,,3754.1,4520.9,4995.1,6383.3,6828.8,3419.1,6324,3118.6,6873.5,8283.5,9195.5,3714.8,4393,3518.5,8098.2,8894.5,9112.7,11869
O95182,324.87,300.74,,,779.95,,,,1778.2,,,823.45,,497.52,957.03,,,3874.1,,,,2842.6,2091.4,4161.7,3175,3458.5,4053.1,5492.1,,5247.2,3593.2,3284.8,5191.9,3546.5,4005.4
O95197,3221.1,1188.7,7314.4,1593.9,4576.4,2396.1,1620.5,6716.2,45587,53699,30088,13820,14819,9926.4,5778.8,11801,11236,41458,24144,37768,48955,44739,50016,30824,45827,30988,24027,49801,35370,52473,36870,29837,27732,37084,39507
O95202,1375.7,1248.4,2452.3,340.42,633.86,,929.42,1339.3,14677,18579,10923,2955.9,4833.6,4020.9,127.3,2432.6,175.04,20653,23111,25294,34404,44825,22682,8962.4,17807,25005,11527,23414,26500,24712,12642,30163,21866,22069,18206
O95232,,,,,2799.5,,,,,,5115.4,,,,,,,,,,,,,,,,,,,,,,,,
O95248,,,,,,,,,,,,,,,,,,1465.8,,590.02,578.02,472.93,1008.8,1309.5,,,600.84,705.02,,,310.11,,696.54,861.52,
O95249,,,,,,,,,,4524.7,,,,,,,,,1040,1275.4,,,,,,,,,,,940.14,,,,
O95263,967.54,713.51,,980.72,800.55,1581.6,5330.7,3817.8,1993.8,3531.1,2525.5,1572.8,2804.5,3402.9,2145.9,2554.2,1770.9,388.6,,,1629.4,,1017.5,,,,,,,,,,249.18,,
O95292,3057.5,3771.6,1688.6,1297.6,1485.5,833.99,551.04,1106.7,8937.6,10911,5991.4,5591.2,4802.2,2054.8,3862.1,,814.78,5548.2,19314,15658,16742,10855,17581,7851.4,10720,11168,13803,16074,16841,23448,10347,4663,10880,26307,10097
O95294,,,,,694.4,488.19,,,,,,,,,,,,3273.3,2906,3759.2,7607.4,4271.1,710.87,5275.9,6804.7,797.2,10191,8102.7,5299.8,8457.4,844.92,285.18,8311.1,5101.2,
O95298,2517.4,1348.1,529.07,,,,1432.1,,3974.7,3526.8,4344.5,1560.5,,405.31,2195.4,1686.9,,8462.2,7424.7,18608,27177,13541,16628,19266,24985,21505,24381,25499,16025,34545,19991,22598,22057,17354,25150
O95299,1302,713.36,3650.4,,3478.5,736.84,,6208.7,28503,27235,14294,5632.9,11473,5034.8,3440,10096,4341.1,13375,7690.7,12904,20947,20891,19929,10372,10789,6818.2,13967,28578,21406,28075,23172,13763,9970.2,20610,10039
O95319,7759.5,1551.4,13574,2097.3,6970.7,859.07,9734.4,2642.9,57159,13680,4206.6,4835.1,14576,6082.5,1418.4,3334.8,12779,16707,8769.3,7384.3,14491,19047,13218,18595,22769,19460,19684,34997,8584.7,24604,35508,12280,19569,24899,12229
O95336,,,,,,,,,4646.9,2234.5,3315.4,6311.3,1886.6,691.7,389.23,1850,,2071.3,5560.4,6443.5,3895.3,8842.4,3874.4,5027.7,7663.1,7123.6,6070.8,13964,6682.9,10641,4301.3,4517.5,10964,10890,8118.1
O95373,,,,462.8,,,,,,1980.1,,578.5,890.99,,,,,3957.9,2896,1509.1,10756,11907,9674.7,1660.1,3270.8,,2660.2,2504.2,,6983.9,,1023.6,2020.2,,
O95433,,420.86,,583.11,3334.6,887.91,,729.3,12696,18182,7287.4,2279,,1506.6,,1897.2,163.65,11508,16967,23336,27085,25314,28543,3810.9,11134,9368.2,11309,22516,9100.7,13823,9590.9,14389,7627.4,18148,8772.4
O95487,,,,,,,,,,,,,,,,,,1261.4,,,,,,,773.59,451.67,,856.23,,,407.61,488.39,,,
