proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
Q9NRH3,410690000,599650000,544920000,681620000,401670000,576600000,513320000,391410000,358850000,528740000,385970000,665770000,580570000,159890000,744430000,531820000,195690000,394930000,601410000,270880000
Q9NRL3,80247000,73238000,77863000,128600000,72374000,29872000,106860000,122090000,74508000,137080000,174180000,71420000,21831000,65841000,78568000,93523000,71587000,145220000,144090000,68108000
Q9NRN5,23385000,28331000,0,0,0,0,0,22868000,59499000,51743000,0,49821000,16476000,0,63382000,0,432340000,51148000,35379000,20049000
Q9NRN7,291620000,396880000,343510000,451100000,465920000,386920000,403040000,437250000,368740000,440850000,461200000,242130000,356580000,97336000,477430000,353540000,167660000,497710000,510170000,515260000
Q9NRQ2,112360000,299400000,195680000,230910000,220920000,181260000,317970000,112970000,264940000,93998000,246650000,255340000,161360000,151180000,235100000,162850000,188960000,203080000,189950000,34377000
Q9NRR3,0,0,0,0,40963000,0,0,0,0,0,0,0,0,0,0,0,0,25589000,0,0
Q9NRR5,64999000,88859000,81444000,94549000,33526000,79972000,106240000,50244000,82626000,69828000,113070000,100970000,90685000,28203000,74286000,40935000,32291000,40934000,20555000,86795000
Q9NRS6,64230000,47769000,127940000,70225000,91430000,147740000,115710000,89748000,69210000,82326000,100880000,21363000,33951000,30992000,51547000,50485000,28910000,83926000,34074000,77903000
Q9NRV9,1837100000,1654300000,2178700000,1622500000,1637000000,2323000000,1440900000,1965900000,1528500000,1799400000,2562400000,1649300000,1238600000,1167100000,1876900000,1499300000,1377500000,2115800000,1758200000,1551100000
Q9NRW1,538090000,347900000,660890000,446420000,746470000,638660000,704560000,754600000,507710000,772460000,813220000,503560000,482070000,363790000,491960000,523430000,96014000,697260000,551250000,683720000
Q9NRW7,686740000,541700000,648750000,879170000,568960000,731590000,564790000,654570000,565590000,641500000,659280000,670010000,634500000,529030000,696180000,704170000,208020000,683300000,691450000,619970000
Q9NRX2,0,47813000,25981000,18327000,0,0,17300000,38319000,8720600,20383000,0,0,13790000,17470000,0,19007000,0,0,0,0
Q9NRX4,1673000000,2129200000,2281500000,2210100000,2934600000,2646600000,2087900000,2514100000,1205500000,2307000000,2700200000,2068000000,2931600000,1210800000,2317700000,1593000000,1298100000,2343400000,1822700000,1791700000
Q9NRX5,0,0,25271000,0,0,51717000,40903000,0,22601000,0,0,0,0,0,0,0,0,0,61064000,67325000
Q9NRY4,222950000,150780000,92299000,152700000,238550000,291650000,335910000,237280000,224320000,306620000,115210000,119940000,134410000,77577000,186960000,160970000,123890000,164240000,262270000,332810000
Q9NRY5,73134000,156790000,157810000,253850000,217920000,204310000,95145000,198920000,161760000,217230000,169290000,206670000,232530000,95429000,126430000,125720000,94989000,219220000,244500000,318520000
Q9NRY6,0,0,0,0,0,18430000,0,0,0,0,0,0,0,13908000,0,0,0,22079000,0,0
Q9NS61,35379000,0,0,31965000,32181000,0,0,0,0,0,0,0,0,0,0,43240000,0,0,0,0
Q9NS69,550280000,292270000,487990000,420750000,410650000,532010000,335170000,580580000,428500000,505460000,583030000,292220000,356280000,244870000,306940000,297260000,303890000,450940000,440080000,469300000
Q9NS82,13840000,0,0,18757000,34858000,25468000,23130000,0,22150000,0,0,0,0,0,0,20962000,0,0,0,18416000
Q9NS86,1721900000,1457100000,1749100000,2039400000,1929200000,2392600000,1520400000,1824500000,1496200000,2005900000,1406500000,1444800000,1216800000,1051900000,1750600000,1355200000,601310000,1353600000,2415800000,2146600000
Q9NSB8,94934000,38721000,34842000,47603000,76635000,103680000,42224000,97687000,31927000,43761000,103440000,40286000,39406000,14979000,0,87696000,0,0,39683000,41576000
Q9NSC5,13336000,32053000,49240000,40182000,34195000,25212000,7479400,30317000,10684000,21068000,33848000,17497000,9066200,17251000,17881000,9029200,27752000,27131000,0,9151800
Q9NSD9,2670500000,2403800000,2660600000,3109800000,2393200000,3359600000,2511900000,2378400000,1783600000,3420600000,2727400000,2015000000,2611800000,1650800000,2654600000,2768700000,1219300000,2534300000,3254900000,3989600000
Q9NSE4,1332900000,865720000,1074900000,1429100000,1018200000,2105100000,2223200000,1861400000,1058700000,1684300000,756010000,967620000,1317800000,901910000,1495600000,1094700000,1059500000,754670000,2544900000,1235700000
Q9NSK0,229060000,193970000,276150000,182660000,150070000,61922000,209210000,255210000,200390000,141220000,177690000,140250000,137690000,89213000,156040000,144800000,54787000,160300000,34771000,51550000
Q9NSY0,199340000,382410000,473800000,370600000,553690000,433460000,351180000,560700000,313040000,527730000,596160000,336660000,292320000,236920000,476790000,401170000,177250000,559980000,341910000,239000000
Q9NT62,259480000,262920000,377030000,227080000,358920000,680040000,413590000,392870000,500350000,735330000,571130000,455200000,455780000,317750000,389150000,329390000,233510000,446720000,226440000,440040000
Q9NT99,197830000,197500000,222310000,181460000,260390000,392540000,284850000,313220000,181370000,251840000,228690000,223660000,204370000,17198000,167150000,175840000,96044000,263890000,155070000,153340000
Q9NTG7,343760000,217330000,241480000,368330000,198850000,224570000,301930000,199700000,294420000,242770000,226540000,230140000,340090000,323480000,213690000,240040000,50894000,311990000,321460000,263880000
Q9NTI5,179360000,151980000,103610000,187550000,146360000,259170000,197770000,187810000,222040000,171210000,76642000,280820000,148270000,246920000,190420000,206620000,656280000,167780000,212850000,160850000
Q9NTJ4,5150000000,4578800000,6056100000,521960000,5702700000,7831200000,4486900000,7072900000,4045500000,574330000,7639400000,2350500000,411290000,333460000,3024100000,5047000000,2859100000,3273100000,3747300000,3686900000
Q9NTJ5,102980000,199760000,205130000,97453000,267220000,183730000,199300000,188550000,261210000,379660000,105470000,79334000,177160000,135060000,216540000,112240000,95828000,184920000,250820000,237460000
Q9NTK5,3549300000,2601200000,2864900000,3613300000,3117900000,5258400000,3609000000,3954700000,3141000000,4045700000,4130800000,2896800000,2194000000,1861900000,3234400000,4080800000,1405900000,3546900000,4784200000,3360100000
Q9NTX5,816660000,1097900000,936320000,702620000,1443600000,938540000,867380000,1055400000,1192600000,922580000,1157500000,956290000,1034800000,709670000,746340000,846520000,693930000,987810000,784930000,458540000
Q9NTZ6,67328000,51788000,22666000,83015000,23231000,27528000,91150000,0,43670000,39569000,0,48804000,23905000,31649000,0,55790000,0,24129000,0,25375000
Q9NUB1,1836800000,1938900000,2313000000,1941300000,2346900000,2164900000,2066500000,2297400000,1713200000,2625700000,2003800000,1473900000,1575200000,1454600000,2020900000,2148200000,1531400000,1627300000,1573800000,1253000000
Q9NUJ1,2879800000,2671700000,3225900000,2266500000,2272300000,3414800000,3204700000,2044600000,1978900000,2914900000,2634800000,2364200000,2851700000,1645900000,2882300000,2676400000,1027800000,2026500000,2865500000,2098600000
Q9NUJ3,146360000,58256000,80758000,75581000,67005000,146930000,43793000,78177000,81683000,122730000,75506000,104550000,34937000,0,65027000,41305000,104690000,98585000,153600000,172480000
Q9NUL5,19794000,13292000,44665000,15130000,26052000,22464000,0,16276000,14317000,24475000,11819000,22772000,0,0,9236000,0,0,28114000,24821000,8628800
Q9NUP9,330120000,109530000,542060000,366670000,298710000,208340000,49023000,182040000,34935000,235970000,332730000,0,179930000,0,213710000,180770000,20158000,233490000,144900000,127740000
Q9NUQ2,32346000,28439000,22353000,33189000,25954000,0,28030000,39733000,24576000,37396000,15672000,41813000,0,0,0,51077000,13403000,0,0,16657000
Q9NUQ7,69059000,18297000,168540000,120850000,92174000,160090000,158670000,90099000,22167000,157270000,51635000,140230000,32406000,0,104560000,136260000,75102000,104610000,121890000,91845000
Q9NUQ8,176060000,189360000,267480000,199850000,186920000,83407000,129470000,122490000,231760000,247490000,194910000,149710000,98052000,94797000,116180000,234730000,90159000,172690000,121510000,98177000
Q9NUQ9,1686100000,1598000000,1384800000,1642100000,1520500000,1535000000,1346700000,1550600000,1620100000,1511300000,1652000000,1161400000,880440000,644480000,1296000000,1221000000,1131900000,1697300000,2183400000,1808300000
Q9NUU7,424280000,738080000,852570000,377550000,695270000,625500000,622450000,871750000,701190000,727790000,794030000,511190000,617700000,380850000,380920000,484590000,409800000,718850000,369590000,453180000
Q9NUV9,47729000,25162000,53918000,46168000,12402000,61092000,42990000,93140000,203560000,63197000,26053000,62579000,40841000,37643000,28103000,27404000,90108000,93697000,71685000,22918000
Q9NUY8,45126000,41883000,46201000,49603000,59837000,28154000,0,0,36919000,0,32103000,0,0,0,0,25018000,27415000,0,0,0
Q9NV35,57594000,70273000,45321000,60958000,20640000,102900000,26697000,56779000,11610000,63841000,32389000,0,54310000,25067000,20432000,31898000,0,40193000,0,0
Q9NV70,323720000,251980000,259200000,291520000,285000000,281260000,487710000,345420000,375030000,441760000,310930000,283590000,250140000,584550000,263900000,347220000,74752000,295160000,402790000,301840000
Q9NV96,45724000,136110000,116500000,146060000,79857000,112860000,102640000,97901000,100430000,141960000,113150000,78531000,69706000,0,0,66615000,0,123880000,403190000,569820000
Q9NVA1,30477000,21112000,24147000,28382000,20261000,23185000,33363000,28919000,19898000,26489000,0,21016000,26886000,22255000,24152000,20345000,0,21166000,31477000,24289000
Q9NVA2,12320000000,11718000000,13334000000,12735000000,12474000000,13175000000,14608000000,12565000000,12458000000,14101000000,15542000000,11427000000,11458000000,7163700000,12414000000,11486000000,4914000000,12947000000,15351000000,17451000000
Q9NVD7,422570000,347640000,504700000,413450000,290480000,297180000,376610000,387630000,460250000,323910000,401630000,447020000,344560000,251720000,509960000,289860000,1191700000,354130000,276410000,207050000
Q9NVE7,1532900000,1339300000,1503000000,1525700000,1365900000,2320300000,1199200000,1528200000,1260400000,1664100000,1718700000,1376900000,1326700000,931320000,1361600000,1460200000,593460000,1307600000,911870000,956060000
Q9NVG8,32762000,43462000,18489000,47072000,42134000,0,26688000,0,40457000,26607000,0,42205000,16543000,0,41140000,44099000,0,24943000,46963000,20435000
Q9NVH0,13719000,7570500,9759600,6745100,14012000,0,15337000,20002000,9270700,13749000,0,0,23081000,0,16033000,0,7281900,13988000,20601000,34478000
Q9NVH1,382480000,322290000,489020000,401320000,419650000,480610000,489700000,648270000,444770000,773190000,216530000,300160000,423780000,212130000,484070000,407250000,168400000,307440000,721760000,545570000
Q9NVH6,191330000,214770000,180500000,179300000,149420000,282760000,320520000,112080000,183430000,461700000,178450000,193540000,109220000,144590000,132000000,248510000,327800000,150740000,195780000,126460000
Q9NVI7,527720000,356150000,270540000,335260000,373470000,565290000,542680000,643370000,296960000,605970000,343450000,135260000,279850000,307730000,363500000,381820000,239200000,420660000,607350000,513330000
Q9NVJ2,148300000,32024000,33131000,30666000,304470000,54575000,25271000,62993000,47808000,27223000,196510000,141120000,44562000,10425000,57841000,224160000,135990000,395230000,92986000,394360000
Q9NVN3,0,0,0,0,84925000,51461000,0,51885000,0,29547000,105400000,0,0,85709000,0,92379000,0,0,0,0
Q9NVQ4,41199000,0,46209000,18305000,42162000,74286000,49122000,31618000,39961000,64716000,29355000,41974000,49565000,32039000,46274000,16572000,26166000,43416000,23389000,12475000
Q9NVS9,1911100000,1857500000,2463600000,1955500000,1778200000,1575800000,2315000000,1995200000,1849200000,2547500000,2835800000,2054100000,1954600000,1317600000,1953100000,2448500000,1313500000,1034200000,2275200000,1578300000
Q9NVT9,409510000,580250000,579790000,481740000,324830000,649110000,332530000,487270000,439740000,625590000,963380000,353590000,370700000,248670000,526450000,662450000,439820000,503700000,404310000,466150000
Q9NVZ3,82662000,54097000,253390000,101910000,170920000,92968000,62010000,127510000,162880000,195240000,256590000,165680000,143410000,16045000,65935000,26815000,125140000,127250000,31714000,0
Q9NW64,0,0,14353000,9309000,11769000,0,11516000,0,7695500,9831100,9616000,0,12812000,0,19247000,0,0,15366000,0,0
Q9NW68,0,0,0,47658000,58272000,57944000,45072000,37497000,26558000,53248000,41314000,39006000,32782000,20638000,35398000,36913000,0,69360000,0,116670000
Q9NWB1,73413000,85046000,112720000,109850000,83700000,91116000,74565000,71739000,50905000,137990000,119820000,25910000,58602000,11302000,45621000,24438000,12939000,66203000,20563000,62897000
Q9NWT6,57661000,28602000,46346000,46542000,0,57073000,0,40320000,39604000,48385000,70883000,52411000,43590000,138820000,56086000,55737000,54386000,0,0,1297400000
Q9NWU2,23055000,41579000,89541000,23796000,0,81252000,147610000,86067000,51659000,86633000,99354000,70248000,77152000,0,0,73092000,18825000,57177000,32827000,138330000
Q9NWV4,624630000,732960000,591010000,591280000,761220000,877550000,911970000,728100000,690090000,989400000,982080000,931890000,641770000,569930000,814330000,735460000,551350000,549660000,663950000,302980000
Q9NWV8,0,29019000,34139000,40858000,0,35212000,31564000,55036000,0,71537000,60293000,21339000,0,0,0,0,37915000,43217000,0,34275000
Q9NWY4,22797000,0,0,0,12427000,0,0,0,19836000,0,0,0,11221000,0,0,18074000,0,0,0,0
Q9NX00,0,0,0,0,0,18065000,0,11000000,8098200,0,0,0,0,0,0,0,0,0,0,0
Q9NX05,17019000,0,22620000,36254000,0,0,0,21516000,22043000,20135000,0,57226000,14245000,0,29060000,26366000,0,0,0,0
Q9NX08,109350000,76696000,95466000,59846000,161310000,147340000,92985000,155110000,110490000,90367000,187530000,136060000,150030000,86236000,122940000,89738000,62701000,54592000,84076000,75280000
Q9NX14,398530000,214260000,260170000,216710000,283000000,362560000,357010000,330180000,110960000,381430000,270110000,76581000,148870000,266110000,273860000,227440000,88378000,374780000,481130000,495570000
Q9NX40,331740000,594800000,638340000,520720000,634130000,623010000,444440000,522580000,476630000,736710000,836730000,360750000,381160000,280080000,441270000,428340000,177110000,698910000,724730000,363390000
Q9NX46,857430000,832370000,880620000,748470000,798040000,881580000,922440000,895490000,769530000,998370000,947450000,864520000,696640000,0,699390000,320830000,637940000,794140000,371210000,797250000
Q9NX47,33247000,22297000,29285000,0,10863000,20595000,35898000,29832000,9738000,53414000,30748000,0,0,16517000,18623000,19559000,35612000,51861000,37232000,37400000
Q9NX63,937740000,1297400000,1433800000,1759300000,1138000000,1019700000,950720000,669630000,1350600000,1255600000,1404500000,809360000,982610000,757770000,1018000000,906770000,607460000,514460000,1488600000,1227000000
Q9NX95,97155000,151970000,57491000,99598000,73663000,107240000,71146000,108250000,83155000,98657000,87457000,108910000,107160000,106940000,103900000,97961000,0,80707000,34724000,34820000
Q9NXA8,130840000,122680000,186200000,151780000,106360000,264980000,167400000,153370000,137130000,270620000,227770000,106750000,116610000,108710000,175240000,170840000,36313000,190910000,344280000,152080000
Q9NXC2,71347000,46170000,59099000,12351000,52363000,38376000,47342000,69285000,0,35545000,43430000,41868000,54215000,0,71505000,70763000,0,44466000,62069000,75050000
Q9NXC5,31887000,0,0,37339000,27922000,42268000,0,35029000,22298000,24006000,54278000,0,36033000,33249000,8236000,0,0,26980000,63208000,0
