"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","t_test_p_value"
"O14828",0.000480335,-0.233570713,-0.228873893,-0.447774847,0.155255321,-0.021734082,-0.108912933,-0.027298808,-0.004960497,-0.571779485,-0.430461665,0.035566287,-0.681330365,-0.07803048,-0.208173115,-0.318752649,-0.54354085,1.094734356,-0.180763394,0.746428453,-0.23270347,0.111379570326093
"O14879",-1.20014432,-1.49476476,-0.53200018,-1.00271468,-0.2838567,-1.1899095,-0.30468515,-1.63770169,-0.53266631,-0.22382078,0.08309184,-0.47318765,-0.18476097,-0.55972914,-0.40222808,-0.30968148,-0.39301179,1.09473436,-1.27678278,0.54752983,-1.24118061,0.154439175451466
"O14880",0.26908277,0.05792151,0.24996586,-0.84973137,-0.44349885,0.4765424,-0.03121828,0.20668284,-0.78508607,-0.20740167,-0.55553412,-0.19694023,-0.31144028,-0.26350144,-0.31705005,-0.18107853,0.18108239,-0.28988322,0.39445474,-1.02861942,-0.75162631,0.877053360532913
"O14907",-0.8848549,-0.3501395,-1.3828034,-0.6484373,-0.4967687,-0.4950053,-0.8410379,-0.5625376,-0.337387,-0.2026034,-0.2685107,-0.6606319,-0.1205512,-0.1580352,-0.5033685,-0.2430256,-0.1977522,1.0947344,-1.1003496,-0.3762125,-0.8134176,0.298547633203505
"O14933",-0.6479996,-0.3502797,-0.9102619,-0.9177296,-0.525466,-0.5125616,-1.4448419,-0.9966148,-0.2825782,-0.8257292,-0.7227143,-0.2942494,-1.0079195,-0.5424519,-0.5290033,-0.3903504,-0.5158593,1.0947344,-0.4193609,-0.4071405,-0.3142191,0.387870528716248
"O14936",0.20518051,-0.7398277,0.63018263,-0.05098594,0.12920253,0.49938461,0.19792465,0.49452255,0.14103526,0.1718056,0.2150143,0.11063784,0.65584906,-0.03840307,0.06472231,-0.68320844,0.40149994,1.40888836,0.24234717,0.79900325,-0.11224495,0.495446152744295
"O14949",0.2548197,-0.32226416,0.36536757,-1.2584344,-0.39590017,0.31415157,-0.22596033,0.13560847,-0.13627806,-0.10922364,-0.12799541,-0.39046893,-0.93369971,-0.15748287,-0.11341481,0.12130968,-0.08561928,0.15817611,0.41444494,-0.1784064,-0.28597344,0.604775138502637
"O14964",0.22873375,0.2287515,0.34261283,0.69901039,0.25042293,0.29553393,-0.041194,0.34531643,0.28526398,0.12402651,-0.73089278,0.53242084,0.05734884,0.23797566,0.12236052,0.17140358,0.01832764,0.37362072,0.01927407,0.07392954,0.30626556,0.172968396837198
"O14972",-1.068805,-1.3350742,-0.9583904,-1.585682,-1.5935642,-1.3453039,-1.142213,-1.1196721,-1.0831656,-0.6005394,-0.561877,-1.1362094,-0.8626123,-1.1152897,-0.6808309,-0.2911996,-0.4937746,1.0947344,-1.0111237,-1.5022153,-1.3308483,0.129426579870135
"O14974",-0.5152092,-0.20499739,-0.1646199,-0.52014073,-0.34506998,-0.03539775,-0.18760388,-0.20880015,0.03554759,0.06011423,-0.80343915,0.40765147,-0.09019501,-0.09270045,0.04470439,-0.33287603,-1.32653689,1.09473436,-0.28044777,-1.40003547,-0.43984579,0.717681119011797
"O14976",-1.15648282,-0.61644514,-2.44407983,-1.05055457,-0.74351806,-0.79460159,-0.91566818,-0.94542409,-1.2005649,-1.11096053,-1.86846709,-0.8897106,-0.75254733,-1.19323257,-0.60048217,-0.14865512,0.06577101,1.09473436,-1.31218886,-0.15508921,-0.8798483,0.363514593578588
"O14979",0.7022497,1.0327314,0.6518123,0.9830943,0.9750253,0.7250847,0.7302696,0.6859533,1.0684261,0.9646133,0.774657,1.1186314,0.5270133,1.0883226,1.1616594,1.0322678,1.0401692,-0.3107014,0.9394645,0.6751034,0.9876845,0.725252655628029
"O14980",0.97883894,0.41732682,0.59876208,0.8904572,1.01943389,0.41714307,0.7991882,0.51762825,0.76746128,0.94514962,0.66771585,0.91781015,0.34298183,0.71272952,0.90311456,0.91499137,0.9476529,-0.02883519,0.96689931,0.3441334,0.9532566,0.653329305098906
"O15020",1.28084549,0.19735012,1.84571638,1.00768683,1.19993552,1.85512645,0.90187239,1.98158293,-0.01531806,-0.88306258,0.72211004,0.61640635,-0.82053406,-0.06769244,-0.10993159,0.96596547,0.05456958,-0.2654141,1.13709746,-0.17994829,0.82581015,0.370437807037596
"O15027",-0.967608493,0.179279519,-0.290061129,0.034967125,-0.298364244,-0.39025855,-0.339158613,-0.560553826,-0.389069226,-0.20457973,-0.153192053,0.07804182,-1.105446382,0.006833217,-0.361675737,-0.864476216,-0.269739531,2.531749126,-0.530487744,-0.479197677,0.121886073,0.495617323976016
"O15031",0.30435739,0.54227554,0.46045196,0.78949992,0.43963148,0.49488949,0.19649665,0.44610158,0.59090291,0.14122267,0.29280204,0.79476043,0.40752707,0.5117407,-0.01449282,0.4010117,-0.02519681,-0.23356672,0.49496199,0.21136457,0.65467318,0.0965046344753694
"O15042",0.090153351,0.441509044,-0.320439095,0.338459088,0.076247932,-0.501726711,0.185463738,-0.634283079,0.424517135,-0.228230672,0.059919388,0.138113752,-0.008948009,0.373700358,0.25029628,-0.253088546,-0.120972066,0.101918151,-0.1212477,-1.218591566,0.35968064,0.465113439208226
"O15061",-0.34076058,-0.62789433,0.83829743,-0.34855486,-1.32217013,-0.78672173,0.1801427,-0.49136169,-0.16190987,-0.45693059,-0.47059061,-1.01247831,1.345033,-0.46557441,-0.70832006,0.08955591,0.57828368,0.28793572,-0.08807666,0.07762266,-0.18954802,0.754881639374079
"O15067",0.475886,0.5357909,-0.1721972,0.4151799,0.6075913,-0.4024808,0.5882995,-0.3797565,0.4157627,0.6484977,-0.2184682,0.4751957,0.3129452,0.5942587,0.324628,-0.4237564,0.6764622,-0.2332371,0.3899861,0.1056371,0.5913567,0.9390228583259
"O15075",0.74394582,0.44564235,1.01967268,0.79942004,0.01719935,0.46419305,0.51605302,0.75549872,0.74784194,0.78741834,0.96072063,0.90257792,0.98048468,0.19950961,-0.02866618,1.02931947,0.44037148,-0.43776883,0.96142688,-0.1426506,0.88222739,0.32712584826779
"O15126",-0.89785901,-0.11464095,0.01445995,-0.60092242,0.36934038,0.32013538,-0.12713199,0.3746184,-0.20825834,-0.06640556,-0.75386375,0.24320765,-0.136248,-0.27726249,-0.14045591,-0.20315665,-1.89725113,-0.12306399,-0.25500212,-0.30396511,-0.08458324,0.863466245335787
"O15127",-0.48481859,-0.42972755,-0.34371756,-0.63284625,-0.03509497,-0.36904657,-0.25277679,-0.35067322,0.07660153,-0.16623536,0.140822,-0.02101799,-0.42503228,-0.30423376,-0.23440665,-0.40957571,-0.04275357,1.09473436,-0.51963775,-0.30206922,-0.8065184,0.049109679972109
"O15143",-0.78967375,0.23277515,-1.33257438,0.25392176,-0.08248879,0.22044454,0.2917937,0.22783417,0.406599,0.38886653,0.37654773,-0.65075191,0.50156502,0.49804347,-0.42344645,0.05661928,-0.60192701,0.33541459,-0.257099,0.08445118,-0.42272263,0.587999062047052
"O15144",0.5174867,0.4453805,1.0519016,0.7243475,0.1230818,0.6958624,0.5436158,0.9877972,0.7149097,0.6875894,0.4454717,0.4339107,0.7900099,0.6301772,0.4912412,0.675419,0.4010904,0.054797,0.7239333,0.5091073,0.3521206,0.381666482370309
"O15145",-0.08020132,0.32724352,0.12641687,0.33511112,0.12958703,0.28031427,0.15475289,0.44484587,-0.04654352,0.3063732,0.48964396,0.2242909,0.3254326,0.10786964,0.11877099,0.19153011,-0.26387036,0.2879216,0.41903126,0.01592135,0.30545165,0.522072891924933
"O15160",-0.50833842,-0.86884765,-0.60053927,-1.48834615,-0.94350619,-0.95556475,-0.96909468,-1.03936215,-0.81159329,-0.40813903,-0.48015352,-0.32817972,-0.69146599,-0.58314082,-0.29832532,-0.48829996,-0.04951376,1.09473436,-0.64072725,-0.23642324,-0.96384147,0.206138986119899
"O15164",-0.664,0.0203,-1.53,-1,-0.31,-0.487,-0.721,-1.15,-0.463,4.99e-10,0.00912,-1.84,0.178,-0.605,-0.382,-0.446,-0.439,-0.628,-0.131,0.755,-0.407,0.455935990945542
"O15173",-0.08076531,0.37190627,0.0280674,0.43071401,-0.3275545,-0.42869266,0.37252138,-0.6523724,0.42151262,0.45985933,0.08023857,0.89156527,0.18357172,0.15925743,0.41836282,0.8923734,0.73686503,-0.11806232,-0.29663349,-0.22481618,0.63482085,0.620769011436772
"O15212",0.21598202,0.34320932,-0.06105452,0.16120362,0.37154762,0.1200023,0.04680477,-0.06653664,0.13998667,0.2337209,0.33966472,0.48366431,-0.28193762,0.14701642,0.14424218,0.07261677,-0.25635368,-0.12057283,0.1183228,0.27561435,-0.0127586,0.751151963509531
"O15230",0.19039138,0.63880818,-0.37684753,0.05859236,-0.1151994,-0.44141421,0.23251585,0.03329787,0.60858915,-0.19913664,0.58939196,-0.6437521,1.57916539,-0.22697814,0.32341598,0.80361143,0.07817087,0.36282149,-0.16458635,1.91335429,0.10639807,0.62965573950437
"O15258",-0.6103717,-0.62584428,-0.17961972,-0.18845311,-0.1919107,-0.16768328,-0.31292137,-0.42046469,-0.05448311,-0.23915429,-0.39165873,-0.10961916,-0.03666674,-0.16004092,-0.66249328,-0.14493216,-0.39866347,1.09473436,-0.61160931,-0.19402717,-0.50893656,0.514936114779469
"O15260",-0.8957558,-0.28192269,-0.69598948,-0.5977754,-0.22308194,-0.54602221,-0.46798768,-0.66608985,-0.03029568,-0.36498672,-0.33555231,-0.41968161,-0.50574119,0.01876063,-0.06642611,-0.38757163,0.09847064,1.09473436,-0.24939824,-0.77634287,-0.57129391,0.157200665548322
"O15294",-0.21781448,0.45136368,0.21257482,0.14251237,-0.05432425,-0.29315969,-0.0434712,0.2726775,-0.31876724,-0.14303541,-0.79203993,-0.47381285,-0.91303302,-0.26930439,-0.42459991,-0.28364122,0.12968895,-0.05340044,0.06828723,-0.42505254,-0.18024509,0.00731980705066211
"O15347",0.2471823,1.1047689,-0.5038166,1.0619675,0.1988228,-0.7692529,0.6815288,-0.2783044,1.0754064,0.5054772,0.4584311,0.9476817,0.1338992,1.2286494,0.2206596,0.6706087,0.3365627,-0.3581289,0.410647,-0.2917307,0.6344097,0.730127623005667
"O15355",0.79276903,0.55609376,-0.94434947,0.97783414,0.25100451,-0.15025059,0.53932436,0.27976353,0.55918701,0.34920436,-0.02621151,0.62181745,0.05491495,0.57522166,0.38509869,0.18211666,-0.09451358,-0.02009282,0.38447698,-0.47527453,0.59051234,0.952825794690712
"O15371",-0.460282506,0.10241788,0.090284765,-0.279119752,-0.158337164,-0.111057931,-0.439774164,-0.134772121,-0.220841428,-0.242887855,-0.007407705,-2.038890452,0.019727782,0.074208185,-0.018905878,-0.04242186,-0.889740477,1.094734356,0.121342742,0.159892339,-1.046461424,0.344656182155064
"O15372",-0.95186163,-0.12210972,-0.09110011,-0.24166185,0.52889311,-1.35166535,0.05411457,0.19324817,-0.23902754,-0.27070661,0.26027866,-1.13935833,-0.43171171,-0.22095014,-0.24899846,-0.43796403,-0.2908054,-0.46728529,-0.58601968,-0.1598266,-0.19068573,0.252529372176108
"O15382",-0.691608144,-0.741349357,-0.749636599,-0.352781196,-0.415975554,-0.007863078,-0.576170865,-0.424565425,-0.218312287,-0.482270755,-0.299238355,-0.701444611,-0.186751402,-0.246497069,-0.182288923,-0.373213586,-0.175125764,0.092833101,-0.611103125,0.090889431,-0.39034104,0.121308857427307
"O15394",0.001451389,0.058303863,0.684194926,-0.055598119,-0.523921514,0.424221306,0.118869377,0.535967726,-3.028311491,-0.87839969,-0.675041949,0.235545418,0.070037391,-0.106864472,-0.140186733,-0.37499865,-1.42620876,-0.461642261,-0.35495202,-1.405242874,0.222678561,0.0688155421118928
"O15397",-0.8309991,-1.2492887,-0.2813742,-0.7140527,-1.044803,-0.400414,-1.0912016,-0.8513676,-1.0508951,-0.8704888,-0.9725531,-0.7598766,-0.4859323,-0.6287529,-0.4475648,-0.4306616,-0.7479991,-0.6889555,-1.1129349,0.1188757,-0.5530591,0.898490108029398
"O15400",0.38637801,0.42042922,0.34526883,0.27362555,-0.55247899,0.38276712,0.44279183,0.463048,0.44304717,-0.34642464,-0.05717512,0.20141206,-0.1222791,-0.42331028,-0.2315572,-0.42132601,0.12599364,-0.11333021,0.16059178,0.25676681,0.09893117,0.00235230027592235
"O15484",-1.5419041,-1.1546485,-1.571244,-1.2087981,-0.6169809,-0.8141217,-1.0566753,-1.357238,-1.6572228,-0.4434808,0.1799257,-0.9629959,-0.8199161,-1.1290117,-0.5329682,-0.3745413,-0.6837217,1.0947344,-1.018072,-1.4998901,-1.1296061,0.0226116962621824
"O15498",-0.10060226,-0.13725787,0.10469536,-0.21971323,-0.39189755,0.15258874,0.20111236,0.03611507,0.10044479,0.35623753,-0.24525718,-0.2595721,-0.06958396,-0.10784088,0.28184681,-0.26405788,-0.05127169,1.09473436,0.02340719,-0.45781927,-0.33718712,0.530528827847802
"O15511",0.314,0.31,0.118,4.99e-10,-0.169,-0.0897,0.336,-0.12,0.019,0.501,0.379,-0.144,0.304,-0.0434,0.129,0.366,0.192,0.0725,0.248,0.42,0.0938,0.971156335345128
"O15514",-1.0735468,-0.48983776,-0.26623879,-0.12547878,0.20439053,-0.3199009,-1.18212073,-0.34026495,-0.18795976,-0.04874925,-0.26937281,-0.51937194,-0.28882934,-0.02007881,-0.25922464,-0.32730739,0.05512097,-0.71875293,-1.02031368,-1.35770856,-0.12556383,0.518712009441961
"O15540",1.038481874,-0.913617898,1.469441792,0.08375503,-0.675420001,1.357223266,0.702444233,1.302414864,-0.701047015,0.881406945,1.339624663,1.370577042,2.058925861,-0.037355313,0.586712582,0.000380654,1.058079591,-0.073799409,0.928687158,1.423493838,0.390646779,0.558043593623923
"O15550",-0.8334564,-0.53097104,0.20854666,-1.33410709,-0.17529029,0.72351182,-0.84373001,0.45829396,0.1486847,-0.56801419,-0.39389818,-0.09335465,0.11235297,-0.04551474,-0.37499287,-0.33283561,-0.55907624,-0.63936299,-0.60829782,-0.28000264,-0.48118901,0.550338098750277
"O43143",0.8006549,1.1300013,0.1408853,0.9907328,0.9074115,0.7384561,0.7963139,0.369006,0.9537111,1.0753525,0.9719242,1.0547765,0.6269358,1.0792861,1.0403011,0.9543317,0.9762775,-0.2464612,0.8262839,0.1858511,0.927538,0.944622371357958
"O43148",-0.544254311,-0.260967403,-0.211742664,0.302592371,-0.887221888,-1.215928643,-0.013463662,-1.216067313,-0.515784355,-0.486893815,-0.062344016,0.428894904,-0.287373791,-0.485698575,-0.603375276,0.230616293,0.008494905,-0.332911917,-0.388874605,-0.572050331,-0.046348769,0.207015258134624
"O43169",-0.02982507,0.12762,0.19089308,-0.0437113,-0.2753364,-0.38396089,0.08730228,-0.19162899,-0.48918576,0.15460425,-0.96277752,-0.02513992,-0.20413724,-0.01912308,-0.48186751,-0.07390459,0.08288617,1.09473436,-0.3275711,0.38935871,-0.37497568,0.125129858934745
"O43172",-0.246200469,0.420746166,-0.522692164,0.257843236,0.351128206,-0.345922532,-0.02557946,-0.537262534,0.001370736,-0.710391908,-0.032885159,0.458607733,-0.119357258,0.452028798,0.230992129,0.137349415,-0.004884598,0.161979155,0.27613851,-0.978831962,0.35090886,0.833698077786323
"O43175",1.46728659,0.87599244,1.44673478,0.29213405,0.04846597,1.16986516,0.6654021,1.14333002,0.7095537,1.28885865,-0.17801124,0.56146591,1.67777519,0.3973038,0.37659183,-1.15881735,-0.1700603,0.67209261,0.97602429,1.0923588,0.79036519,0.505326710050141
"O43181",-0.12997407,0.15786366,0.24832222,-0.15265162,-0.11394516,0.39455814,-0.39152897,0.38168828,-0.2275299,0.03783241,0.23424496,-0.18767313,0.60705084,-0.09436054,-0.0976159,0.04833233,-0.10694616,-0.30036364,-0.65028512,0.34459817,-0.20396807,0.513635811107196
"O43236",0.8930965,-0.301364,1.1571913,-0.8241781,0.1205036,1.1518937,-0.2658453,1.1878593,-1.3220742,-1.007735,-0.727747,0.1405687,0.2973912,-0.2582686,0.190518,0.2460917,-0.4335544,0.1714595,0.3964991,0.539542,-0.3346898,0.994026134703821
"O43237",0.74011577,0.49276643,0.66511253,0.77604577,0.34522693,0.79522756,0.45018067,0.7342738,0.32999205,0.24189534,0.13118722,0.88362619,0.62794216,0.48464927,-0.09925096,0.15307508,-0.35555759,-0.21925199,0.55337741,-0.26448018,0.69889403,0.0306183525660584
"O43242",0.6204563,0.7215583,0.5804716,0.7509475,0.8509088,0.5470377,0.7576954,0.6351972,0.6877881,0.7557031,0.5340836,0.7545309,0.8360061,0.7648313,0.7385538,0.7490009,0.7232532,-0.6045243,0.6181335,-0.2501096,0.7537594,0.351148248531799
"O43251",-0.26589281,-0.21007927,-0.27665747,-0.10594512,-0.14967759,-0.68874687,-0.16199377,-0.20357105,-0.07144036,-0.19896164,-0.71447374,0.02256418,-0.31763441,-0.16262857,-0.73828759,-0.23034736,-1.72368691,-0.05664074,-0.13235493,-0.59016538,-0.0542817,0.169389981934836
"O43252",-0.0417629,-0.02146434,-0.46579639,-0.37627876,-0.94443493,-0.58594112,-0.54483093,-1.01124081,-0.42556552,0.29890635,0.70669556,-0.87787185,-0.53268578,-0.23972792,0.39831732,0.23241036,0.20573049,-0.53028932,-0.81129096,-0.69159127,-0.36916015,0.800575240493219
"O43290",0.306747385,0.468053354,-1.051064071,0.35533063,-0.003143689,-0.635233638,0.199925899,-0.197266686,0.136602895,-0.12087929,-0.030990752,0.030119043,0.233205975,0.275703601,-0.184959481,-0.045754059,0.297252334,0.059694596,0.298533473,-1.007855107,0.325073837,0.922551394794751
"O43301",0.494248855,0.41696742,0.992450481,-0.830379002,-0.113857638,0.950647207,-0.200728768,0.984934622,0.011243199,0.285539191,0.004713663,-0.050563855,0.358668764,-0.009710172,0.405669332,-0.073333011,0.639260514,0.093754255,0.504609132,0.472307893,-0.209306653,0.940838410368473
"O43324",-0.668825782,-0.473143016,-0.194919933,-0.582728838,-0.27703867,-0.367195984,-0.49977076,-0.263589498,-0.304762995,0.141876238,-0.617034984,-0.411594248,-0.292983449,-0.103322872,-0.081744625,-0.005755416,0.190252849,1.094734356,-0.645042217,-0.312615295,-0.417260988,0.183164322371725
"O43347",0.5486745,0.6583759,-0.1800161,0.7678513,0.4057641,-0.7101547,0.3541855,-0.3221836,0.4267974,0.4401583,-1.424114,0.7418982,-0.1579877,0.3068843,0.5464209,0.8923042,0.7325517,0.1085747,0.2376183,-0.6932352,1.0127758,0.517765259492146
"O43390",1.5392665,1.6642705,1.1060362,1.4757525,1.6275314,1.2154799,1.3842821,1.2235032,1.4927439,1.7317391,1.1940307,1.6240278,1.2409411,1.4924328,1.6598676,1.6682373,1.7492365,0.7581707,1.5329342,0.8970172,1.6368124,0.983627016427427
"O43395",-0.57968948,-0.31653837,-0.48553813,-0.58926825,-0.30147437,-0.39570984,-0.64587235,-0.48576649,-0.40286836,-0.83913419,-0.76739721,-0.60314981,-0.16587974,-0.0436801,-0.56959116,-0.81895045,-0.07271351,-0.40746198,-0.60651885,0.96901731,-1.15315085,0.809914311383613
"O43396",0.7724956,0.7660003,1.0861526,1.2866158,0.8956773,0.9949689,0.8020436,1.0803702,0.7954629,0.680079,0.5463259,1.1605364,0.257707,1.0012564,0.4784169,0.830321,0.6842068,-0.261394,0.691875,0.4901119,0.7186735,0.127163579061838
"O43399",0.35449657,0.36268406,-0.02426756,-0.62562232,-0.48726513,-0.03869588,-0.08245159,0.07166684,0.61665335,0.3063732,0.74363526,0.13322667,0.39641283,0.13073583,0.08424686,0.09777197,-0.50262162,-0.74074561,0.14149757,0.26125706,-0.04069432,0.640869491518867
"O43414",-0.47971219,0.045311698,-0.420916386,-0.333919934,-0.126660463,-0.469629677,-0.041222755,-1.132000499,-0.015976982,-0.238927527,-0.437194884,-0.129282261,-0.085736949,-0.051699211,-0.373788393,-0.222637801,-0.057511771,2.531749126,-0.003624223,-0.813730624,0.223019638,0.526873886233383
"O43424",0.20335636,-0.54933813,1.08687686,0.31350697,0.0327971,1.1508852,0.02262011,1.35168905,0.16702752,-0.21204038,0.03637769,0.18392186,0.83890598,-0.54252116,-0.44359921,0.89500896,-0.69735738,-0.28523377,0.16754621,-0.27208798,-1.71473667,0.667264325833492
"O43426",-0.12880874,-1.20528175,0.86164573,0.05070349,-0.01539797,0.87538554,-0.33616007,0.81243295,-1.12907701,-0.95208678,-0.41799592,0.02878411,-0.95406512,-0.4541947,0.02823756,-0.28120806,-0.37604621,1.09473436,-0.10830114,-0.72214543,0.03438404,0.917877277925965
"O43427",-0.861880004,-1.471563497,-0.66630045,-0.718307736,-0.950973809,-0.789940446,-1.305666993,-0.616343424,-0.740435139,0.156888445,-0.375824436,-0.23115304,-0.683988532,-1.255020105,-0.572360288,-0.26308418,-0.422961529,-0.541522238,-0.533419602,0.00075343,-1.183826247,0.314203041325868
"O43439",-0.58100459,-0.18604442,-0.69869016,-0.24737144,-0.36511909,-0.4346503,-0.13540991,-0.46179711,-0.44648329,-0.1533599,0.01764709,-0.92518411,-0.24342631,-0.37971088,-0.37089365,-0.04161233,-0.1180697,-0.58038418,-0.54423173,0.42699131,-0.45690981,0.717334541375395
"O43447",-0.33516177,-0.51249944,-0.7991408,0.02737312,-0.32222715,-0.26220313,-0.40382379,-0.73558113,-0.3198332,-0.37075447,-0.95710415,-0.24971259,0.01944231,-0.26839428,-0.66452257,-0.0982845,-0.4835102,-0.3590885,-0.28986495,-0.64207921,-0.69269111,0.970097057411118
"O43464",-0.4340454,-0.4633287,-0.9135817,-1.2270771,-0.6394043,-0.924395,-1.547774,-1.2783964,-1.0469682,-0.4597648,0.3069316,-1.1710921,-0.4969555,-0.6626823,-0.652108,1.1645635,1.1588316,1.0947344,-0.8473598,-0.9348045,-0.8713954,0.224521492496635
"O43488",0.9998678,0.7712445,0.7341114,0.9342062,0.5859665,0.6165166,0.6773441,0.3362986,0.6786455,0.8439553,0.2803454,0.7626177,1.0004698,0.5578028,0.8343496,0.8304407,0.934632,-0.5326809,0.7438963,0.9902911,1.0304947,0.178524524201236
"O43491",0.63800535,0.63780026,1.31122244,0.07332209,0.7232651,0.88839958,0.90902411,0.79579124,1.04113374,0.57892708,0.7639656,0.32605899,0.93771511,0.54985697,1.31571098,0.2517883,0.80884922,0.07142206,0.39288896,1.16296867,0.64414276,0.919760850660994
"O43504",0.031934013,0.064267244,-0.826855438,-0.156514859,-0.548211971,-0.186613131,-0.097014617,-0.371725312,-0.060023354,0.341870404,0.303833791,-0.008146596,-0.389534515,-0.586463013,0.223278543,0.064361855,-0.003541973,-0.801567167,-0.096621549,0.192412588,-0.445247794,0.614623659859848
"O43581",-0.141552873,0.001125494,0.004543331,-1.550512075,-0.287946093,-0.135359521,-0.37359413,0.076549397,-0.278662857,-0.289539774,-0.164081377,-0.627214158,0.076596099,-0.389618127,-0.09740278,-0.902169758,-0.544275528,0.043388691,-0.390565045,0.25436083,-1.2599826,0.733687548561126
