"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","t_test_p_value"
"O95299",1.0984767,1.1648237,1.097189,1.0081914,0.9600465,1.129807,1.0776171,1.1252237,1.05433,1.0093117,1.0001461,1.0846625,1.0430287,1.0445531,1.035334,1.2298758,1.0199346,1.0267388,1.0393026,1.2076622,0.77360121999854
"O95319",0.469944,0.54252349,0.50200899,0.41072404,0.33757593,0.49209131,0.37588239,0.40444608,0.44064358,0.44668716,0.38382664,0.48974126,0.36389204,0.34292239,0.45236906,0.04548958,0.44079724,0.06697914,0.25959157,0.3240725,0.0507539619749488
"O95336",1.1061095,1.0414043,1.1179947,1.1317159,1.1282366,1.1360831,1.146027,0.9164205,1.1188656,1.1171756,1.2212475,1.0620094,0.9845409,1.1597424,1.1502594,1.2934597,1.1802247,1.1809208,1.0434466,1.1000006,0.26778810786913
"O95352",0.441214,0.4531008,0.5258582,0.4916624,0.3901641,0.4807788,0.4420111,0.505193,0.5233273,0.5424365,0.5281739,0.5733912,0.45477,0.4963986,0.4612912,0.632617,0.4985634,0.4059927,0.5176732,0.6391436,0.107044250095358
"O95359",0.49521029,-0.85835159,-0.1509135,-0.59309013,-0.08674422,-0.14121796,-0.05512168,0.16397024,0.37710708,0.40987307,-0.7685893,-1.29455419,-1.10995302,-0.34447684,-1.55522859,0.34728409,0.52189462,0.39843807,-1.16026093,0.28625915,0.44478638460531
"O95372",0.08388317,0.36944996,0.2958831,0.33300412,0.22145841,0.30518215,0.33893787,-0.17630849,0.35942103,0.47618899,0.28951219,0.32728809,0.38243747,0.28998541,0.36613498,0.35950118,0.1998391,0.26502893,0.33628197,0.43283251,0.255136462424633
"O95373",0.7391003,0.7445774,0.6818103,0.6933868,0.749562,0.7066078,0.8264632,0.6125468,0.7464758,0.7542644,0.7086685,0.7665421,0.7335698,0.8338019,0.7852327,0.7919127,0.7108195,0.8127449,0.6319216,0.7449147,0.269472648005929
"O95376",-1.6088022,-1.1428101,-1.2275583,-1.0297378,-1.0898472,-1.0243473,-1.0475187,-0.962461,-1.2556705,-1.0004633,-1.2024122,-0.9940594,-1.362539,-0.9098393,-1.4146043,-1.0364977,-0.9577971,-0.7886804,-1.4645897,-0.9269081,0.987133840558234
"O95394",0.6851955,0.560894,0.8339134,0.7072124,0.7048005,0.7630327,0.7811371,0.3431099,0.8308119,0.8054286,0.8876192,0.761942,0.8671745,0.8700141,0.8946372,0.8120734,0.8575683,0.6551959,0.7718082,0.5850825,0.134358337001396
"O95396",-1.2106138,-1.0687455,-0.7652223,-0.9802576,-0.7874977,-1.0031533,-0.691682,-1.0469716,-1.1699901,-1.1903128,-0.9454436,-1.2866991,-0.8754429,-1.0590549,-0.9557545,-1.0661552,-0.8720517,-0.8455394,-1.7875342,-1.085911,0.159375609150334
"O95427",0.0208301,-0.23159516,-0.31815637,-0.09833387,0.09452796,-0.27623968,-0.22687516,-0.22986114,-0.0235374,-0.71759826,-0.04576471,-0.26631573,-0.31383041,-0.37392723,-0.08802365,0.10993111,-0.22491282,-0.57801268,-0.3781585,-0.14266568,0.222884368351139
"O95433",1.6021284,1.5108037,1.6552518,1.7492047,0.6658707,1.7337874,1.6523356,0.705526,1.717672,1.5702751,1.4905092,1.4533791,0.6574726,0.6686379,1.6197916,1.7350833,1.577631,0.5586976,0.7406996,0.7786821,0.257031783609777
"O95452",-1.0673714,-0.8488356,-0.9510862,-0.7861115,-0.9812971,-0.8969847,-0.932558,-0.7652913,-1.0925747,-0.9618231,-0.8640626,-0.919632,-0.9083399,-0.960856,-0.9954464,-1.0494713,-0.9352807,-0.5035385,-0.9242266,-0.9337394,0.976426473387482
"O95456",-0.6849894,-0.5828106,-0.6750678,-0.7688521,-0.7561636,-0.9959862,-1.2801633,-2.3523831,-0.6409509,-0.8383852,-0.6894144,-0.8647697,-1.3137683,-0.7215537,-1.3010153,-1.0535863,-1.0812724,-0.716899,-0.9425219,-0.9890501,0.82136057858158
"O95486",-1.9206998,-1.0693561,-0.8746965,-0.7364151,-0.9064452,-1.3012292,-0.7043165,-0.9212598,-1.021688,-1.9160046,-1.0576903,-1.2730125,-0.7608676,-0.9584205,-1.1706792,-0.5790928,-1.0551947,-0.8976635,-0.8826464,-0.835316,0.467651163541081
"O95487",-0.23329987,-0.2908992,-0.19390223,-0.1845285,-0.04001031,-0.08021251,0.03754408,-0.19532361,-0.11361411,-0.08994799,-0.20050431,-0.10391688,-0.39373346,-0.02234895,-0.36618135,-0.1711811,-0.15975813,-0.37955044,-0.17812633,-0.09186315,0.251490876295153
"O95502",0.01517098,-0.06544066,-0.0524074,-0.03107661,-0.1210887,-0.20599246,-0.1745671,0.59764893,-0.17159934,-0.91912627,-0.72867115,-0.11274741,-0.06420728,-0.18597995,-0.14032968,-0.83425098,-0.25328012,-0.40400883,-0.13084767,0.62740987,0.125825001917007
"O95563",0.028614988,0.011936332,0.252791827,0.03874963,-0.13229767,0.146521396,0.042124512,0.209692159,-0.057955753,-0.046689757,0.084022774,0.182792542,0.059645921,0.091191485,-0.003325416,-0.111073736,-0.016533871,0.031843047,0.115721249,0.286743282,0.963836647998758
"O95571",0.0756017,0.40271608,0.29676676,0.37436606,0.21220582,0.36093036,0.06926964,0.04276103,0.32960355,0.39362485,0.33035732,0.39166747,0.1737959,0.28916681,0.40737232,0.4199323,0.26959554,0.24524322,0.12804928,0.35364035,0.417065847915237
"O95573",0.128094562,0.160487354,0.251930648,0.390018589,0.154755191,0.341266975,0.223336805,0.0031197,0.243270664,-0.01599296,0.044296889,0.069989156,0.149640731,0.038102635,0.01205395,0.725568325,0.347685359,-0.258657043,-0.001527423,0.158387134,0.240050087283503
"O95630",-0.46022504,-0.06132094,-0.2000364,-0.30615684,-0.10586683,-0.09750429,-0.11867549,-0.14810156,-0.13845429,0.01707988,-0.02594448,-0.11522487,-0.13713343,-0.0535629,-0.01041912,-0.05876183,-0.11522384,-0.1257195,-0.01321552,-0.06779915,0.021515162346319
"O95670",0.18672574,0.42101522,0.30101396,0.18020913,0.04396524,0.12288278,0.2945467,0.57330312,0.1717139,0.18657614,-0.10475011,0.03610471,0.06257065,-0.25623302,0.14731971,-0.24434985,0.05551664,-0.54620841,0.1550175,0.45731874,0.0174268603178019
"O95671",0.472653,0.6568903,0.7465489,1,0.6347882,0.5147972,0.3658718,0.4906389,1.0318653,0.704094,0.7554125,0.3097485,0.7692068,0.7131416,0.8708092,0.8477641,0.7603898,0.4956595,0.596869,0.4757885,0.869319952475545
"O95674",-0.57715205,-0.45874183,-0.06197644,-0.14577106,-0.28796956,-0.39681859,-0.12218137,0.11039143,-0.1095195,-0.46867753,-0.12395476,-0.58476409,-0.27505414,0.0915966,-0.22726073,-0.20301327,-0.21747707,-0.91225995,-0.23456267,-0.59556383,0.15825566799139
"O95716",0.6734972,0.6754836,0.6333524,0.6021553,0.6551189,0.6517773,0.6739546,0.9205689,0.6860017,0.5169869,0.3855342,0.6121123,0.5273179,0.5258013,0.5264905,0.7972004,0.7381683,0.2092263,0.6136368,0.8896217,0.116874182758089
"O95721",-0.588987598,-0.652307391,-0.446976496,-0.257643554,-0.364971745,0.001852516,-0.48674524,-0.014238628,-0.095879699,-0.02291457,-0.018256136,-0.372548505,-0.144270642,-0.215161797,-0.432669385,-1.065164799,-0.982204454,-0.420025726,-0.234259788,-0.846234655,0.324802900270547
"O95741",1.918855,1.966248,1.866318,1.830788,1.905569,1.93863,1.943654,1.496915,2.008051,1.956261,1.887556,1.918651,1.900671,1.82659,1.962859,1.930633,1.912192,1.376858,1.860852,1.615908,0.63554033227573
"O95747",0.3717705,0.3989033,0.1369021,0.36289,0.2541027,0.4719605,0.2759415,0.3198974,0.3600771,0.3296265,0.4158119,0.2094433,0.2968503,0.2591634,0.157642,0.3147869,0.2935242,0.3793128,0.2927582,0.1527726,0.37099545997409
"O95749",-0.260775,-0.5639044,-0.4597546,-0.2783672,-0.6446601,-0.2548296,-0.1566084,-0.8488313,-0.3989365,-0.7371594,-0.3155931,-0.5137001,-0.4776512,-0.3864449,-0.2276223,-0.1361008,-0.6769639,-0.4449042,-0.5645791,-0.2646181,0.847626531953558
"O95757",0.9966876,1.0417815,0.9795407,0.9500852,1.0448692,0.9730505,1.1199021,0.9748921,1.0615358,1.041231,0.8312108,1.0581028,1.029583,1.1160753,1.1280298,1.0499637,1.1436117,0.6487977,0.9987302,1.1482538,0.990482909940634
"O95777",0.06787639,0.06957088,-0.02084619,-0.42930069,-0.2607625,-0.11543508,-0.32462228,-1.08034452,-0.32894532,-0.08694438,-0.08408666,-0.3982246,-0.2128649,-0.28706776,0.03641203,-0.43883638,-0.09731406,0.17583116,-0.10252754,-0.25808092,0.293015153525004
"O95782",1.528657,1.601549,1.502947,1.473355,1.459523,1.435351,1.512492,1.897681,1.538343,1.447141,1.460516,1.506756,1.546339,1.503917,1.295534,1.540269,1.493562,1.399442,1.519652,1.745003,0.380474510341952
"O95786",-0.425643992,-0.387793616,0.011928267,-0.471225692,-0.17925343,-0.112166375,-0.697720975,-1.025031099,-0.007299851,-0.442944497,-0.250328752,-0.146538451,-0.418350065,-0.198924192,-1.346493515,-0.276267169,0.108953478,-0.273444999,-0.369316335,-1.283292926,0.651185000675878
"O95793",-0.8622992,-0.8085069,-1.2875592,-1.128373,-0.7072752,-1.0249151,-1.2841608,-0.7308513,-0.7745145,-0.7858505,-0.6141317,-0.8614771,-0.9723922,-0.7556473,-0.8187185,-0.6972993,-1.2333004,-1.0799215,-0.7765684,-0.7854571,0.278228487415339
"O95810",0.059146632,0.053357257,-0.197906135,0.233574394,0.323043898,-0.104049921,-0.004439222,-0.05961603,0.192638489,0.174869432,0.088601763,0.003308852,0.042513447,-0.023288946,0.017752185,-0.104139746,-0.201471197,1.00778085,0.229188593,-0.192130189,0.738828942419179
"O95816",-0.6778711,-0.4912052,-0.4405952,-0.4703697,-0.4317152,-0.2964628,-0.3419778,-0.9099964,-0.6089772,-0.4131277,-0.4531111,-0.4514802,-0.3731497,-0.444061,-0.4585611,-0.2263356,-0.3715777,-0.5138227,-0.4295411,-0.4104984,0.260592273618604
"O95817",0.311936891,0.234604434,-0.265933658,0.361934308,0.286048297,0.31668415,-0.021448161,0.013733989,0.537482726,0.488979694,0.372274686,-1.259960663,-0.880651959,0.005825581,0.2625256,-0.512840621,-0.772601537,0.176820385,0.250194344,-0.087239625,0.0896116847134654
"O95819",-1.1204424,-1.1563959,-1.0282553,-1.2967858,-2.17855,-1.0788297,-0.6480188,-0.9788795,-2.8022616,-0.5577799,-1.6728774,-1.2063033,-0.5219968,-1.0559695,-0.8327414,-1.1564949,-1.0801394,-0.9354647,-0.6204888,-1.1654778,0.164819074428117
"O95822",0.05592679,-0.00841501,-0.15577124,-0.10718501,0.01977628,0.02358195,-0.01661741,-0.08688281,-0.04469709,-0.14492851,0.06774403,-0.09471887,-0.17519442,-0.06702337,-0.10680292,-0.08867486,0.01805929,-0.24604666,-0.08092133,-0.04285396,0.258280820484293
"O95825",-0.12639446,-0.0395017,0.09557028,-0.0057588,0.02848059,0.11871105,0.02314591,0.13361981,0.16325971,0.04684675,0.13841192,0.1176561,0.24144695,0.04952486,0.23449948,-0.03381227,-0.11846251,-0.05936372,0.01545078,0.15022275,0.884574358677552
"O95831",0.7314575,0.6901641,0.7478408,0.7422937,0.6328626,0.7965981,0.7810229,0.8071945,0.7850396,0.7037691,0.7257018,0.6447632,0.703095,0.7464161,0.7409529,0.8348591,0.8651358,0.645378,0.5568398,0.7892185,0.479985025498158
"O95834",0.0399,-0.025,0.0506,-0.0665,0.00459,-0.376,1.13e-09,-0.187,-0.0566,-0.0599,-0.408,0.0359,0.153,0.12,0.161,0.152,0.145,0.369,-0.394,0.0649,0.211124839498922
"O95847",-0.4413841,-0.87160647,-0.64702157,-0.93573505,-0.40372732,-1.58657556,-0.88989423,-0.30442755,-0.30755757,-0.1340729,-0.60555537,-1.39945049,-0.26920242,-0.74765791,-0.83229334,-1.12442737,-0.6849415,-0.08390382,-1.72750618,-0.26133721,0.901254099404946
"O95848",-0.6055654,-0.35034637,-0.29791355,-0.01828748,-0.53790809,-0.46399108,-0.36191765,0.23192723,-0.1133321,-0.31652722,-0.22273189,-0.30687849,-0.33836582,-0.07625063,-0.14831249,-0.2902619,-0.18173018,0.15641917,-0.03030843,0.15690158,0.391263370943544
"O95861",0.7044577,0.6876478,0.6799039,0.7823149,0.7357936,0.6660538,0.7851168,0.571132,0.76527,0.7741639,0.7507391,0.7385436,0.7807123,0.7997706,0.7813522,0.8166506,0.7699805,0.7120668,0.7062436,0.6908112,0.12774210562903
"O95865",0.9821294,1.0873997,0.9808836,1.1275486,1.097338,0.9535455,1.0630923,0.7388679,1.0238543,1.1231122,1.0520285,1.102477,1.0303232,1.1756676,1.2815366,1.1635913,1.0919635,1.3219808,1.0115455,0.9915398,0.0566322588031577
"O95870",-0.5089147,-0.6810024,-0.4228947,-0.6459569,-0.5455163,-0.5660577,-0.3121258,-0.3546463,-0.5952797,-0.5185873,-0.398525,-0.3073616,-0.5127434,-0.2005295,-0.7128988,-0.3196582,-0.591745,-0.5186136,-0.6371967,-0.828179,0.88131264788833
"O95881",-0.11940603,-0.40627363,-0.31476602,-0.48500736,-0.39503213,-0.47253432,-0.24275347,-0.28926432,-0.45855618,-0.47322002,-0.37460336,-0.49365572,-0.48373856,-0.36462937,-0.27807302,-0.55915075,-0.3189765,-0.07998218,-0.28039056,-0.28942391,0.708713076566335
"O95970",0.25326556,-0.02607257,-0.02612849,-0.13853246,-0.18930742,0.03455937,-0.05961918,0.62001673,-0.04297544,-0.10580012,-0.06500262,0.14360075,0.11419074,-0.07755727,-0.13942325,-0.14539771,0.14741014,-0.19946961,0.13342985,0.56960163,0.910975036064215
"O95989",0.4798766,0.5061895,0.5800258,0.5146483,0.5711583,0.5733227,0.559336,0.6606036,0.4989094,0.4260845,0.5001937,0.5006574,0.2376199,0.4886251,0.5751104,0.4870958,0.4815837,0.509237,0.5817045,0.7096794,0.158840908794514
"O96000",0.8156495,0.9130999,0.9696092,0.8518459,0.7628776,0.8407071,0.9592228,1.0597754,0.8963327,0.9224799,0.7770511,0.856989,0.8075805,0.8555579,0.8342441,0.9484288,0.9303207,0.7336938,0.7957034,1.0322985,0.312885225804891
"O96005",-1.0177679,-1.2428422,-1.1015782,-0.9466399,-0.9370844,-0.4119679,-0.9161409,-0.6945585,-1.0251642,-1.0333065,-0.8406265,-1.0146926,-1.0899475,-0.576024,-1.0132804,-0.4812756,-0.9598602,-0.5813924,-0.8854483,-0.91422,0.621553555356784
"O96007",-0.40503325,-0.52858381,-0.41240505,-0.22629785,-0.50187253,-0.29717452,-0.06517628,-0.66380295,-0.43701701,-0.50000117,-0.10526709,-0.23234936,-0.41674555,-0.19254067,-0.52272169,-0.51294968,-0.69541855,-0.57773659,-0.31994137,-0.56398949,0.733241574353478
"O96008",0.14124746,0.02412764,0.2054592,0.20334786,0.02099524,0.10800959,0.06422472,0.16549647,0.14202132,0.07010048,0.21445318,0.09071802,0.24063953,0.12099183,-0.2909945,0.07192787,0.09839573,0.01813622,0.12194719,0.14065599,0.487754004668538
"O96011",-0.7609344,-0.977173,-0.9325837,-0.9130216,-1.0397831,-0.9006534,-1.04827,-0.554627,-1.0203774,-0.9839842,-0.9678663,-0.9791125,-0.8538292,-0.7185464,-1.0635119,-0.708418,-0.9481891,-0.2874305,-0.9629536,-0.741054,0.338393712979797
"O96019",-0.13208123,-0.427408,-0.15554171,0.03134557,-0.37562261,-0.09444174,-0.22527823,-0.84917643,-0.37926398,-0.26977686,-0.375412,-0.2871094,-0.2508778,-0.35924979,-0.06417364,-0.20269459,-0.62922364,0.19014577,-0.3952041,-0.36376971,0.757046491212344
"O96033",-0.6348092,-0.5928348,-1.3156604,-0.8371091,-1.3300122,-1.2297585,-1.0308707,-0.735299,-0.6350299,-0.7356611,-0.5192727,-1.3931883,-1.2923047,-1.196028,-1.1332469,-0.9642153,-1.3427935,-0.9722697,-1.3853089,-0.8406898,0.451120958167692
"P00167",0.192076,0.165903771,0.283010086,0.39284123,0.044744638,0.344511849,0.193291782,-0.242170215,0.248949005,0.23758496,0.247712467,-0.003480963,0.167798015,-0.050121658,0.266563483,-0.086116065,0.018932146,0.842491216,0.223460377,0.149408287,0.968191905038927
"P00325",-0.389826544,-0.133180149,0.084542549,-0.289871682,-0.160691776,0.183035472,0.102787631,-0.126880263,-0.57263324,-0.999775843,-0.847155299,-0.747413228,-0.621049935,-0.888771894,-0.888628903,0.005456298,-0.831636028,0.528019273,-0.52156463,-0.418649042,0.0139946392557127
"P00326",-0.53966389,-0.05691219,0.21772641,-0.39284727,-0.50224004,-0.03641878,-0.37821799,-0.49792635,-0.72607552,-0.8349798,-0.51035766,-0.75721341,-0.80606829,-0.67797749,-0.71387668,-0.43102489,-0.74461219,0.24013458,-0.93737054,-0.95266572,0.0315094449310526
"P00338",2.115777,2.145046,2.173985,2.155259,2.057225,2.068774,2.119496,2.219442,2.08333,2.081159,2.136957,2.089083,2.070428,2.069081,2.07719,2.171181,2.13827,2.159079,2.109854,2.267867,0.904846417833012
"P00352",1.60748,1.583975,1.715786,1.819115,1.72562,1.838599,1.703586,1.323195,1.583041,1.648403,1.726373,1.706747,1.608004,1.66245,1.802852,1.944294,1.751741,1.652566,1.678278,1.328922,0.778479587830618
"P00367",2.345704,2.289954,2.449656,2.35588,2.380618,2.379234,2.341272,2.365823,2.469508,2.40579,2.356059,2.301427,2.349733,2.403312,2.419655,2.374291,2.329948,2.287705,2.34428,2.465742,0.652895215576488
"P00387",1.0446893,0.9168476,1.1756152,1.1017097,0.9299142,1.1975631,1.0789713,1.1269159,0.9253268,1.0152374,1.0543414,0.9319004,1.0576458,1.057801,0.8451082,1.0969825,1.0690506,1.2567351,0.9772495,1.1091299,0.794435995121732
"P00390",1.1284,1.17623,1.161615,1.178489,1.292161,1.261004,1.232544,1.07836,1.271287,1.08184,1.138046,1.047783,1.106508,1.135169,1.160621,1.98683,1.380595,1.110549,1.048342,1.250945,0.85464363811946
"P00395",-0.90080147,-1.04852999,-0.42579233,-0.9475626,-0.63606197,-0.87292553,-0.73315937,0.21013861,-0.80408716,-0.91158982,-0.87499761,-0.08079071,-0.57446913,-0.49773795,-1.09053138,-0.2799616,-0.9701272,-0.32654063,-0.6107196,-0.33452078,0.72658657822856
"P00403",1.2183157,0.9569694,1.0911979,1.0889745,0.4691297,1.128992,0.911454,1.2566618,0.8340593,0.8515531,1.0486156,0.9907989,1.0558075,1.0558923,0.6650519,0.9735734,0.8370023,0.7998128,0.9950283,1.0918204,0.797696244732375
"P00414",-0.01712294,-0.68342182,-1.77590431,-0.20186526,-0.65860022,-0.59231905,-1.93422206,0.1791271,-0.49691118,-0.69400842,-1.20793604,-0.35517686,-0.46811639,-0.75646328,-0.68797861,-0.30617694,-1.17868515,-0.02815657,-0.41099837,-0.85313795,0.630897654140283
"P00441",2.087015,2.096916,2.133554,2.086751,2.058494,2.108103,2.091448,2.050853,2.180222,2.134462,2.053007,2.101053,2.020901,2.107984,2.163453,2.041831,2.028548,1.951913,2.021052,2.064603,0.120225380024197
"P00450",0.37212626,0.48830619,0.3386929,0.44415354,1.11382647,0.46512628,0.16726675,0.10382951,0.31786457,-0.05157478,0.25450685,0.5406652,-0.43775325,0.3011516,-0.09819702,0.22295212,0.53624239,1.8038635,0.51282681,0.63322082,0.823304377042113
"P00488",-0.04897804,0.16022248,0.29764054,1.02891952,0.65808803,0.32303033,0.12918785,-0.21281007,0.25965993,-0.01673762,0.30714891,0.28715419,0.24626865,0.2094436,0.15837637,-0.13870392,0.3730317,1.2771468,0.20929125,0.72677689,0.998456149846275
"P00491",0.953065,0.9318595,0.94685,0.9664209,1.1931649,0.9358621,1.0102131,0.644616,0.9875721,0.9081918,1.2276105,1.1520741,1.1934218,1.1496159,1.274331,1.3802136,1.1594919,1.3912404,1.0789966,0.9984695,0.00583826639706851
"P00492",1.198846,1.277097,1.195369,1.204638,1.187215,1.147816,1.190864,1.554074,1.274444,1.271098,1.272458,1.315911,1.244926,1.261612,1.253556,1.167175,1.242603,1.104419,1.19529,1.561385,0.879686639631417
"P00505",1.974926,1.930775,1.906632,1.8436,1.895738,1.925014,1.912468,2.112128,1.915876,1.846157,1.820322,1.941136,1.928163,1.851981,1.75561,1.947454,1.961253,1.802795,1.860697,2.080122,0.323104610501746
"P00533",-0.14235226,0.06647213,0.03741281,-0.17028806,-0.27659406,-0.43001721,0.19898083,-0.36841738,0.06413524,-0.05617519,-0.03782694,-0.0656299,0.05150982,-0.21090235,-0.33159539,-0.18728197,-0.12878811,-0.12431011,-0.18593628,-0.30555479,0.711341528458041
"P00558",2.370731,2.345587,2.363766,2.330428,2.294919,2.333464,2.286371,2.351528,2.365735,2.367043,2.377943,2.352325,2.302375,2.327338,2.395727,2.360123,2.372332,2.289143,2.317278,2.330529,0.471522629502963
"P00568",1.761076,1.66539,1.59209,1.697824,1.909861,1.865998,1.700503,1.562679,1.705615,1.754054,1.806701,1.848613,1.921115,1.782392,1.781352,1.986571,1.687636,1.695529,1.663903,1.739651,0.171086365555739
"P00734",-0.371547707,-0.791266577,-0.204046206,-1.165287668,-0.302898523,-0.642640559,-0.447146291,-0.924185831,-0.443817149,-0.15339562,-0.635813802,0.003440158,-0.1928392,-0.356508008,-0.799419474,-0.699598144,0.259265946,1.407442656,-0.263961599,-0.195312412,0.0457025841167208
"P00736",-0.299559,-1.2566313,-0.6880025,-0.5149369,-0.3248392,-0.9280516,-1.1910177,-0.9175642,-0.6963628,-0.4623024,-0.846311,-0.2566031,-0.3231765,-0.595334,-0.7178739,-0.7568065,-0.9966616,1.0034837,-0.2769453,-0.6565123,0.0785411400368281
"P00738",-0.2703231,1.340609,0.5285879,0.2960435,1.4975184,1.0458772,1.4177988,1.2012465,1.5116801,1.384642,1.361588,1.626358,1.4653829,1.2961855,1.0478159,1.0446093,1.7669051,2.750132,1.5767565,1.4946423,0.0656932005861657
"P00747",-1.02371755,-0.94103118,-0.26306218,-1.06292322,-0.25364583,-0.67686529,-0.89743022,0.09966444,-0.55603618,-0.4400953,-1.15497596,-0.20946446,-0.29844912,-0.923344,-1.2587098,-1.11673077,-0.54304584,1.35259891,-1.04339376,-0.69622694,0.980016388556035
"P00751",-0.08643267,0.02156775,-0.3583694,-0.39361897,0.20807695,-0.41378085,-1.29341931,-0.83730658,-0.14865449,-0.17520323,-0.51238701,0.06490221,0.05491181,-0.10579068,-0.14319932,-0.95725752,0.31996214,1.2956878,0.02444893,-0.2159097,0.138454030022737
"P00915",1.2730662,1.2229713,1.3508242,1.1182479,1.5857718,1.4169451,1.1334465,1.5505476,1.2258945,1.0896515,0.8722049,1.3778028,1.4899088,1.208667,1.1493087,1.4752107,1.3945758,2.4819259,1.400095,1.6272161,0.532279016377228
"P00918",1.549522,1.646746,1.682311,1.67234,1.779312,1.702469,1.715739,1.481957,1.719575,1.708209,1.600621,1.66797,1.700956,1.634744,1.749629,1.748993,1.784362,1.999874,1.723965,1.683246,0.251728548921588
"P00966",0.8884675,0.9894637,1.0083085,1.1120376,0.9701305,1.0175467,1.0539861,0.6685179,0.999493,0.937936,1.0074857,0.9687437,0.9397643,1.0413091,1.0207709,0.9246684,0.9509284,1.0448128,0.9584291,1.0559521,0.858726385724951
"P01008",0.28625721,0.28212851,0.26825022,-0.23309372,0.65614896,0.09104162,-0.14703992,-0.38611269,0.27189715,0.34141781,0.26252047,0.31250233,0.29385627,0.04329513,0.24522537,0.38436676,0.46252302,1.77252025,-0.04661612,0.37315585,0.123806637263747
"P01009",1.509799,1.567608,1.66424,1.247904,1.947994,1.224821,1.538165,1.50305,1.368346,1.25927,1.396346,1.633309,1.415853,1.56933,1.033289,1.417048,1.534308,2.580437,1.837761,1.312532,0.806085087973222
