"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","t_test_p_value"
"O15144",0.7381513,1.1567617,0.947205,0.7038216,0.8629549,1.1524362,0.9743564,1.2921503,1.353678,1.4125821,0.7462998,1.2606036,0.6991817,0.8080815,1.0822538,0.2126773,1.246452,1.0458592,0.7879337,0.5147423,1.2211007,1.1719084,0.8655956,0.6150774,1.0525648,0.828952692537618
"O15145",0.7908859,0.9209322,0.4637173,-0.4834683,0.5008384,0.7393503,0.7108574,0.5475336,0.9757188,0.7348831,0.302302,0.9379896,0.5282822,-0.6558287,0.8504606,1.233603,0.8777569,0.9688327,0.1428088,0.7508642,0.8935516,0.8362441,0.8767507,0.3348199,0.6055353,0.486510503147896
"O15173",-0.09182909,0.12734601,0.14357726,0.0636757,-0.06390658,0.05473041,0.0622583,-0.12158226,0.43894951,0.03662747,-0.02162982,0.304179,0.21957134,0.08790854,-0.42745983,0.08870759,0.4235711,0.43201229,0.28152147,-0.0901985,0.11331507,-0.91143192,-0.02978598,-0.50642095,0.2209649,0.281707298008563
"O15230",0.105639057,0.577928192,-2.323487769,0.000993478,-2.37262458,-0.377646836,-2.165438074,-0.647959711,-0.482449776,-0.790006251,0.417433261,-0.203742868,-0.392110962,-0.404141539,-1.797336097,-0.243905138,-0.264300673,-0.005028448,-2.019386105,-0.139934319,-1.818699289,-1.232512269,0.028623767,-0.719533304,-0.315267933,0.861052429630459
"O15247",0.42243888,-0.0239793,0.60578959,-0.56455186,-0.2999782,-0.98134382,0.04745217,-0.20341739,0.33190512,0.49924284,-0.53107066,0.49521135,-0.37504368,-0.95022531,-0.39715831,-0.5219661,-0.49200583,-0.2041996,-0.41074478,-0.3660503,0.43799507,-0.01729173,-1.78740807,-2.49901957,-1.07902119,0.316853667583635
"O15258",-1.1,-0.626,-0.848,-0.606,-0.57,-0.521,-0.363,-0.36,-1.42,-0.0769,-0.182,-0.267,-0.147,-0.289,-0.664,0.0381,-0.452,0.0988,0.00899,-0.375,-0.298,1.76e-11,-0.115,-0.17,-0.41,0.00991936200711989
"O15260",-0.82108437,-0.58938859,0.18638012,0.38968038,-0.54979285,-0.22117398,0.04349895,-0.54478482,-0.54673685,-0.28925061,-0.20372384,-0.22965164,0.19245501,-0.49520492,-0.68969847,-0.25625388,-1.04448981,-0.12417573,-1.31963929,0.04974928,-0.47164032,0.03156525,-0.2170187,0.54312173,-0.3619943,0.40377184087108
"O15269",-0.283388296,-0.979400386,-1.994190102,0.184465421,-0.428711199,-0.415356463,-0.401450346,-0.159292074,-0.834398837,-0.268586515,-0.29830878,-0.282062916,-0.239573164,-0.222811793,-0.591534154,-0.480088235,-0.189972425,-0.725077582,-0.483613488,-0.440965441,-1.986508323,-0.371436138,-0.284160327,-0.112047152,0.002008864,0.517958986818811
"O15305",0.62840764,-0.22308631,0.55033517,-0.2761809,-0.5569848,-1.64699042,-1.71718452,-0.08450761,-1.37399681,-0.61057578,-0.86596449,0.2731257,-0.38012486,-0.04029341,-0.31514052,-0.19012293,-1.35950423,-0.63978719,-0.48249062,-0.59092253,-0.64415774,-0.86966975,-0.56848546,-0.72159715,-0.08415208,0.114768939690908
"O15355",0.44426701,0.4643171,0.56068947,0.33190448,-0.54650865,-1.94723258,-0.21093318,0.48422029,-0.64863293,-0.39401312,-0.27991581,0.52377657,-0.32720228,-0.09201366,-0.55698087,0.09498949,-1.70202912,-1.15826237,-0.22282911,-0.20439069,-0.38436522,-0.12872228,-0.06017376,-1.28050578,-1.75803161,7.83471636414589e-06
"O15371",-0.802171863,-0.33374978,-0.728118894,0.09127391,0.305878165,0.270029773,-0.198466379,-0.525643773,0.06560855,-1.487184182,-0.13493393,-0.925465676,-0.242410391,-0.866733807,-0.24111491,-0.274905112,-0.99526019,-0.111551455,-0.105415968,-0.422499748,0.218874561,0.165500726,0.008393355,0.351685273,-0.364438443,0.829112309509873
"O15372",-1.16715313,-0.67481996,0.18998901,-0.47850649,-1.16004911,-1.32897084,-2.47985983,-0.51028315,-0.87826453,-0.51231355,-0.03373041,-0.21044122,-0.45200351,-0.57457718,-0.58975282,-0.51579138,-0.64437423,-0.40516024,-0.55506266,-0.6012351,-0.59160233,-0.58905591,-0.64848389,-0.5158662,-0.59532899,0.296529283424878
"O15382",0.63295832,1.07245124,-1.83895226,-0.08830294,-0.57695818,-0.32941266,-0.46476077,-0.2392459,-1.36894267,-0.43547124,-0.40616626,-0.40644735,0.02077007,-0.52367551,-0.56232165,-1.08825433,-0.64837374,-0.81799606,0.46426632,-0.7546997,-0.39633975,-0.76750747,-1.07410996,-0.92230172,-0.44867143,0.77702019282844
"O15400",-0.3179078,-0.05288191,-0.20186857,0.28182872,-0.30112101,-0.77377723,0.15967628,0.21693337,-0.04084195,0.10730148,-0.17888051,-0.18011471,-0.06575987,0.10022235,0.13640472,0.35144932,-0.13675971,0.11745985,-0.158053,-0.44866421,0.55915689,0.25597629,-0.3438088,-0.01710758,0.20803707,0.86296531161223
"O15498",-0.92956177,-0.09831508,-0.32038801,-0.78085892,-0.57137625,-0.73275502,-0.90220498,-0.76424104,-0.5728692,-0.26933792,-0.24154179,-0.4751013,-0.66039719,-0.16588169,-0.77635406,-0.57869165,-0.258237,-0.55573145,-0.3886335,-0.35823681,-0.55314891,-0.42917148,-1.75600875,-0.48392815,-0.58216255,0.481840709057389
"O15511",0.333671679,0.624861302,-0.009989039,-0.292217841,0.373111378,0.767313196,0.365125586,0.554275189,0.600011777,0.543082278,-0.02916525,0.352642076,-0.209785437,-0.213651756,0.806096556,0.826614354,0.522571468,1.126873826,0.848795626,-1.055294677,0.414295422,0.620832166,0.613103981,0.09323273,0.304145375,0.409361818806182
"O15540",1.24726045,0.48929924,1.19524759,-0.14058566,0.82267842,1.53843067,0.49865068,0.71176971,0.98062705,-1.00632352,0.07919641,0.15968337,-0.06071181,-1.57752475,-0.04401986,0.94892398,-1.47244128,0.97266653,0.63946523,-0.55481462,-0.93649106,0.64545498,1.00925888,0.91304647,0.95052743,0.579704899766817
"O43143",-0.75516131,-1.0586816,-1.22723098,0.64915875,0.43818355,-0.07276212,-0.16171632,0.61092949,-0.04739905,0.22460027,0.70411583,-0.02001954,-0.19784243,0.19019439,0.1903939,-0.21850646,-0.53099795,-0.92714052,-0.14800353,-0.10753605,-0.08093226,-0.22312479,0.02427616,0.42052215,-0.47191247,0.473147422204414
"O43169",-0.23289208,0.09159696,0.25276947,-0.42474412,0.17641616,0.36714018,0.03645633,-0.76111192,0.16120526,0.04976605,-0.42706201,0.04368245,-0.02712233,-0.21356095,0.12510213,0.2919688,0.28200294,0.22479319,0.35552295,0.19967632,0.12335255,0.0543827,-0.15489216,-0.20228658,0.01359205,0.797554761004791
"O43175",0.411,0.654,0.927,0.472,-0.425,0.49,-0.367,-0.663,-0.123,0.215,0.153,0.0639,-0.208,-0.587,1.76e-11,0.168,-0.683,-0.132,-0.0124,0.456,-0.945,-0.817,-0.231,0.0666,-0.312,0.00521372185563037
"O43237",-0.36099402,0.03204205,-0.13507778,0.40673856,-1.30164146,-1.24093986,0.18600672,-0.57754148,-0.58808058,0.12705312,0.65870012,0.05001305,-2.44035522,-0.56118798,-0.08648962,0.15755884,-0.52366289,-1.16435391,-0.66722723,0.16778793,-0.10507836,0.44546224,0.38181995,0.24401871,0.24490996,0.109555951991872
"O43242",0.22598642,0.34576779,-0.35681452,0.50240223,0.29191234,0.55301671,0.42228934,0.22520449,0.56811517,0.42268808,0.1393859,0.24257079,0.19225922,0.69770124,0.25856541,-0.04709791,0.89762797,0.51938396,0.38095788,0.43673022,0.21260116,0.33733808,0.18859716,0.54661805,0.61963365,0.490156520708824
"O43252",-0.16197101,-0.12217017,-0.19127857,-0.31617896,-0.21322436,0.2257298,-0.10293245,-0.65510302,-0.46263322,-0.50615168,-0.80961482,-0.51136522,-0.49980838,0.27720849,0.28197841,-1.09616149,-0.2491061,-0.58580031,-0.60703959,0.07546815,-0.50588947,-0.83030269,-0.55864658,-0.65985963,-0.64393275,0.0650286239464377
"O43272",0.18807326,-0.16920449,-0.06502094,0.43253701,-0.19782401,0.91602839,-0.47718311,-1.11506826,0.45215099,-0.64163788,1.01016226,-0.04857259,-1.49374723,-1.18416084,-0.62243905,0.05136537,0.61815328,-0.08501234,0.53571839,1.28054859,-0.78024399,-0.97280603,0.25050028,-1.0216073,0.10649339,0.398463913947651
"O43290",0.80471699,1.45203124,-0.86741456,-0.18494623,0.1006872,-0.37929093,-0.42968518,-0.59313939,-0.90144155,-0.69081961,-0.89745687,-0.97335803,-0.22800271,0.04460478,-0.32471075,-1.37661113,-0.0708426,-0.34494924,-0.38935166,0.05907844,0.34933807,0.44337163,-1.53055575,-0.13627914,-0.59836389,0.505497233527698
"O43301",-0.15500522,-0.15389036,1.08304873,-0.50061353,-1.27603454,-0.05977088,-1.01222191,-2.19545995,0.56675774,-0.2730842,-0.31343896,-1.42850115,0.33600144,-0.21460968,-0.81243919,2.03479722,0.20764275,0.21898217,-0.62610398,0.71577748,1.12390654,1.50210177,1.58879824,1.46216507,0.55381637,0.941246535544124
"O43324",-0.71099113,-0.900886,-1.56624976,-0.27572397,-0.89368883,-0.66034107,-1.53134084,-0.56906924,-0.67390189,-0.47017508,-0.6894848,-0.70432127,-0.02877975,-1.19039871,-0.67850235,-1.01617413,-0.34324754,-0.43643237,-0.53882999,-0.69273275,-1.15640806,-0.35446979,-0.37271853,-0.3856146,-0.46350497,0.567081616588954
"O43390",-0.56777414,0.63886241,-1.36464421,1.22373246,0.89072736,0.5891924,0.76646942,0.71379494,1.11142762,0.41496588,0.69844395,0.18050327,1.01675507,-0.04551396,0.44824192,1.01487451,0.895034,0.56348104,1.05125699,0.62447635,0.32641285,0.74467526,0.78673528,1.22107223,0.26880394,0.579690201035199
"O43396",0.432403918,0.746077649,0.467833546,0.501029221,0.38991233,0.662092082,0.338658904,0.317695707,-0.046966951,0.457642011,0.65743373,0.468613911,0.765324753,0.590202695,0.495144697,-0.23202335,0.65705575,0.641605644,0.633629898,0.55821635,0.51643925,0.755272967,0.373730641,-0.000121269,0.597426786,0.336089915557616
"O43399",0.11993375,0.64062419,-0.72800699,0.75022683,0.61046128,1.00379003,0.77876271,0.77900081,0.67820771,0.69640606,0.76390744,0.25970841,0.65511767,1.11666591,0.85761309,0.08835844,0.76386349,0.82685318,0.54837471,0.34437847,0.57683445,0.5911267,0.35154156,0.49957291,0.75486836,0.466994883405201
"O43426",0.6844544,-1.7403645,1.1149947,-0.6162032,-0.886582,-0.3526679,-0.856881,-0.9522334,-0.6564582,-1.4104473,-1.1074349,-0.9349352,-0.8032813,-1.6995298,-0.7145115,-0.3593193,-0.4772643,-0.9110197,-0.4593858,-0.5758133,-1.6891796,-0.6462842,-1.1199679,-0.7192585,-1.1732429,0.630876538095895
"O43447",-0.97372572,-0.56363284,-1.19495303,-0.47821238,-1.19323538,-0.98285046,-1.45932576,-1.11165376,-0.4569081,-1.53174335,-0.73968381,-0.23669701,-2.04382401,1.619205,-0.86990773,0.02951115,-1.21329253,-0.77155847,-0.58429701,-0.60681664,-0.44069811,-1.09523939,-0.22919607,-0.63225819,-0.31151068,0.897121352842291
"O43488",0.9332425,0.8441434,0.3721347,1.5469136,0.1933429,0.3058613,0.5044686,0.5910172,0.5451141,0.9688471,0.8334286,0.6015609,1.103528,0.9342101,0.5138244,0.4286494,1.1439251,1.023191,1.3885152,1.1716303,0.9194247,1.0684569,0.8150407,0.1121311,0.5160977,0.66355249854363
"O43491",0.3303067,0.6546217,0.6565761,1.8598081,0.4102373,0.4163691,1.4607132,1.4915456,1.2693344,1.8773527,0.8969067,0.9076657,1.2536925,1.0290755,0.3605399,2.150958,1.5385648,1.333882,1.4274748,1.2153928,1.6223176,1.688347,1.7244019,1.8007975,1.4596925,0.608680497662945
"O43493",-0.78635733,-0.36736886,-1.87821577,-0.23569581,-0.8793335,-1.32805564,-2.04095971,-0.74514117,0.01531551,0.49947342,-0.77257802,-0.98995428,-0.49325386,-0.87940006,-0.61832773,-0.74465423,-1.53973121,-1.4572342,-0.83921474,-1.80963713,-1.94164294,-1.28841319,-0.80900668,-1.58063292,-0.74061164,0.778486049410429
"O43592",-1.06579538,-1.15736981,-2.43060124,-0.18073928,-0.7383891,0.08631588,-0.80086683,-1.01102567,-0.82964834,-1.15736825,-0.46296758,-1.61718425,-0.29571851,-0.45306584,-0.56399776,-0.01188185,-0.73446026,-0.97687404,-1.01412447,-2.07822642,-0.79827185,-0.66422616,-0.74313162,-0.36860553,-1.11749083,0.541113412795388
"O43598",0.39897813,-0.0162359,0.01233775,0.22770155,-0.07914225,0.36444788,0.48440908,0.29540582,0.14944973,0.56045692,0.08820954,-0.30524788,0.58211706,0.94179267,-0.09973204,0.9157921,0.63097789,0.2964549,0.67022919,0.39144689,0.37918981,0.28904239,0.04320637,-0.5756768,0.31615265,0.0774996561408327
"O43617",-0.3876352,-0.6127273,0.2011569,-0.1490721,-0.5721146,-0.646603,-0.6817654,-0.8085836,-0.3476403,-0.6213921,-1.9179317,-0.8972529,-0.3118953,-0.7236633,-0.29248,-0.6763048,-0.3514718,-1.1343606,-0.2851426,-0.2015588,-0.5508979,-0.3755336,-0.4964269,-0.8650683,-0.3513891,0.195355855452384
"O43633",0.67153487,-0.36780947,0.68353457,-0.48703751,-0.4909108,-1.88610554,-1.30762435,-0.40784593,-0.58306709,-1.00693137,0.09883074,0.60395213,-1.01268404,-0.37937701,-1.00155732,-0.72290712,-0.07253332,-1.43709938,-0.50123768,0.04017399,-0.94390228,-0.95163159,-0.96390934,-0.44914993,-1.11030331,0.223999937238884
"O43665",-1.37701955,-0.99247681,0.23892248,-0.45242064,-1.59316291,-1.84995811,-1.53813484,-0.72158862,-0.92105054,-1.18216859,-1.37316725,-0.77724751,-0.98679596,-0.37937701,-0.59177661,-0.53321315,0.02766643,0.43905356,-1.17823745,-0.97581285,-0.75577306,-0.55220309,-0.84831809,-1.81587721,-0.89690607,0.290615018939487
"O43670",-0.86836738,-0.99398993,0.23965803,-0.17586813,-0.67935294,-0.31614181,-0.73411471,0.11143884,0.20651488,-0.40048767,-0.87848439,-0.36151653,-0.29243863,-0.46336495,-0.45652841,0.09319536,-1.02511853,-0.28220215,-0.22141379,-0.33183579,-1.49056213,-1.91046477,-0.39199916,0.3063281,-0.17359717,0.722978761510996
"O43676",-0.6586549,-0.4023025,0.1270011,-0.4219812,-0.4475435,-0.1528212,-0.2543004,-0.470186,-0.527226,-0.394949,-0.7239762,-0.1093886,-1.7269992,-0.1818798,-0.2355482,1.6651249,-1.3039861,-0.4385361,0.0637667,-0.3137972,-0.9141404,-0.6348177,-0.635781,-1.0950867,-0.8161331,0.366143465484327
"O43678",-1.1573919,-1.2102997,0.2743746,-0.3911416,-0.9054495,-0.7860642,-0.6501694,-0.3410249,-0.8816331,-0.53657,-0.2523062,0.2165285,-0.6998093,0.0172053,-0.3514425,-0.7427186,-0.5901385,-1.8662134,-0.3771306,-0.7414631,-0.5893721,-2.8148321,-0.4195055,-0.9022104,-1.1954771,0.57404346400304
"O43681",0.34294174,0.62519267,0.04657878,1.03943127,0.39517242,0.43726626,0.06990115,0.25905946,-0.63301746,0.3511566,0.44796321,0.52548813,0.53707574,-0.13785589,0.28094287,-2.15003384,0.28219739,-0.07689097,0.47108893,0.30261125,0.35198201,0.42343577,0.51511246,0.77355755,0.29374687,0.304984121418971
"O43684",-0.47744488,-0.52343178,0.33806276,-0.36463378,0.02684484,-0.26479946,0.19885556,0.36034772,-0.25991317,0.01904057,0.36819049,0.37061983,0.16298683,0.15818532,-0.57298395,-2.78193894,-0.95116777,-0.48520126,-0.74426084,-0.19621568,0.32539871,-0.55651718,0.10877832,0.51223072,0.46198639,0.987300488185952
"O43707",2.474117,2.950068,1.643625,2.218614,2.000987,2.202928,1.912788,1.871148,1.962827,1.576065,2.136191,1.203794,1.562691,1.946823,1.702963,2.300851,1.850408,1.99278,1.840576,2.194165,2.08168,2.046836,2.051645,2.258885,1.785599,0.460684139199826
"O43747",-0.63483968,-1.1281303,-0.30068646,0.36264387,-0.12258331,-0.53445648,0.14463757,-1.07309215,-0.46790441,-0.68106136,0.67380849,-0.52287545,0.01718674,-0.24923958,0.19818968,0.32720044,-0.37667973,0.12649303,-0.99238019,0.17009587,-0.52003858,-0.50414447,-0.50482985,-0.93935502,-0.2011437,0.890539686925965
"O43759",0.02390294,-0.86853054,1.11550726,-0.237806,0.35296043,-0.91796701,-0.98832625,-0.99297739,-0.83836316,-0.8759399,-0.96408364,-0.85318257,1.49499741,0.15433994,-0.2831881,-1.75952968,-0.50216109,-0.82739708,-0.56001919,-1.31726385,-0.71313814,-0.41695607,-1.82406119,-1.52224099,-0.56650859,0.351769044850901
"O43765",-1.205812405,-0.374120558,0.000508703,-0.31809062,-0.05899417,-0.185827196,-0.872991104,0.029409817,-0.771702642,-0.146170105,-0.208142197,0.121826425,-0.232029318,-0.26906985,0.109925109,-0.276370509,0.458086093,-1.262863442,-0.135682967,0.105245003,-0.461279124,-0.386708008,-0.484329005,-0.133147523,-0.098018235,0.920623704136541
"O43776",0.55047598,0.050093915,-0.011250686,0.717240296,0.345114956,0.64756561,0.249797654,0.06740747,0.469055827,0.290996857,0.545089419,-0.226312696,0.411882829,0.765025834,0.607311333,0.21016965,-0.004853287,0.782767641,0.689317126,0.794988044,-0.322904138,0.395797926,0.275667856,0.105118941,0.438187425,0.697309909906754
"O43809",-0.43262038,-0.95529372,-0.2614592,-0.05325645,0.84276089,0.38520971,0.2076522,0.50552395,0.79575192,0.23344229,0.31147364,0.53466771,0.51118767,0.08680374,-0.59936261,0.31574935,0.06306998,-0.87551041,0.22653547,-1.71602907,0.78207122,0.36541184,-0.0201914,-0.24292425,0.4351124,0.153949250564088
"O43813",0.71346238,0.6860147,0.9584972,-0.93450465,0.400054,0.36818833,0.02317434,0.43462072,-0.51525007,0.48736525,0.64953031,0.55700754,-0.87509302,0.30716304,0.25863575,-0.3080688,0.16840531,0.05072674,-0.09548249,0.12707399,-1.47291472,0.05103643,0.28306146,-0.12906364,0.41349123,0.790849998752263
"O43837",0.571386974,0.341889782,0.52528236,0.122338597,0.489489311,-0.524109861,-0.266965265,0.452874595,-1.39847751,-0.700574752,0.60647585,0.7274935,-0.630758301,0.040374503,0.300721913,-0.476454072,-1.132754565,-0.262345264,-0.004743224,0.456116185,-0.404693528,-0.982183868,0.033003997,-0.730544731,-0.254647639,0.0119641112140089
"O43852",0.32459078,-0.07927745,-1.78171257,1.19339062,-0.15174681,1.40565319,0.40026427,1.05453347,0.60102653,0.64122299,0.59099098,1.00627533,1.13252615,0.21291678,0.71187977,-0.97305247,1.6126232,0.91219229,0.43553905,0.67502855,0.65493691,0.65904543,0.79267495,1.40457756,0.89945108,0.397008729887721
"O43865",-0.45687204,-0.06801902,-1.01699218,-0.10128473,-0.85376054,-0.82354847,-1.02078145,-0.45633046,0.10145052,-1.02795862,-1.64246297,-1.57474045,-0.21717916,-0.74332491,-0.61319321,0.11012015,-0.06415558,0.20783775,-0.29276338,-0.30620739,-0.12418564,-0.46729241,-0.57385403,-0.72687712,-0.91239869,0.635155972901341
"O43920",-0.6361332,-0.7668052,0.3975518,-0.4906336,-0.8936481,-1.3264194,-0.8991888,-0.2650842,-0.4159511,-0.6177734,-0.5486263,0.1829276,-0.3519285,-1.4873271,-0.5221632,-0.7427186,-0.5639278,-0.3399433,-0.3680984,-0.7701213,-0.5849515,-1.0486372,-0.5065522,-0.9296207,-0.5099336,0.417834350617521
"O43924",-0.94590155,-1.02051672,0.31541432,-0.64885539,-0.92902128,-0.96947605,-1.0979538,-0.803733,-0.80042764,-0.69623617,-0.73253108,-0.68752239,0.21194972,-0.48300189,-0.71395175,0.03787124,-0.64062004,-0.36313232,-0.78774655,-0.55970029,-0.77450666,-1.05974563,-0.34763721,-0.73168381,-0.93733714,0.654053344327598
"O60216",-1.82619761,-0.58758433,0.45556106,0.04390178,-0.01224894,-0.6249494,-0.74514671,-0.61159935,-0.63845879,-0.61755498,-0.45606485,-1.44964409,-0.38284638,-0.23593914,-0.54237154,-0.64515139,-0.35519605,-0.35057515,-0.59563669,-0.64771512,-0.88101774,-1.18463896,-0.60491494,-0.41686172,-0.88169944,0.189113903470508
"O60256",-0.17643039,0.38897602,-0.57611094,0.18612555,-0.51760224,-0.37043383,-0.18107807,-0.96592773,-0.52535358,-0.4280772,-0.22918295,-0.2697959,-1.43907445,0.51231276,-0.30214821,0.04943918,-0.95387964,-0.51388406,-0.5636627,0.22709896,-0.80601161,-0.84949834,-0.54451583,-0.40244291,-0.47090806,0.257450779445498
"O60259",-1.5901449,-2.3565073,0.1870876,-0.4856065,-1.8651895,-0.9957357,-1.8545622,-1.0273675,-1.0249723,-0.7342097,-1.4995168,-0.9113154,-0.986796,-0.661724,-0.5754653,-0.5332132,-0.6114809,-1.4762641,-1.0585395,-0.7856245,-1.8204572,-0.9616874,-0.6701589,-1.3352868,-0.7872173,0.843633743446274
"O60264",0.20930741,-0.15455466,0.51768962,-0.26031608,0.09051615,-0.85383388,0.02609648,-0.73612688,-0.87392519,-2.00027497,-0.89417988,-2.08816397,-1.13768382,-0.26630087,-0.49633376,-1.1098725,-1.66243399,-0.5274166,-0.95730579,-0.04767209,-0.29790541,-1.16123625,-0.49015902,-0.30189348,-1.06268023,0.0497627817617228
"O60271",-0.69627672,-0.7107858,-1.04123196,0.46160756,-0.07704138,-0.22883153,0.43792646,0.27889043,-0.22900662,0.44440107,-0.57134522,0.33869591,0.29079813,0.72084305,0.80045636,0.48287948,-0.11549359,-0.74303342,-0.42108935,-0.11358896,0.27791626,0.51243092,0.61566095,0.28487122,0.67169268,0.314866058728798
"O60313",0.72260576,0.40284678,1.06481789,-0.46125275,-0.38352346,-0.92445291,-1.71868525,0.1580969,-0.73998788,0.09348588,0.50035538,-0.1454826,-0.91438624,-0.64990256,-0.62050673,-0.14089214,-0.2516776,-1.05768246,-1.16899898,-0.39745237,-0.12356629,-0.23373061,-0.37333951,-0.19239082,-0.22744158,0.211057003967227
"O60437",-0.84238766,-0.32699367,-1.14324368,-0.64306724,-1.24008068,-2.49565072,-0.45006008,-1.00501429,0.03569449,-0.52118319,-0.60068717,0.08127001,-1.61108821,-0.2585023,-1.18419199,0.18169984,0.07646566,-0.06494463,-0.5334415,-0.51950128,-0.17733665,-0.55450371,-0.94518778,-0.36512984,-1.7271271,0.884620036097464
"O60486",-1.54881922,-1.40335916,-1.5548686,-0.24385404,-1.88347903,-0.60889579,-1.02590376,-0.9915602,-1.88626401,-0.37847379,-0.35121806,-1.83147699,0.01048439,1.619205,-0.85433391,-0.4988517,-1.90180261,-0.54505381,-1.30123722,-0.85992529,-0.94893263,-0.90692463,-1.36528215,-0.21859481,-0.63707104,0.632586287368882
"O60493",0.04640403,-1.05067777,-0.19691374,0.26153072,0.10570006,0.23000696,0.31397414,0.53203628,0.59644134,0.29292157,-0.20675663,0.49543234,0.39947024,0.0195607,-0.25412426,0.03543267,0.42516516,0.80647593,0.36184954,0.16121789,0.60167321,0.70938569,0.45496443,0.33362214,0.39385379,0.229527105044319
