"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","t_test_p_value"
"P30043",1.3950816,0.3091118,0.8724087,0.3460073,0.9921241,1.0933109,1.3406522,1.7258222,1.0608552,0.9928376,2.1361002,0.9053056,0.6658207,0.9564091,1.0675445,0.625418,0.944658,0.7754834,0.9977943,0.7503692,0.7924832,0.7654831,0.9619109,1.3580866,0.5507323,1.0181152,0.5619569,0.7837645,0.5260172,0.749581096587032
"P30044",1.2723119,1.1818562,1.0933392,1.1824904,1.2698332,0.9525813,1.3305306,1.011234,1.4295819,0.9541604,1.275246,1.3502744,1.1770904,1.1598712,1.0888639,1.3430663,1.3834084,1.3722508,1.1169081,1.1380492,1.2093997,1.3591604,1.4162543,1.3474173,1.5837502,1.2933924,1.015952,1.0108709,1.2190015,0.393094395309135
"P30046",1.17897671,0.96009597,0.9160974,0.68855453,0.65800807,0.4929954,0.64001238,0.57132021,0.44101201,0.01723123,1.09580573,0.60654471,-0.42547289,0.29206632,0.86408733,0.25364514,0.70105157,0.54159666,-0.08598647,0.58463106,0.62559961,0.36249097,0.29294328,-0.38073682,0.57204674,1.00322819,0.16175484,0.93793273,1.09575458,0.0838781208239178
"P30048",0.920498,1.1509194,0.7181335,1.1420398,0.9247759,0.5952658,0.9465022,0.8117151,0.3591606,0.6810943,0.5412493,0.7752608,0.7854695,0.8977257,1.0008451,0.3419624,0.9107888,0.6325667,0.5683777,0.6333762,1.1785344,0.7929573,0.8067032,0.7725365,0.6094283,1.0271032,0.3407159,0.9052687,1.3673676,0.644840468125637
"P30049",0.40108143,0.18669637,0.74177494,0.41056545,0.39694433,0.05930759,0.18965891,0.39124545,0.58944877,0.5785148,0.6062033,0.65846121,1.11703718,0.4394644,0.40174085,0.40517537,-0.04124295,0.68272083,0.61357241,0.54175379,0.63504837,0.63860595,0.65119258,-0.79724216,0.67581408,0.68394785,-0.34619098,0.26529048,0.68425584,0.501230476549498
"P30050",0.39926202,0.4421397,-0.62238376,-0.03240631,0.83233761,0.43113372,0.77902546,0.77033045,0.77176437,0.61340847,0.4111982,0.46152559,0.92463314,0.63964573,0.94954182,0.6095408,0.53951503,0.7994403,0.76653649,0.78793733,1.04019521,0.74290497,0.61502553,0.41054481,0.62676284,0.77266987,-0.12455155,0.56021146,0.81720178,0.2646343972122
"P30084",0.80140078,0.7606026,0.58734933,0.83184816,0.77864103,0.26077785,0.74282188,0.09304922,0.45517663,0.63900136,-0.40639492,0.89837924,0.67781047,0.92598792,0.43728501,0.54187127,1.05009922,0.93903686,0.62635296,0.71839427,0.88576175,0.82184573,0.7510114,0.71156369,-0.2319751,-0.01255466,-0.14917538,0.54019425,0.90750805,0.998931461420886
"P30085",-0.417743441,-0.045053454,-0.327645758,-0.154660364,0.369329549,0.503247512,0.17574901,0.250216086,0.446701672,0.457522175,0.00040597,0.266008815,0.276103704,0.39619221,0.36530066,0.587061331,0.541598792,0.381366796,0.158740518,0.345704298,0.359554622,0.486000872,0.663615729,0.890989089,-0.322230902,-0.20379802,0.346356078,0.546360945,-0.256345728,0.222809747043009
"P30086",1.5220602,1.2303698,1.6194935,1.4580471,1.8860905,1.4859017,1.9279784,1.5272762,1.6735659,1.6055717,1.7273149,1.9646043,1.497978,1.613906,1.3865673,1.7770253,1.8043214,1.3659727,1.4285631,1.5038326,1.6880622,1.5712326,1.8512897,1.7304398,0.4266121,1.7094707,1.640112,1.2815449,1.5564701,0.684791080486287
"P30101",1.3589521,1.3821207,0.8676592,1.5636392,1.9385744,1.865942,1.8321542,1.6118821,1.7646544,1.799713,1.6210336,1.6022559,1.6959425,1.8446877,2.0035682,1.7229882,1.7270558,1.7476241,1.6289341,1.9263765,1.6499754,1.3759172,1.7446522,1.8730801,1.3387956,1.9639243,1.8049102,1.7313668,1.5790879,0.394966506950168
"P30153",0.45878998,0.85578173,0.78875929,0.54146729,0.51662165,-0.09782385,0.88230024,0.48325536,0.98502704,0.85458434,1.18860941,1.17574268,1.19101864,1.01922551,0.90156064,1.1542132,1.11615005,1.22491801,0.84533757,1.02688159,1.15294782,0.97636137,1.18943581,1.25016641,0.87709299,0.49944421,-0.07772033,0.82193855,1.05758357,0.0276531741258262
"P30273",-0.096597657,-0.417333394,-0.004279709,-0.379812746,-1.061019015,-0.254314602,-0.384473588,-0.809155153,0.076068338,0.003743051,-0.006979247,0.049419307,-0.157839218,0.074623546,0.329585205,-0.109864767,-0.150762405,0.256733591,-0.250057288,0.250922917,0.138749332,-0.689307483,0.164802159,-0.117696719,-0.072235966,0.159867673,-0.278807595,-0.336873869,-0.157180375,0.0338922556296605
"P30419",-0.29905749,-0.16156561,0.10939772,-0.17797902,-0.5296588,-0.4787208,-0.63083798,-0.56259894,-0.24266344,-1.06457674,-0.23268043,-0.21305927,-0.53479495,-0.43031191,-0.44525558,-0.13816778,-0.83189302,-0.24424324,0.01286979,-0.38114385,-0.57114717,-0.31828474,-0.14803432,-0.52351665,0.10500871,-0.47808235,-0.09068,0.0963785,-0.11183441,0.949987250106968
"P30519",-0.4394324,-0.3475705,-0.4151136,-0.9071782,-0.4096174,-1.3942729,-0.8216996,0.3488749,-0.1653741,-0.2992835,-0.3516907,-1.1570995,-0.1427046,-0.2649815,-0.4913126,-0.5254503,-0.6509453,-0.5611255,-0.3862355,-0.2089942,-0.8401939,-0.4579362,-0.3727563,-0.8310335,-0.9615962,-0.3795786,0.2851594,-0.6164779,-0.4995503,0.89001417564519
"P30520",0.035350256,0.000288153,0.037436551,0.056810193,-0.136280965,0.196271036,0.049629137,-0.370783383,-0.908712843,-1.045911627,-0.271641546,-1.230096256,0.151976505,-0.389365301,-0.51651099,-0.798757083,-0.930504173,-0.497604279,-0.766918508,-0.762620435,-0.180190341,-0.842359731,-0.78671192,-0.710578308,-0.31977246,-0.507310576,-0.152765387,-0.512803858,-0.406790743,0.0106954884835862
"P30533",-0.42573421,-0.1503143,-0.57297986,-0.37488022,0.13726762,0.22184825,0.0867247,0.20509861,0.14271941,0.50498953,-0.06087362,0.09116017,-0.47408273,-0.03586165,0.11903567,0.15294989,0.48332959,0.09342816,0.12783455,0.42046577,0.57533441,0.06342081,0.59152942,-0.23608084,1.80477531,0.16849312,-0.52558426,0.37930023,-0.29729737,0.138898348708204
"P30566",0.54970418,0.09357818,-0.42685438,0.1957882,-0.92638943,-0.01441682,-1.72880657,-0.52318615,-1.00723094,-1.010948,-0.31411286,-1.04141135,-0.63969689,-1.2062959,-0.95029934,-0.94646998,-1.32669024,-1.01605023,-0.8903415,-1.39400139,-1.74220566,-0.93471397,-0.84160495,-1.33265584,0.10341706,-0.43216915,1.81969432,0.36951494,-0.79242332,0.535661154464838
"P30622",-0.8091372,-0.3004616,-0.4371011,-0.638853,-0.819392,-0.6404437,-0.7851124,-0.586328,-0.5300981,-0.3453022,-0.8371634,-0.6575196,-0.1064343,-0.5681353,-0.8019768,-0.5788342,-0.6173692,-0.4555182,-0.2702966,-0.5151916,-0.7888162,-0.3792777,-0.482099,-0.8520522,-0.1312469,-0.5245259,0.2682629,-0.3778462,-0.4283773,0.180951247657813
"P30626",0.595392,0.39156739,0.31625434,0.02608413,0.660015,0.8115226,0.64807939,0.58192796,0.05996378,0.2624122,0.53357175,0.40724016,0.29912714,0.17089303,0.50614587,0.43203796,0.02720455,-0.01071774,0.23637425,0.05795947,-0.02671159,0.06076312,0.4966814,0.25870412,0.25153015,0.40223921,0.46170658,0.47291321,0.65848134,0.241841272366941
"P30711",-0.28304754,-0.40539724,0.02176869,0.02546499,0.24242607,0.21289733,0.44778573,-0.08613964,-0.31686625,-0.42216999,-0.10669487,0.40284759,-0.73072355,-0.36528397,-0.12795629,0.07781091,0.18959494,-0.23891775,-0.910517,0.38658713,0.0766029,0.06849063,0.2298065,-1.29911902,0.29564414,0.15042021,0.01914293,-0.05649931,0.59130409,0.474218601382997
"P30740",-0.03806243,-0.03560685,-0.41515163,-0.056616,0.69759855,0.57534691,0.95332804,0.36789139,-0.55568554,-0.17750001,0.48272947,0.91770901,0.66129918,0.51792117,0.10292081,0.61806706,0.50710648,0.20807743,-0.33416892,0.31526205,0.71834468,0.48863349,0.96006124,0.96319727,-0.72458738,0.45124158,0.09722668,0.1896068,0.63476264,0.399464076487289
"P31040",0.974092,0.95233803,0.94089833,0.94200152,0.60568782,0.44682413,0.53478176,0.3407425,0.68776268,0.81987809,0.01676228,0.74153878,0.77930823,0.71837856,0.72514377,0.30181646,0.8392091,0.94844891,0.83436783,0.67960536,0.6469002,0.65809574,0.66894365,0.31664875,0.12693361,0.80792946,0.29625311,0.83188148,0.76972823,0.603867104177518
"P31146",1.46751439,0.96583,0.16211048,0.25191437,0.77058833,0.48816583,0.8142352,0.65818546,0.48126746,0.8085852,0.68995723,0.94350413,0.62801158,0.54413444,1.50851104,0.78128858,0.44237043,0.81735153,0.78318642,1.15010174,1.0388374,0.57114805,0.57034208,1.00240073,0.05110713,1.25438642,0.4829329,0.78799844,0.51596652,0.133592735052446
"P31150",0.300810548,0.559896037,1.024498786,0.009630786,0.638705075,0.63989463,0.912927843,0.427590745,0.518913185,0.638882286,0.59384394,0.855161768,0.458622808,0.703197979,0.777705526,0.522725782,0.699472317,0.496268754,0.517358399,0.572943343,0.718055092,0.581922104,0.60162748,0.705156299,-0.029509185,0.389241075,0.402889769,0.445476111,0.562205798,0.79767598643155
"P31153",-0.590519382,-0.027137989,-0.179648815,0.018790003,0.22817326,0.217563416,-0.02656263,0.082175363,0.545305365,0.266929571,0.080062968,-0.007721496,0.159346704,-0.423988376,0.07215074,0.244635158,0.088021587,-0.162099649,0.187515596,0.050727137,0.09382608,0.440449095,-0.077452432,0.152402987,0.169069331,-0.354923022,0.454629091,0.098518054,0.381817822,0.902926756291042
"P31323",-0.35425018,-1.50827268,-0.09011662,-0.3605543,-1.1808266,-0.66953765,-0.68513192,-0.58512385,-2.60680493,-1.18497683,-1.58217363,-0.45614,-0.61483704,-1.70066829,-1.02629503,-0.85396836,-2.1590292,-0.08125447,-0.44852561,-1.16477208,-1.50526971,-0.48003971,-1.85197653,-0.61687796,1.23052229,-1.15387151,0.10882106,-0.52830785,-0.73920155,0.722248381989275
"P31689",-0.27706557,-0.01818941,0.36257293,0.28107908,-0.36728069,-0.53651351,-0.39606961,0.06808496,0.08174614,-0.05517336,-0.37343157,-0.20884205,0.22476262,-0.30398178,-0.51027438,-0.3196781,-0.3522682,-0.14736452,0.14797746,-0.19946804,-0.08175651,-0.29416465,-0.29090282,-0.23899834,-1.46697785,0.140931,-0.74662389,0.15296336,0.44065922,0.299076796805582
"P31930",0.7321112,0.8116699,0.9526568,0.6494421,0.6827287,0.5251321,0.6564523,0.3494761,0.8105428,0.6040581,0.5875904,0.7932964,0.726004,0.5428908,0.889682,0.4982641,0.7604981,0.6558394,0.7667391,0.6967012,0.699818,0.8173118,0.7549408,0.4003977,0.2322569,0.5437514,-0.1138017,0.4983924,0.6244901,0.347631761309399
"P31937",0.325107652,0.303778856,-0.673822676,0.150365786,0.195383672,-0.08885051,-0.025747958,-0.101530915,0.353039167,-0.053762643,0.022127215,-0.111087457,0.742543339,0.310468318,0.577277387,0.087938677,-0.01061219,0.238164868,0.10867504,-0.036549158,0.381695853,0.237632741,-0.123593339,0.465630501,0.033620979,0.576992324,-0.770885725,0.007363302,0.487724384,0.314230372082679
"P31939",0.362895,0.14212911,0.22837704,-0.12349334,0.95429215,0.4350206,0.62999823,0.6775022,1.07964769,0.6789277,1.03495313,0.81023726,0.99170705,0.57111435,0.68600352,1.01296167,0.59329073,0.78992878,0.6933897,0.90609713,0.82380673,0.81208302,0.87479476,1.01801384,-0.01703522,0.80800192,-0.03756186,0.88955809,1.19533911,0.145406418094619
"P31942",-0.631342338,-0.280463393,-1.581690281,0.184601675,0.677035607,0.171702778,0.395263284,0.209169752,0.615343232,0.647548419,0.33889926,0.664161229,0.071202533,0.550999731,-0.001973664,0.401996313,0.461038266,0.520919719,0.890896401,0.624892893,-0.120029159,0.361130717,0.654380809,0.400989118,0.62026568,0.317429754,-0.457254248,-0.252211542,-0.317504901,0.34323885030649
"P31943",0.4301591,0.6922696,0.5874627,0.337589,1.1566612,0.5364897,0.8882937,0.6872572,1.2817768,1.1755162,0.7709952,1.1331302,1.253926,1.170893,0.9975548,1.0229102,1.0688898,1.134865,1.2367634,1.2090435,0.9620457,1.1525709,0.9705497,0.9172293,0.7148361,1.146594,-0.8361875,1.0730665,0.93936,0.224207993702304
"P31946",1.06653652,1.15777492,1.16970854,0.96931445,0.67904725,0.70876953,0.30676114,-0.19126163,0.96753679,1.01672012,0.81034263,1.20477748,1.1691084,1.17407253,1.13851914,1.08194627,1.05547163,0.93278568,0.85219945,1.18329075,0.36902555,0.8449285,0.66440703,1.25718726,0.80373521,1.78092213,0.50114372,-0.05489034,0.49252311,0.323404230220213
"P31948",1.002855,0.7312178,0.6094122,0.5054528,0.9986213,0.8059395,0.4851246,0.472458,1.177886,0.8522408,1.2390677,1.1028499,1.0196999,0.8565267,0.8203611,0.9490133,0.8727962,1.1006825,0.9539793,1.1483595,0.8279728,0.9154833,0.7967,0.7085958,0.9410085,1.1427896,-0.2912635,0.9677468,1.0735981,0.145171971919895
"P31949",0.76176272,0.68562286,0.08962291,1.02502801,1.64872279,1.16283672,1.33786228,0.88975903,2.09904923,1.55931382,1.0139879,1.48985009,1.66359199,1.60393555,1.98017526,1.43077194,1.59447412,1.64265466,1.73807858,1.86796456,1.54941859,1.20762742,1.2293082,1.23961543,1.38829774,1.2514994,0.70626916,1.21290898,0.72436593,0.24058422802901
"P32004",-0.49946443,-0.43239076,0.2239592,-0.52681012,-0.76192582,-0.83234684,-1.41447232,-0.59454226,-0.41705933,-1.29848378,-0.10314062,-1.24637815,-0.56482069,-1.07017116,-0.34363859,-1.38427489,-1.10907919,-1.19605591,-0.87490962,-1.7404287,-0.51483576,-0.67279267,-0.4030227,-0.42048153,-0.43441658,-1.57928603,-0.96587674,-0.57416234,-0.06061096,0.254222043860237
"P32119",2.402237,1.902056,1.611025,2.009743,1.67251,1.776469,1.967959,2.053154,1.840039,1.434644,2.663489,1.687661,1.541061,1.748525,2.080806,1.64969,1.744138,1.804853,1.256979,1.366804,2.105181,1.55463,1.64265,2.214895,1.917918,1.579084,1.751445,1.956073,1.738016,0.377673074547361
"P32455",-0.35401901,-0.32657537,-0.26029927,-0.41044854,-0.30296572,-0.44153788,0.09868035,-0.51066109,-0.74172905,-0.31715326,-0.28902819,-0.04221292,-0.28220748,-0.57802755,-0.3282921,-0.40440459,-0.83427822,-0.06656436,-0.5814066,-0.23219091,-0.35978311,-0.41703425,-0.59861532,-0.0819474,1.23052229,-0.45368542,0.28515945,-0.56476828,-0.31313092,0.440060929047274
"P32969",-0.03717764,-0.25346224,0.18456727,0.17938228,0.15516637,0.25170685,0.04705307,-0.0742593,0.28931428,0.11663823,0.40892555,0.02562343,0.53309585,0.14450414,0.24913217,0.11498014,-0.01795728,0.25084451,0.40096811,0.25509137,0.72511349,0.34873988,0.0906399,0.48898786,-0.69189801,-0.06704123,0.04388209,-0.16714177,0.18063614,0.433430867573968
"P33121",-0.59779897,-0.43306044,-1.04485744,-0.1806875,-1.06223994,-0.74375468,-1.1940456,-0.58537717,-0.67552306,-0.07363501,-0.12515576,-0.65383642,-0.82840242,-0.72012009,0.3043161,-1.1603986,-0.62463442,-1.0734512,-0.37767721,-0.40657006,-0.32705634,-1.01905035,-0.76802575,-0.75419954,-0.35903674,-0.58867679,-0.18584754,-0.65252374,-0.49864744,0.205254386121301
"P33176",-0.89668304,0.134865086,-0.534417052,-0.430432532,0.146381228,0.769410824,0.321081368,-0.220017518,0.334455648,0.509705134,-0.101460107,0.550084781,0.237524332,0.55164502,0.186697608,0.457805876,0.611271188,0.636084269,0.412568543,0.750411131,0.413915667,0.34442843,0.665039033,0.423449612,-0.184123369,0.681983073,0.005715553,0.142883418,0.450433099,0.0823976127174342
"P33240",1.4773682,-0.4016405,-0.1088492,-0.6008881,-0.9043805,-0.5527914,-1.6420353,-0.8546925,-0.8697244,-1.4760596,-0.3021327,-1.3168837,-0.7804955,-0.9005222,-0.474682,-1.1066903,-1.5403336,-1.0982717,-0.540428,-0.8665472,-0.5886288,-0.5069577,-0.5721291,-0.7116082,-0.4344166,-0.8610461,-0.9658767,-0.3635087,-0.3312883,0.807724284491096
"P33316",-0.18661668,-0.26506158,-0.79749014,-0.9800076,-0.68809535,-0.88236814,-0.66730459,-0.1584735,-0.0478951,-0.59158122,-0.14092054,0.042518,-0.3429685,-0.14149953,-0.86786823,-0.63767608,-0.27183676,-1.11998949,-0.21148277,-0.33282093,-1.01127235,-0.28666391,-0.16534678,-0.64683442,0.04346507,-0.33423633,0.10029989,-0.12252292,0.01426028,0.180072953039096
"P34897",-0.463990975,0.095801726,-0.140689059,-0.035446541,0.005471364,-0.545446399,0.160521142,-0.181312267,0.313849317,-0.008442572,-0.706200142,-0.172568287,0.595485726,0.031881886,0.392970951,0.009410842,-0.239559184,0.124866296,0.553299503,0.209962124,0.228126839,0.020929707,0.197654901,0.131223762,-0.083265958,0.746037903,-0.301291478,0.769741494,0.756797182,0.122767198138808
"P34913",-0.59310869,-0.63730406,-0.10533585,0.04518573,-1.52580971,-0.59872271,-1.36078029,-0.38807555,-0.62268962,-0.49323107,-0.4489871,0.18350663,-0.84360659,-0.40009838,-0.46225087,0.1302088,-0.55435131,-0.47624846,-1.09221223,-1.38761728,-0.45461132,-0.00322513,-0.20001096,-0.05775786,-0.10830467,-1.03046187,-0.09815938,-0.56779252,-0.19722235,0.328774311845741
"P34932",0.03993931,0.03576612,0.17329167,-0.7200833,0.78035333,0.2159712,0.74194205,0.61010012,0.7624708,0.92567333,0.80413362,0.89960407,0.95019298,0.83854587,0.90315396,0.75863988,1.07469908,0.78105376,0.7966922,0.96027882,0.72973572,0.77767146,0.62302599,0.73778731,0.43744536,0.68249928,0.86327443,0.43619369,0.76419383,0.0394747652857166
"P34949",-0.309,-1.04,0.0208,0.105,-0.414,-0.574,-0.45,-0.561,-0.0216,-0.133,-0.272,-0.119,-0.0184,-0.0562,-0.454,0.193,-0.267,-0.0559,-0.297,-0.258,-0.122,0.247,0.175,0.45,-1e-05,-0.887,-0.708,-0.0778,0.0269,0.152144047012237
"P35080",0.29097305,0.12133029,-0.15610376,0.02418558,0.48385279,0.30189096,0.49043054,0.30776294,0.37380126,0.5237852,0.71703794,0.68419911,0.84003805,0.30186306,-0.74198657,0.63863658,0.33110997,0.56380517,0.2520763,0.74716775,0.70867208,0.56658589,0.11155436,0.83572615,0.53623261,0.35249069,-0.18618498,0.56290638,0.07869774,0.146582395809084
"P35221",0.3821151,0.4253582,0.1199426,0.193595,0.8789403,1.0258565,1.4011798,0.1205979,0.965693,0.8935821,0.4308039,1.2117914,1.0339785,1.0726159,0.6589415,1.2461435,0.9724127,0.9841579,1.1885266,0.8963113,1.034556,1.2376935,1.1089309,1.0708476,0.6502872,0.5771156,-0.6494822,0.5726814,1.0004683,0.29248233748325
"P35222",0.447845472,0.472238523,0.504048235,0.512273564,0.581835328,-0.061952901,0.672820639,-0.953238386,0.532800642,0.377223855,0.004924009,0.869815538,0.745545737,0.645844534,0.244784357,0.875076257,0.665467653,0.505092863,0.839309253,0.728185533,0.541207486,0.846262046,0.703031828,0.719059884,0.116426893,0.264287557,-0.031635287,0.495945253,0.967064474,0.214796563033038
"P35232",0.8508653,0.8891033,0.8205279,0.5373146,0.9726041,0.5424449,0.6161544,0.6239907,1.0609146,1.1541624,0.6981726,0.7797164,1.197755,0.8992454,1.0905928,0.5548131,0.7332691,1.0811233,0.9192492,0.8402729,1.0330463,0.8270215,0.7934539,0.9042253,1.1820381,0.9871257,-0.2939086,1.0177183,1.1001371,0.266843588438211
"P35237",-0.025940573,0.175565688,-0.836252996,-0.152966444,0.538958358,0.409271024,0.47878542,0.20332328,-1.017312072,-1.657669158,-0.608065629,0.304830614,0.194019183,0.541839995,-0.835515013,-0.511498941,0.262014349,-1.181868541,-0.186631535,0.311911689,0.009541169,-0.85015718,0.760639111,0.513896,0.290115754,0.560356755,-0.16170576,0.683876039,0.252543527,0.878722696846445
"P35241",-0.31232788,-0.37597816,-0.28172675,0.35736859,0.28370252,0.39391872,0.32498903,0.23043444,0.2717565,0.03072391,-0.08358061,0.23305222,0.78002979,0.26783256,-0.3168477,0.30590549,0.28463079,0.07930752,0.13706322,0.03595605,-0.12425711,0.19437452,-0.06298523,0.05232335,0.03054334,-0.69668266,-0.20181355,0.2666354,0.59634085,0.645447171548983
"P35244",-1.000204094,-0.375305266,-0.004142509,-0.258422857,-0.336186251,-0.686047592,-0.298702232,-0.246071929,0.067804521,-0.217031776,-0.211029599,-0.159141209,0.035159858,-0.101790164,0.192828472,-0.289962872,-0.24011479,-0.172318814,-0.20567763,-0.614578261,-0.16522602,-0.266166934,-0.355742862,-0.556099798,-0.900089889,-0.107655596,0.043094137,-0.370058739,-0.168747787,0.797929688758906
"P35268",0.20233587,0.43395382,-0.13244158,0.11549856,0.19399353,0.63363427,0.25566726,0.10739384,0.7866445,0.45215963,0.33105466,0.39005127,-0.06033716,0.28574072,0.26905689,0.50432688,0.61366274,0.66650338,0.6496241,0.69367511,0.26389359,0.40951359,0.49693846,0.5696979,0.62267216,0.62504594,0.15523807,0.50134937,0.48381514,0.232816604800271
"P35270",-0.20313583,-0.39703777,-0.73965977,-1.20598018,-1.28831774,-0.50984755,-0.91287237,-1.51319492,0.03410492,-0.46453694,-0.03094011,-1.25883368,-0.10723732,-0.76287225,-0.38977789,-0.09573086,-1.26179104,-0.3261379,0.05953813,-1.01436013,1.82394493,-0.41427247,0.01077822,0.11903016,-0.43441658,-0.5030597,-0.25059496,-0.40030751,0.1175062,0.0345410659871499
"P35527",0.996220173,0.581826864,0.71603144,0.836469782,0.001388684,-0.018779913,0.705201976,0.202302433,0.72055264,-0.11311064,1.153173908,0.003254411,1.078031927,0.345395022,0.27660475,-0.409495136,0.080684757,0.090832224,0.166454727,0.076511767,0.141945437,-0.072154689,-0.271902709,1.349008888,0.742179482,0.969071677,0.688893791,0.354051996,0.227201476,0.462414157199189
"P35555",1.782199,1.800498,1.408052,2.038729,2.176571,1.802633,1.921646,1.944546,2.22717,2.582126,1.819457,1.777448,2.311003,1.268201,1.793498,1.667944,1.18511,1.972158,2.247246,2.095291,2.339819,1.221328,1.881838,2.067161,2.40404,2.221112,2.237763,2.237711,1.856849,0.730847720450896
