"","Control","Control.1","Control.2","Control.3","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","Disease.22","Disease.23","Disease.24","Disease.25","Disease.26","Disease.27","Disease.28","Disease.29","Disease.30","Disease.31","Disease.32","Disease.33","Disease.34","Disease.35","Disease.36","Disease.37","Disease.38","t_test_p_value"
"Q5T4S7",-2.05258818,-1.81305517,-1.88242629,-1.83359262,-1.08114928,-0.62868751,-1.58080158,-1.68014788,-0.93351037,-1.08179173,-0.93950422,-1.50561793,-1.74101994,-2.04453543,-1.94421116,-0.96392727,-0.94378059,-1.15059354,-1.7372,-1.68126032,-1.96705725,-0.72412513,-0.95145313,-0.71473016,-1.75455849,-0.97446989,-0.91608586,-0.02241107,-1.73518923,-2.02859599,-1.82977197,-1.66057069,-1.66357452,-1.65645553,-1.53475428,-1.80618402,-1.9317235,-1.89240004,-1.81038004,-1.93187296,-1.84666077,-1.92292746,-0.93516902,0.364093975337383
"Q5T5C0",-0.9172544,-0.6777211,-0.7470922,-0.6982585,0.390442,-0.8065104,1.1156125,0.1541563,-0.6075024,-0.8013317,0.9088538,-0.3702837,-0.6056858,-0.9092016,-0.8088772,-0.7611382,0.9338302,-0.7647306,0.5702364,-0.5459261,-0.8317233,-0.6734914,-0.8457903,0.4421407,0.5548872,0.8883337,0.2192484,0.464647,-0.5998551,-0.8932621,-0.6944379,-0.5252365,-0.5282403,-0.5211213,-0.3994201,0.575852,-0.7963895,-0.757066,-0.6750459,1.0257814,0.6479936,-0.7875935,-0.7676152,0.531997499791693
"Q5T653",-0.37320839,-0.38982644,-0.27121527,-1.98682697,-1.93335355,-0.42555271,-1.73403604,-1.83338231,-1.89607097,-2.08989992,-0.13207896,-1.65885241,-0.17282506,-2.1977695,-2.0974454,-0.17883783,-1.96488259,-0.39197167,-1.89043441,-0.14960268,-2.12029146,-1.9620599,-0.39022919,-0.12678484,-1.90779289,-0.42873441,-1.06932038,-0.36127349,-1.88842364,-2.1818301,0.09086136,-1.81380514,-1.81680896,-0.18791535,-1.68798875,-1.95941839,-0.34316102,-0.37814595,-0.25515985,-2.08510721,-1.99989511,-0.20850482,-2.05618351,0.90344221927315
"Q5T8D3",-1.88636124,-0.53535954,-1.71619921,-0.01269633,-0.01635292,0.2159822,-1.41457442,-0.44152929,0.12895281,-0.66415674,0.12834178,-0.4513069,-1.57479281,0.13492525,-0.22258773,-1.73024514,0.0630913,-0.44722235,-0.25138647,0.26602666,-0.51321436,-1.64259843,-0.32335379,-1.82089264,-0.66852002,-0.1092727,0.37752331,-0.12710599,-1.5689621,-0.4721417,-0.14787354,-1.49434355,-1.49734737,-0.22951872,-1.36852711,-1.63995691,-1.76549645,-0.64475075,-1.64415293,-0.15748739,-1.68043368,-1.75670041,-0.0361219,0.747997335748988
"Q5TEC6",2.120166,1.143471,1.30316,2.128824,2.153767,2.040113,1.856245,1.085326,1.348539,1.950383,2.248534,1.523725,2.196679,2.092414,1.75681,2.250632,1.842512,1.963308,1.446675,2.00527,1.994243,2.201294,1.601434,2.130779,2.009818,1.813707,1.955489,1.900232,1.707989,2.165488,2.277407,1.984205,2.197711,2.20523,1.933145,2.138354,2.147024,1.982084,2.203622,1.921209,1.831749,2.002775,1.908033,0.403605355566121
"Q5TF21",-1.6917867,0.02286414,0.02875027,-0.19772782,-1.41931742,-1.5810428,-1.21999977,0.07477577,-1.3820348,-1.57586404,-1.48495352,-1.14481611,-1.38021818,-1.68373393,-1.58340953,-1.53567054,-1.45084649,-1.53926294,-1.37639824,-0.21135428,-1.60625565,-1.4480238,-1.62032268,-1.62631807,-0.29221853,-0.61366804,-0.55528401,-0.66997176,-1.37438746,-0.55145598,-1.46897025,-1.2997689,-1.30277273,-1.29565373,-1.17395246,-0.30369772,-1.57092185,-1.53159836,-1.44957831,-1.57107131,-1.48585906,-1.56212581,-1.54214756,0.0896897669019016
"Q5TZA2",0.78533911,0.08402465,0.10297951,0.29900152,0.83037215,0.42166201,1.07386821,0.21927323,0.90701825,0.81636708,0.79328125,0.4050099,0.69922502,0.46420111,0.99138167,0.92819889,0.48408338,0.74695595,0.57298112,0.90841274,0.91436305,0.51191998,0.52464289,0.23946118,0.38348447,0.83467804,0.9879404,0.60697067,1.37576597,0.18012884,0.73887145,0.66658186,1.00362274,0.9704019,1.10572436,0.55739168,0.54146024,0.64235407,1.09052797,0.5153838,0.7250328,0.91057605,0.693497,0.110427380242021
"Q5U4P2",-2.6474272,-1.1256974,-0.4900725,-2.4284357,-2.3749628,-2.536686,-2.1756463,-1.2181494,-2.3376805,-2.5315074,-2.4405982,-2.1004629,-2.3358639,-2.6393747,-2.5390527,-2.4913145,-2.4064916,-2.4949069,-2.332044,-2.2761046,-2.5618984,-2.4036689,-2.5759651,-2.5819603,-2.3494023,-1.5693153,-1.5109313,-2.3245875,-2.3300332,-2.6234357,-2.4246151,-2.2554151,-2.2584189,-2.2513,-2.1295992,-2.4010274,-1.8275991,-2.4872424,-2.4052234,-2.5267147,-2.4415037,-2.5177694,-2.4977915,0.232336427188584
"Q5VIR6",-2.0245783,-1.7850452,-1.8544164,-1.8055827,-1.7521092,-1.9138345,-1.5527916,-1.6521379,-1.7148266,-1.9086557,-1.8177453,-1.477608,-1.71301,-2.0165255,-1.9162012,-1.8684623,-0.8416381,-1.8720547,-1.0102201,-1.6532504,-1.9390473,-0.4526259,-0.8592512,-0.8158908,-1.7265485,-0.9464599,-0.8880759,-1.7017336,-1.7071793,-2.0005861,-1.801762,-1.6325607,-1.6355646,-1.6284456,-1.5067443,-1.7781741,-1.9037136,-1.8643901,-1.7823701,-1.903863,-1.8186508,-1.8949175,-1.8749393,0.00712311553745815
"Q5VST9",0.26929994,1.23578251,0.95079604,0.70708703,0.71559721,0.35701149,0.74606523,1.2986356,0.55339586,0.46877743,1.16880283,0.88382788,0.6410824,0.61231401,0.67520033,-0.05589517,0.74432721,0.79252264,0.80680498,1.03707724,0.37911315,-0.2630084,0.67962755,0.73055133,0.97119207,0.59743785,1.18399961,0.80687112,0.52264952,0.82524172,1.11625113,1.04984578,0.48627474,0.83137753,-0.68790704,0.7696763,0.07523312,0.69760135,0.4133868,0.77380217,0.86337597,0.43695482,0.6105615,0.131384584347592
"Q5VU43",0.6683313,1.3235445,1.0590529,0.207209,0.8526994,0.4763295,0.6211566,0.88604,1.2035842,0.8411903,1.0782769,1.0708611,0.0875595,0.5117237,0.6791178,0.6779015,0.3041036,0.8399511,0.7650151,0.5023635,0.9504208,0.4535573,0.7180434,0.6965222,0.3653081,0.5124483,0.3969626,0.4107328,0.4157893,0.0648702,1.0138691,0.6662058,1.0298094,0.7764975,0.8619641,0.5036217,0.6687878,0.6663804,0.8848051,0.575466,0.9220235,0.769089,0.7349051,0.493061818582004
"Q5VUB5",-2.2439901,-2.0044575,-1.0254831,-2.0249949,-1.0027639,-2.1332466,-1.0732341,-1.8715503,-1.9342389,-2.1280678,-0.7559869,-1.6970204,-1.9324223,-2.2359373,-2.1356133,-2.0878744,-2.0030505,-2.0914668,-1.9286024,-1.8726627,-1.4213766,-2.0002278,-2.1725263,-2.1785217,-1.9459608,-1.1658724,-1.1074884,-1.9211459,-1.9265916,-2.2199979,-0.9930845,-1.0448181,-1.8549769,-1.0092045,-1.7261567,-1.9975863,-2.1231256,-2.0838022,-2.0017823,-2.1232751,-2.038063,-2.1143296,-2.0943514,0.372414637991297
"Q5VW32",0.48066224,-1.45549363,-1.52486479,0.49243073,0.56322156,0.28500173,0.3331482,-0.60884257,-1.38527499,-0.41323507,0.75258748,-0.34854668,0.60373803,0.01191169,-0.39147933,0.33562683,-0.10620575,0.21387312,-0.68066844,0.17975696,0.12854115,-1.45126399,-0.75257675,0.4051434,0.22886129,0.58129257,0.36788269,0.08999363,0.20731206,0.49943153,0.56038957,0.19803424,0.50079742,0.22955634,0.24386825,0.29866842,-0.22635035,0.2140548,0.37726336,0.25231528,-1.48909924,0.37071394,0.45195459,0.448800312571484
"Q5VWZ2",-0.0502,-1.49,-1.56,-0.361,-0.371,-0.279,0.183,-1.35,-1.42,-1.61,0.584,-1.18,0.0851,-0.227,0.401,0.367,-0.141,0.224,-1.41,0.316,0.2,-1.48,-1.66,-1.66,-1.43,0.373,0.108,0.0224,-0.13,-0.535,0.15,-1.34,-1.34,-1.33,0.404,-0.0643,-1.61,-1.57,-1.49,-1.61,-1.52,0.453,-7.99e-05,0.383052953762673
"Q5VYK3",-0.2601572,-2.2839292,-0.2928355,-0.8964099,-0.579648,-0.6292624,-2.0516764,-0.7894284,-2.213711,-0.2204163,-2.3166291,-0.6319449,-0.5678361,-0.3905385,-0.3713463,-0.625073,-0.4406293,-0.5765964,-0.3615577,-2.1521349,-0.1271585,-2.2796996,-2.451997,-0.7406276,-2.2254328,-0.6710006,-0.6879911,-0.8084589,-0.5427421,-0.6077481,-0.4663622,-2.1314453,-0.4922808,-0.2111643,-0.0548657,-0.6436094,-0.5010984,-0.4984577,-2.2812541,-0.2892223,-0.5629083,-0.3149964,-2.3738227,0.906700998448689
"Q5W186",-1.3922342,-1.1527009,-1.2220721,-1.1732384,-1.1197649,-1.2814903,-0.9204472,-1.0197935,-1.0824823,-1.2763115,-1.185401,-0.8452636,-1.0806656,-1.3841814,-1.283857,-1.236118,-1.1512939,-1.2397104,-1.0768457,-1.020906,-1.3067031,-1.1484713,-1.3207702,-1.3267655,-0.2490802,-0.3141155,-0.2557314,-1.0693892,-1.0748349,-1.368242,-1.1694177,-0.3012463,-1.0032202,-0.9961012,-0.8743999,-1.1458297,-1.2713693,-1.2320458,-1.1500258,-1.2715188,-1.1863065,-1.2625733,-1.242595,0.0771612901714056
"Q5XUX1",-0.28261143,-1.3297216,-1.39909277,-1.35025906,-0.59781558,-1.45851096,-1.09746792,-1.19681424,-1.25950296,-1.4533322,-1.36242168,-1.02228426,-0.24087949,-1.56120211,-0.18886118,-0.02882116,-1.32831465,-1.4167311,-1.25386639,-1.19792668,-1.48372382,-1.32549196,-1.49779085,-1.50378624,-1.27122489,-0.49113619,-0.43275216,-1.2464099,-0.49491466,-1.54526264,-1.34643841,-1.17723706,-1.18024088,-1.17312188,-0.04184131,-1.32285044,-1.44839002,-1.40906652,0.15887668,-1.44853948,-1.36332722,-0.21156041,-1.41961572,0.663977680534594
"Q63ZY3",-0.6005461,-2.6944759,-2.7638438,-1.0687823,-2.6615411,-0.5906803,-0.9543666,-2.5615725,-2.6242596,-2.8180799,-0.3062819,-2.3870451,-0.8622088,-0.9485017,-1.3042958,-0.578083,-0.4943342,-0.7544426,-0.9103537,-1.3900781,-2.8484692,-2.6902464,-2.8625351,-2.86853,-1.1683411,-1.8558989,-1.7975149,-1.9122026,-0.5833994,-0.7456587,-0.6099528,-0.77936,-2.5449995,-2.5378806,-2.4161811,-0.8582126,-1.4451387,-2.773817,-0.3001019,-0.6151747,-2.7280801,-0.5024553,-0.9326655,0.153493291002861
"Q66K74",0.5140413,0.53800946,0.26308156,0.19314586,0.19265387,0.29143194,0.22004071,0.26944057,0.03390503,0.17500608,0.59136118,0.13207483,0.47191098,0.43250874,0.35306924,0.54679821,0.61392419,0.35241471,-0.23904276,0.44519578,0.46734263,0.32067485,0.01504555,0.31913493,0.37031945,0.63978716,-0.05884954,0.38500424,0.30167,0.31608949,0.43052891,0.72336931,0.0648461,0.47420473,-0.39592183,0.48150502,0.63296147,0.42924475,0.31691056,0.47955519,0.17576233,0.28920068,0.53973389,0.757448754399239
"Q66PJ3",-1.4559723,-1.2164391,-1.2858102,-0.5380065,-1.183503,-1.3452284,-0.9841854,-1.0835317,-1.1462204,-1.3400497,-1.2491391,-0.9090017,-1.1444038,-1.4479196,-1.3475952,-1.2998562,-1.2150321,-1.3034486,-1.1405838,-1.0846441,-1.3704413,-1.2122094,-1.3845083,-1.3905037,-1.1579423,-0.3778536,-0.3194696,-1.1331274,-1.1385731,-0.4500223,-1.2331559,-1.0639545,-1.0669583,-1.0598393,-0.9381381,-1.2095679,-1.3351075,-1.295784,-1.2137639,-1.3352569,-1.2500447,-1.3263114,-1.3063332,0.640353353323296
"Q68CZ2",-1.57455495,-1.33502167,-1.40439284,-0.43041523,-1.30208565,0.32116616,-1.10276799,-1.20211432,-1.26480303,0.27379371,-0.03420559,-1.02758433,-1.26298641,0.41326504,-1.46617777,-1.41843877,0.10412745,-0.05711538,-1.25916646,-1.20322676,0.28723949,-1.33079204,-1.50309092,-1.50908631,-0.57755497,-0.49643626,-0.43805223,-1.25170997,-1.25715569,-0.54782018,0.140922,0.08295239,0.34579546,0.14667409,-1.05672068,-1.32815052,-1.45369009,-1.4143666,-1.33234654,-0.26193585,-1.36862729,-1.44489405,-0.5477634,0.209735537081904
"Q68DU8",-1.6465555,0.1680693,-1.4763934,-1.4275597,-1.3740862,-1.5358116,-0.114482,0.3325224,-1.3368036,-1.5306328,-1.4397223,-0.4006149,-1.334987,-1.6385027,-1.5381783,-1.4904393,-1.4056153,-1.4940317,-1.331167,-1.2752273,-1.5610244,-1.4027926,-1.5750915,-1.5810869,-1.3485255,-0.5684368,-0.5100528,-0.4526717,-1.3291563,-1.6225633,-1.423739,-1.2545377,-1.2575415,-1.2504225,-1.1287213,-1.4001511,-1.5256907,-1.4863672,-1.4043471,-1.5258401,-0.4142975,-1.5168946,-1.4969164,0.657259596708106
"Q69YW2",-1.6807412,0.5328275,0.7159244,-1.4617454,-1.4082719,-1.5699973,-0.5099843,0.3697445,-1.3709893,-1.5648186,-1.473908,0.1650222,-0.1814551,-1.6726885,-1.5723641,-0.239074,-0.1930736,-1.5282175,-1.3653528,-0.1375383,-1.5952102,0.2358831,-1.6092772,-1.6152726,-0.2047251,-0.6026226,-0.5442385,-0.2460428,-1.363342,-1.656749,-1.4579248,-1.2887234,-1.2917273,-1.2846083,-1.162907,-1.4343368,-1.5598764,-1.5205529,-1.4385328,-1.5600258,-1.4748136,-1.5510803,-1.5311021,0.348775787964719
"Q6BCY4",-1.08104123,-1.54047788,-1.60984904,-1.56101534,-1.50754186,-1.66926723,-0.45009403,-1.40757054,-1.47025925,-1.66408847,-1.57317795,-0.27691922,-1.46844262,-1.77195834,-1.67163396,-1.62389497,-1.53907093,-1.62748737,-1.46462268,-1.40868298,-1.69448007,-1.53624824,-1.7085471,-1.71454249,-1.48198118,-0.7018925,-0.64350847,-1.45716619,-1.4626119,-1.75601888,-1.55719469,-1.38799335,-1.39099718,-1.38387818,0.07478078,-1.53360673,-1.65914628,-1.61982279,-1.53780275,-1.65929574,-1.5740835,-1.65035024,-1.63037199,0.0602768468755215
"Q6DD87",-0.9705237,-2.8714468,-2.9408106,-2.8919823,-2.8385135,-3.0002204,-2.6392059,-2.7385483,-2.8012335,-2.9950424,-2.9041437,-2.5640242,-2.799417,-3.1028902,-1.4127885,-0.6327476,-1.2198773,-1.3490174,-2.7955973,-2.7396607,-1.3105667,-0.9756641,-3.0394933,-3.0454875,-1.2278487,-2.0328804,-1.9744965,-2.089184,-2.7935867,-1.165355,-2.888162,-2.7189721,-2.7219757,-2.7148571,-2.5931599,-1.0233079,-0.7120777,-2.9507831,-2.8687719,-2.9902505,-2.9050491,-2.9813063,-2.9613309,0.000113444181596913
"Q6DD88",-0.07239894,-1.65624205,-1.7256132,0.28666149,-0.03959812,0.31482855,0.17395362,-0.07963637,0.48184501,-1.77985261,-1.68894212,-1.34880475,0.36192188,0.33545497,0.19912108,0.45308137,0.41095339,-0.26906473,0.13484672,-0.23802428,-1.81024421,-0.15514008,0.16291904,-0.07445684,-0.1659547,0.52869881,-0.06030266,0.06738517,0.30665775,0.10942344,-1.67295886,0.372458,-1.50676136,-1.49964236,-1.3779411,-0.05134467,-0.05553771,0.10373767,0.53162598,0.40589875,0.34077525,0.43858319,0.09540599,0.351699427781086
"Q6DKJ4",-2.3213348,-2.0818025,-2.1511735,-2.1023399,-2.0488665,-2.2105915,-1.8495491,-1.9488954,-2.011584,-2.2054127,-0.8792149,-1.7743655,-2.0097674,-2.3132821,-1.5139891,-2.1652194,-2.0803956,-2.1688118,-0.8858371,-1.9500078,-2.2358042,-2.0775729,-2.2498712,-2.2558665,-2.0233059,-1.2432176,-1.1848336,-1.998491,-2.0039367,-2.2973427,-1.1663153,-1.9293182,-1.932322,-1.925203,-0.9771837,-2.0749314,-2.2004706,-2.1611472,-2.0791274,-2.20062,-2.115408,-2.1916746,-2.1716964,0.0121344234966033
"Q6DN90",-1.7015238,0.4245482,0.65216,-1.482528,-1.4290545,-1.5907799,-1.2297368,0.1505165,-1.3917719,-1.5856011,-1.4946906,0.1676932,-1.3899552,-1.693471,-1.5931466,-1.5454076,-1.4605836,-1.549,-1.3861353,-1.3301956,-1.6159927,-1.4577609,-1.6300597,-1.6360551,-1.4034938,-0.6234051,-0.5650211,-0.6797088,-1.3841245,-1.6775315,-1.4787073,-1.309506,-1.3125098,-1.3053908,-1.1836895,-1.4551194,-1.5806589,-1.5413354,-1.4593154,-1.5808084,-1.4955961,-1.5718629,-1.5518846,0.229974572217013
"Q6F5E8",-1.83846601,0.07378621,-0.10849726,0.30085663,-1.56599679,-1.72772214,-1.36667915,-0.25174385,-1.52871418,-1.72254338,-1.63163288,-1.2914955,0.174717,-1.83041325,-1.73008887,-1.68234989,-1.59752586,-1.68594229,0.51750572,-0.07291188,-1.75293499,-1.59470317,-1.76700201,-1.7729974,-0.07022223,-0.06137743,0.16020419,0.23465305,-1.52106683,-1.81447379,-1.61564962,-1.44644828,-1.44945211,-1.44233311,0.91049117,0.19923003,-1.7176012,0.04126249,-1.59625767,-1.71775066,0.68779497,-1.70880516,0.23383689,0.209646608357141
"Q6FI81",0.05893519,-0.02726681,0.14132915,-0.02524347,-1.86897368,0.0359989,-1.66965613,0.04488152,0.22566543,-0.08790088,-1.93460972,0.03356034,-0.1093408,0.07116721,0.02757458,0.16053561,-0.11685631,-0.08334633,-1.82605453,-0.12896678,-2.05591168,-0.04297368,0.12274858,0.09133467,-0.52644494,-1.06332447,-0.30597044,0.03085323,-0.24829192,-0.03572495,-1.91862647,-1.74942524,-1.75242906,-1.74531007,-1.62360883,-0.04146155,0.10715508,0.12517392,-1.89923454,-0.16386381,-1.93551526,-0.03253685,-0.08480147,0.798039424423754
"Q6GMV3",0.301100722,-0.074168201,0.057148621,-1.293133712,0.261553748,0.284452071,-0.341372569,0.028073326,0.253816466,0.345054838,1.029452739,-0.965158914,0.065508274,0.288292917,0.418312379,0.414021375,0.125276131,0.212593829,0.289748677,0.550202116,0.158490709,-1.268366617,-0.055156655,-0.009444448,0.042616035,0.343904203,0.525766999,-0.188264519,0.110461287,-0.427476302,0.923745597,-1.120111709,0.296152188,0.490261464,0.306200781,0.211083218,-0.039364418,0.002285121,0.594636101,0.079523566,0.238512329,0.417783379,0.130789044,0.352801330154661
"Q6H8Q1",-2.081409123,0.381172003,0.367240556,-1.862413596,0.104270356,-1.970665394,-1.609622573,-1.009998953,0.308760578,-0.018377392,0.127663303,0.524023657,-1.769840931,-2.073356373,-1.973032124,-1.925293181,-1.840469206,-1.928885577,-0.335957848,0.006635115,-1.995878213,-1.83764652,-2.009945226,-2.015940605,-1.783379479,-1.003290895,0.024771925,0.016210996,-1.764010215,-2.057416938,-0.075685833,0.400451575,-1.692395513,0.190705088,-1.563575275,-1.835005004,-0.642571602,-0.184441645,0.199083623,-0.6454207,-1.875481748,-0.049853072,-0.065820189,0.266721134567471
"Q6IAA8",-0.23236318,-0.50895133,-1.43527209,-0.04754286,-0.08903815,0.04744102,0.02029446,-1.23299357,0.17328793,-0.18917214,-0.02046767,-0.21215501,0.17826953,0.27748965,-0.05832407,-1.44931802,0.1157185,0.01845493,0.09468883,0.02834046,-0.15579369,-1.36167128,0.10014654,0.1546025,-1.30740421,0.50486836,0.23003852,0.05389541,0.01167,-0.07444118,-0.26803792,-1.21341638,-0.12265577,-0.13186851,-0.0160374,-0.17125822,-0.19002592,0.11288777,-1.36322578,0.41030728,0.05203501,-0.38912528,0.21280255,0.383639350778079
"Q6IBS0",-1.71238781,0.51986249,0.52880373,0.23643707,-1.43991854,0.10927021,-1.24060089,0.32124217,0.57367702,0.04148001,0.22383937,0.41209201,0.32968875,-0.11724449,0.08709735,0.23621599,0.18474724,0.14123088,0.68231316,0.22112965,0.54168932,0.44368956,0.61310019,0.3722882,0.49182515,0.58998904,0.12308487,-0.10633833,0.21590294,0.26794278,-1.48957137,-1.32037002,-1.32337385,-1.31625485,0.5129977,-0.18086012,0.05766015,0.05405673,-0.4225526,0.18772687,0.56378807,-0.00340745,0.29625197,0.885583245727797
"Q6IQ20",-2.0334222,-0.8278475,-1.8632603,-1.8144266,-1.7609532,-1.9226784,-0.821637,-0.9132405,-1.7236706,-1.9174997,-1.8265892,-0.787482,-1.7218539,-2.0253695,-1.9250452,-1.8773062,-1.7924822,-1.8808986,-1.718034,-0.7369037,-1.9478913,-1.7896595,-1.9619583,-1.9679537,-1.7353925,-0.9553039,-0.8969199,-1.7105775,-1.7160232,-2.00943,-1.810606,-1.6414047,-1.6444085,-1.6372895,-1.5155883,-1.787018,-1.9125575,-1.873234,-1.791214,-1.912707,-0.4593567,-1.9037615,-1.8837832,0.810330188735238
"Q6IQ22",-2.07562592,0.07795165,0.28043371,-0.09427474,-1.80315693,-1.96488218,-1.60383935,-0.1340763,-1.76587434,-1.95970343,-1.86879299,0.03460181,-0.13271088,-2.06757317,-1.96724891,-1.91950997,-1.83468599,-0.38227748,-1.76023777,-1.70429809,-1.990095,-1.8318633,-2.00416201,-2.01015739,-1.77759626,-0.15042545,-0.24015364,-0.24300235,-0.34932742,-0.15839718,-0.06933049,0.24832747,-1.68661229,-1.6794933,-1.55779206,-0.35617642,-0.09236983,-0.21790494,-1.8334178,-0.27132338,-1.86969853,-1.94596522,-1.92598698,0.19313159082644
"Q6JBY9",-2.5765943,-2.3370644,-2.4064349,-2.3576017,-2.3041286,-2.4658524,-0.6706448,-2.2041578,-2.2668462,-0.6469562,-2.3697642,-2.0296283,-2.2650296,-2.5685417,-2.4682191,-2.4204807,-0.3652017,-2.4240731,-0.3855381,-2.2052702,-0.1474654,-0.335545,-0.6448223,-0.9942485,-2.278568,-0.2208902,-1.4400966,-1.5547843,-0.7234194,-2.5526026,-2.353781,-2.1845807,-2.1875845,-2.1804655,-2.0587646,-2.3301933,-2.4557316,-2.4164086,-2.3343893,-2.455881,-0.4538673,-2.4469357,-0.3366315,6.09942243008658e-05
"Q6NUM9",-0.130577155,-0.838416116,-0.086798198,-0.535941826,-0.517352494,0.045998394,-1.471417328,-1.570763639,-0.002710368,-0.251887196,-0.102647462,-1.396233679,-1.631635715,-0.150950746,-0.446825538,0.260643351,-0.059761662,-0.011114963,-1.627815773,-0.438988548,-0.02671238,0.16067106,-0.143656259,0.037752922,-0.711610867,-0.166115621,-0.806701594,-0.776903532,-0.491111452,-0.325443969,-0.510463163,0.044248451,0.147348846,0.196290163,0.221940096,-0.904394271,0.062250044,-0.566829208,0.002773354,-0.145154813,0.281224936,-0.401385897,-0.304316781,0.50853817340778
"Q6NV74",-2.68875559,0.23783242,0.52915048,-2.46976508,-2.41629226,-2.57801502,-2.21697604,-0.01869892,-2.37901002,-0.85401978,-2.48192752,-0.51682352,-2.37719341,-2.68070313,-2.58038169,-2.5326437,-2.44782097,-2.53623603,-2.3733735,-2.31743424,-2.60322725,-2.44499831,-2.61729391,-2.62328913,-1.09369488,-1.6106452,-1.55226119,-1.6669489,-1.19427968,-2.66476423,-2.46594449,-0.45749071,-2.29974856,-2.29262961,-2.17092891,-2.44235683,-2.5678943,-2.5285716,-2.44655279,-2.56804376,-2.48283305,-2.55909845,-2.5391206,0.273362077023385
"Q6NVY1",0.4056461,-0.42766649,-1.23920148,-1.19036776,0.42823055,-0.45616673,-0.10398066,-0.33795294,0.83642792,-0.17000433,1.3035961,-0.15624985,0.30952671,-0.522946,-0.15974281,0.09483797,-0.33942146,0.45643012,0.6981504,0.63616143,0.39805024,-0.05205858,0.78985482,0.59163949,0.31022126,0.45520657,0.85596362,-0.10217035,0.03941119,0.30085056,1.13131898,0.21147605,0.10534915,0.55213137,-0.08237363,-0.21139884,0.29047614,0.24040579,0.80375265,-0.4160581,0.55001901,0.70771372,-0.30752323,0.116540174508033
"Q6NXS1",0.185974729,-0.321128851,0.071302624,-0.078691514,0.009397629,0.212258156,0.089661219,-0.088556827,0.788435931,-2.732995752,0.250125093,-0.099534761,-2.537355984,-2.840859044,-0.149069096,-0.3245219,-0.439055617,-0.794861199,-0.178163736,-0.104620454,-2.763385819,-2.605160083,-0.195038089,-0.673481696,-2.550894271,-1.770809894,-1.013455979,-0.161263889,-0.605949582,-0.79245508,-2.626105955,-2.456908,0.40015864,-0.02011082,0.519133836,-0.232133737,0.118367948,-0.088753295,0.305518575,-0.099486046,0.122938562,0.083903431,-0.446877005,0.00394283140712236
"Q6NYC8",-1.5499014,-1.3103681,-1.3797393,-1.3309055,-1.2774321,-1.4391575,-1.0781144,-1.1774607,-1.2401494,-1.4339787,-1.3430682,-1.0029307,-1.2383328,-1.5418486,-1.4415242,-1.3937852,-1.3089611,-1.3973776,-1.2345129,-0.4796032,-1.4643703,0.1743951,-1.4784373,-1.4844327,-1.2518714,-0.4717827,-0.4133986,-1.2270564,-0.042738,-1.5259091,-1.3270849,-1.1578835,-1.1608874,-1.1537684,-1.0320671,-1.3034969,-1.4290365,-1.389713,-1.3076929,-1.429186,-0.1077563,-1.4202405,-0.1694498,0.0101037976111826
"Q6NZI2",0.47923805,-0.15531261,-0.22080341,-0.30831915,-0.23316755,0.58071458,-2.00029319,-2.09963932,1.01844684,0.61991289,0.55435712,-1.92510964,0.17043091,0.58867689,-0.05761861,0.18471925,0.27054874,-0.82854269,0.57682577,-0.41346578,0.47467984,-2.22831659,0.63638058,0.27223302,0.21008063,-0.46461594,-0.63660778,-0.87978141,0.77113585,-0.37258478,0.58817031,0.64929765,0.23845546,0.47881317,0.03223063,0.09396105,-0.68365917,-2.31189069,0.58380728,0.54137523,0.69101993,-0.23120315,-0.02549119,0.453311677864595
