"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","X","t_test_p_value"
"P07686",-0.3356364,-0.9333331,-0.2808307,-0.2641895,-0.5492593,-0.2170992,-0.2886101,-0.3081362,-0.3114971,-0.5199405,-0.4427601,-0.566509,-0.3197138,-0.2443208,-0.2653933,-0.5850926,NA,0.842679252590355
"P07737",1.262061,1.322327,1.443307,1.268145,1.291863,1.258011,1.21116,1.266704,1.347908,1.40589,1.192223,1.333099,1.304475,1.368292,1.295006,1.255753,NA,0.905956487375604
"P07738",-0.590713156,-0.268136018,-0.694990681,-0.372191917,-0.814171554,-0.796047066,-0.06026343,-0.243621995,0.032720818,0.100671669,-0.048162082,0.006917842,-0.512472145,-0.335311709,-0.319404672,0.11234552,NA,0.292857458351738
"P07741",-0.4728581,-0.42024381,-0.14578006,-0.25968025,-0.23280149,-0.35712433,-0.38722252,-0.29134019,-0.05476692,-0.18956476,-0.41125362,-0.24736379,-0.20960166,-0.13579258,-0.09927416,-0.77050719,NA,0.790904143595381
"P07814",0.4514794,0.4844371,0.4861421,0.6085914,0.6029245,0.6295838,0.6185453,0.625302,0.5226038,0.6047758,0.5983837,0.5582875,0.6954688,0.472478,0.545148,0.5307004,NA,0.123117674423459
"P07858",0.31550675,0.44514068,0.5172251,0.50948649,0.55432025,0.69754155,0.62093998,0.53962704,0.22928766,0.4758674,0.13719778,0.20728648,0.20524774,0.09670374,0.11779334,0.19725131,NA,0.000116206485686332
"P07900",2.426553,2.642138,2.335578,2.358194,2.277542,2.33398,2.309075,2.277771,2.357694,2.314024,2.358651,2.259374,2.238476,2.332023,2.303063,2.328546,NA,0.373436289496643
"P07910",0.964348,0.9191637,0.9116474,0.7299119,0.6602062,0.675764,0.6990836,0.7001204,0.7053741,0.9324668,0.7781725,0.9160991,0.7818686,0.8882006,0.9584685,0.83995,NA,0.0246494678609679
"P07919",0.836623411,-0.012352822,0.471493447,0.722417948,0.758604181,0.872337767,0.727520705,0.92470557,0.422876569,0.768017523,0.103297395,0.235751312,0.009281848,-0.276383666,0.13319983,0.361042506,NA,0.0767036020909798
"P07942",-1.0684022,0.4116913,-1.5822384,-1.0230809,-1.1283242,-1.0025793,-0.7317671,-0.865349,-0.8873671,-0.6965201,-1.1486104,-0.6595603,-0.8310718,-1.5470603,-0.8688724,-1.0079177,NA,0.353509641464842
"P07947",-1.478957,-1.1270298,-0.4230521,-1.05069,-1.2440859,-1.0163242,-0.7308148,-0.9072556,-0.8685868,-0.5222168,-0.8216548,-0.7736614,-0.8026419,-0.7839577,-0.7302699,-0.9540929,NA,0.409548010179404
"P07954",1.46625,1.500979,1.316991,1.431693,1.349867,1.432829,1.380089,1.400364,1.449496,1.370785,1.408594,1.345909,1.469539,1.488381,1.432947,1.50492,NA,0.0662469713160441
"P08123",0.7300778,0.4451703,0.6388571,0.6810203,0.7216885,0.6728081,0.8703487,0.724926,1.0719616,1.0314181,0.9951721,1.110386,1.0825933,0.9981594,1.2770973,1.1406616,NA,0.0113833775538244
"P08133",2.150868,2.117231,1.898382,1.950797,1.835432,1.938934,1.889492,1.812865,1.921957,1.865992,1.87546,1.894537,1.93248,1.950424,1.809863,1.937416,NA,0.718150301176832
"P08134",-0.41027276,-0.31849977,-0.48064854,-0.2955274,-0.3805725,-0.69580708,-0.75656344,-0.65135516,-0.68506036,0.06393205,-0.46260715,-0.13624031,-0.34164074,-0.47188616,-0.36111239,-0.74346346,NA,0.957479891067403
"P08195",1.372078,1.435293,1.369903,1.424228,1.341743,1.447174,1.358612,1.265192,1.367774,1.354296,1.41515,1.460851,1.401055,1.443913,1.48539,1.34701,NA,0.361035089894347
"P08237",1.644009,1.691271,1.552851,1.667266,1.571793,1.606229,1.511576,1.507724,1.498337,1.588474,1.617617,1.625839,1.502793,1.678619,1.562295,1.606866,NA,0.395175836928032
"P08238",1.996039,2.117622,1.918331,1.922312,1.868187,1.968109,1.880573,1.875029,1.913461,1.927953,1.941595,1.873254,2.037318,1.98675,1.946485,1.945492,NA,0.424557011034025
"P08247",1.738743,1.481626,1.502483,1.814759,1.803579,1.9231,1.899679,1.907633,1.694281,1.463606,1.688002,1.538392,1.869829,1.517792,1.479987,1.626119,NA,0.0229934829347704
"P08294",-0.19102741,-0.16391123,-0.86302947,-0.40653427,-1.42597835,-0.7963755,-0.55876012,-0.68025849,0.05794125,-0.25670307,-0.28834471,-0.33409564,0.06789033,-0.08443943,0.02452418,0.14596078,NA,0.00582062469777501
"P08559",1.5588403,1.4146673,1.1697049,1.3416992,1.2977537,1.4145973,1.4001618,1.4372263,1.5650389,1.3199181,1.3645957,1.5456256,0.9352752,1.1837883,1.1608316,1.3554909,NA,0.118578941578438
"P08571",-1.4026149,-0.7169048,-1.1031354,-1.0406033,-1.7532655,-1.5452612,-1.4955678,-0.1083239,-0.836288,-0.6671255,-0.8326575,-0.4789249,-0.4975867,-1.2874214,-0.4592704,-1.1463619,NA,0.743736747720801
"P08572",0.75985276,0.21128881,0.16048043,0.07096604,0.38105357,0.40917949,0.405747,0.33802029,0.4649737,0.38851357,0.10021835,0.12907413,-0.07537285,-0.0855563,0.03786384,0.09574719,NA,0.00816978811520638
"P08574",1.3938273,1.2618343,1.1392343,1.3818081,1.0514741,1.282899,1.1290384,1.1053634,1.060941,1.0352406,1.0629108,1.0777458,0.9235783,0.9469422,1.1034294,1.1997023,NA,0.343013275741579
"P08621",0.14933269,0.24368837,-0.28422771,-0.12200925,-0.29533024,-0.10919817,-0.12168305,-0.13827225,-0.1657605,-0.13987515,-0.19462529,-0.30856184,-0.10191727,-0.13848801,-0.06279842,-0.22184488,NA,0.825804474740951
"P08670",2.015399,2.018572,1.907612,1.783572,2.061094,1.97542,2.421036,2.013514,2.362858,2.534412,2.190745,2.520809,2.319862,2.382839,2.853341,2.362634,NA,0.0798059709073198
"P08708",0.11525377,-0.07208114,0.36620345,0.37150542,0.24887938,0.17418361,0.17557896,0.37462746,0.28291771,0.32112914,0.43074952,0.41725536,0.27458874,0.43601579,0.46713951,0.29110695,NA,0.0824384842201639
"P08754",0.190247281,-0.001349782,0.316049835,0.258694109,0.21052697,0.217433494,0.221976156,0.227692543,0.223957078,0.193506318,0.06742733,0.109555676,-0.021286606,0.113189189,0.131778721,-0.011092567,NA,0.0719126541037399
"P08758",1.483415,1.579334,1.703202,1.382151,1.370799,1.340382,1.397876,1.329412,1.531587,1.757458,1.524108,1.83891,1.736093,1.741568,2.005093,1.6535,NA,0.0619419246222454
"P08865",0.9288492,0.823462,0.683782,0.8674541,1.0116794,0.867734,0.7556685,0.8184963,0.6800504,0.6815887,0.7135103,0.7151417,0.9106339,0.7749008,0.8247782,0.6774816,NA,0.386753922000121
"P08962",-0.07522258,-0.16021882,0.04404786,0.03284526,0.04887562,0.06765458,0.03046111,-0.0831134,-0.05120322,-0.17097859,-0.17447525,-0.14362162,0.29481409,0.09613599,0.01672856,0.03041035,NA,0.174364596209812
"P09038",0.13878595,0.03205001,-0.70324352,-0.96225615,-1.07534113,0.28884886,-0.16172843,-1.54326519,-1.10590217,-1.3277895,1.36835488,0.04735394,0.0965241,-0.33390349,-0.98857226,-0.07119131,NA,0.616136132960731
"P09104",2.422623,2.498137,2.411546,2.425732,2.383376,2.454318,2.423316,2.394389,2.455705,2.372353,2.441391,2.492586,2.389612,2.338618,2.302064,2.442939,NA,0.235224954537814
"P09110",0.3884399,0.4623629,0.6062982,0.6044352,0.5506075,0.6267463,0.6215307,0.7365471,0.3862525,0.5107817,0.4713891,0.392721,0.3767041,0.4652862,0.3921483,0.331208,NA,0.0164759182636502
"P09211",1.6011,1.511861,1.695867,1.658827,1.546499,1.49966,1.599469,1.512615,1.691631,1.744989,1.660692,1.811536,1.640498,1.877354,1.842679,1.664629,NA,0.069559915498044
"P09382",1.735264,1.51805,1.452716,1.53629,1.599042,1.550632,1.495276,1.427134,1.409535,1.743691,1.194603,1.378122,1.343306,1.415502,1.386814,1.315488,NA,0.0227629513497055
"P09417",2.13632,2.263857,2.331638,2.012342,1.937221,1.851696,1.760993,1.726472,1.973563,2.006997,1.818072,1.816868,1.74418,2.188845,1.738185,1.983343,NA,0.940676316870844
"P09429",1.0435056,1.3312175,1.2614252,0.8620072,0.9806652,0.8486796,0.9063718,0.8230961,0.6795167,0.7708768,0.6339649,0.4852252,0.6309685,0.750101,0.8625393,0.7186705,NA,0.0717860752706031
"P09455",0.5286611,0.5720418,0.7247086,0.5880109,0.6285693,0.5527095,0.4518381,0.52621,0.516176,0.6889451,0.4259129,0.2830766,0.6200685,0.619647,0.6343088,0.5289553,NA,0.602046104549429
"P09471",2.610658,2.568988,2.448378,2.531763,2.514573,2.503982,2.477551,2.406895,2.423387,2.452671,2.422284,2.378724,2.34567,2.423857,2.369872,2.461271,NA,0.109206638769703
"P09488",0.01572825,-0.06721795,-0.35032478,-0.15323488,-0.17398627,-0.11983289,0.01760133,-0.15511586,-0.20275971,0.24481577,-0.27553757,-0.83628126,-0.24653268,-0.3928705,-0.39153133,-0.25571547,NA,0.020954923483821
"P09493",0.32131168,0.28335359,0.03187216,0.5251952,0.50941327,0.53695111,0.94181963,0.46362724,1.29028585,0.81366696,0.80657159,0.72768214,0.55893095,0.29150115,0.67511293,0.74063338,NA,0.985399966309864
"P09496",0.9287546,0.6845879,1.0317181,1.0982307,1.1415819,1.2301009,0.8202036,1.0731775,0.9509042,1.0595941,1.0327858,0.7087934,0.8049727,0.7803582,0.9968486,0.7038449,NA,0.172596655213707
"P09497",1.0555682,0.9918124,1.0416668,1.2101503,1.216986,1.3553329,1.2663967,1.2411266,1.0971428,1.1217826,1.1214475,1.0765575,1.1531756,0.8714806,0.9358499,1.1005087,NA,0.0652031990521422
"P09525",0.37712321,0.46029942,0.11721644,0.14645222,0.38295547,0.13640377,0.36683864,0.02807312,0.47884275,0.45609244,0.21141374,0.43188836,-0.02888607,0.15498573,0.78686972,0.28515545,NA,0.538005514233037
"P09543",3.061371,3.221943,3.135031,2.802568,2.796467,2.809606,2.522211,2.646631,2.676015,2.684588,2.458318,2.291747,2.543929,2.857258,2.350963,2.744658,NA,0.384423374246381
"P09622",1.472048,1.491133,1.211033,1.485405,1.431078,1.517094,1.467501,1.437412,1.179147,1.331696,1.306002,1.249018,1.321213,1.147984,1.236503,1.321991,NA,0.0525967325646967
"P09651",0.6849495,0.7584724,0.6984022,0.478065,0.5632903,0.6186093,0.6296013,0.5636182,0.6083974,0.6837472,0.3763875,0.4982652,0.5794961,0.5710783,0.6766002,0.5388195,NA,0.725525961912049
"P09661",-2.1458386,-1.1887756,-0.7096521,-1.0686236,-0.8114499,-1.0768851,-0.7667943,-1.0482141,-0.6947323,-0.7184086,-0.6597316,-1.3760041,-0.4862648,-0.9777041,-0.3401437,-0.9895115,NA,0.559651484666557
"P09668",-0.6420554,-0.5876659,-0.5966628,-0.8085505,-0.6805112,-0.5959535,-0.7354042,-1.0306123,-0.8831,-0.6859019,-0.9462093,-1.1609709,-0.5361934,-0.6597004,-0.5490154,-1.0027903,NA,0.986980880759332
"P09669",1.3116619,1.313009,0.8834488,1.3449372,1.3040219,1.4771431,1.2867209,1.279646,1.1198849,0.9400288,0.9946395,0.7259458,1.2948789,0.8683286,0.9337119,0.9468175,NA,0.000887071493134421
"P09874",0.6103379,0.8731914,0.7852737,0.4347757,0.4775947,0.4984499,0.5358551,0.4596306,0.4791917,0.6121672,0.4833609,0.4193751,0.5775843,0.7023403,0.7493151,0.5614142,NA,0.248827436607898
"P09914",-0.7127999,-0.7744923,-0.669641,-0.7026863,-0.7452947,-0.5825911,-0.7365256,-0.856391,-0.8338631,-0.7860449,-0.8582899,-1.2580744,-0.5264754,-0.8102069,0.4400042,-0.8263144,NA,0.504220266310129
"P09936",2.485227,2.627805,2.445653,2.503106,2.433762,2.435464,2.453441,2.380076,2.341927,2.219602,2.192161,2.194096,1.996384,2.331971,1.909159,2.326523,NA,0.196231703318592
"P09960",0.7454912,0.8318475,0.9013363,0.9182444,0.8434879,0.8975019,0.9288663,0.8711277,0.9546554,0.9788336,0.9380962,0.949215,0.9002863,0.9808296,0.9825553,0.9146348,NA,0.0708882537349106
"P09972",2.434456,2.583073,2.379262,2.472106,2.338599,2.363853,2.456869,2.315104,2.453992,2.343509,2.395217,2.360116,2.454246,2.422178,2.288103,2.342045,NA,0.223849835071418
"P0C0L4",-0.5994569,-0.7427778,-0.8107034,-0.7858875,-0.7873398,-0.8974403,-0.8640862,-1.1313094,-0.4504041,-0.2420837,-0.837151,-0.723577,-0.6969946,-0.6166272,-0.4224028,-0.546658,NA,0.0141662743075253
"P0C0L5",-0.01507999,0.46404193,0.84299901,0.11607,0.1537112,0.16053038,0.37971872,0.25084941,0.86827155,1.10151951,0.84673788,0.97053311,0.90107189,0.92785046,1.08696284,0.9131652,NA,0.00106107903048189
"P0C7M8",-1.3527874,-0.3629185,-0.2948075,-0.1697602,-1.6479629,-0.3175402,-0.2387843,-0.2377398,-0.4161915,-0.4869614,-0.5986282,-0.5582821,-0.3997455,-0.5936924,-1.3724685,-1.1576438,NA,0.108250658251163
"P0CG08",-0.9480618,-1.9302555,-0.9250064,-0.4898644,-0.8116853,-0.5506576,-0.5390447,-0.5306526,-0.5473459,-0.4780197,-0.3039589,-0.3422154,-0.4805794,-0.47118,-0.185688,-0.3449333,NA,0.0404762937537217
"P0CG30",-1.04518791,-1.01709106,0.83841708,-0.75325851,0.37985229,-0.59018368,0.13972323,0.73066219,-1.81879271,-1.63073082,-0.762634,0.60465433,-0.01680471,0.23158281,0.34886096,0.25432241,NA,0.147499585798618
"P0CG47",2.066754,2.299465,2.060639,1.862602,1.967107,1.988641,1.73036,1.76659,1.918184,1.972994,1.877389,1.876218,2.021091,2.08988,2.103811,2.049913,NA,0.0799872033871
"P0DJI8",0.04898693,-0.07108669,-0.30226225,-1.10947053,-0.59122381,-0.24057208,-0.33534782,-0.13278145,0.28872021,0.07765171,0.13280737,0.1145853,0.37127075,0.05894786,0.109137,0.09124301,NA,0.028358188128763
"P0DMV9",1.904314,1.778699,1.938846,1.846722,1.755238,1.729547,1.840765,1.854496,1.895991,2.041756,1.913188,2.004706,1.98185,1.993949,1.974312,1.906087,NA,0.0134761048211288
"P0DOX2",-0.3319585,-0.3972978,-0.4979982,-0.5367268,-0.5005863,-0.6088568,-0.3619294,-0.6699309,-0.480437,-0.4659454,-1.3303754,-0.8092855,-1.4384093,-2.2416813,-1.5566863,-1.2844189,NA,0.0509336772864224
"P0DOX6",0.13278282,0.31968941,0.18718864,-0.04337868,-0.58509814,0.02369303,-0.5198911,-1.02965507,0.85100704,0.21224374,0.66243106,-0.18222306,0.27409786,-0.2969569,0.29207481,0.04354406,NA,0.688819751578911
"P0DOX7",0.8695673,1.1401351,0.7949085,0.9547758,1.1529832,0.7980953,0.8294298,0.6899407,1.5831012,1.2726619,0.9174914,0.8789996,0.9255217,0.3179899,1.0313324,0.9289954,NA,0.41345282136249
"P0DOX8",0.6809892,0.6817412,0.9253385,0.8785986,0.698767,0.3637341,0.757347,0.1584668,1.3762944,1.1148646,0.6182324,0.8776658,0.7225838,0.2166101,0.8664677,0.8017257,NA,0.699574029772886
"P0DP25",2.516509,2.587498,2.420606,2.175128,2.22773,2.412562,2.20179,2.161416,2.292191,2.370785,2.428043,2.466228,2.258716,2.469859,2.317997,2.523886,NA,0.175708083702635
"P0DP58",0.11347834,0.03529168,0.11576348,0.11835419,0.1620597,0.1807109,-0.01900488,-0.05624912,-0.43283982,-0.06850372,-1.03909687,-1.03542925,-0.27473593,-0.72333225,-1.171232,-0.69687155,NA,0.0153350184382148
"P0DPH7",0.252091733,0.240734622,0.197586991,0.418684173,0.218028488,0.191609253,0.165723509,0.035561958,0.008441835,-0.049468795,-0.176458281,-0.592123996,-0.005438532,-0.238227388,-0.264744228,-0.023025478,NA,0.0201301700295825
"P0DPI2",1.2660263,1.2463878,1.2332493,1.2639923,1.1804462,1.1213979,1.1676615,1.1859994,1.1786597,0.9591093,1.2239365,1.2553136,1.2323968,1.0142945,1.0675523,1.0829642,NA,0.00344697001386825
"P10109",-1.5274767,-1.2697943,-1.6152955,-1.8574539,-1.4011919,-1.3337051,-1.9245847,-1.4997154,-1.072771,-1.4358704,-0.9589365,-1.0310546,-0.8779721,-1.2430497,-0.9380952,-0.9272166,NA,0.018894379758841
"P10114",0.6697903,0.2017925,0.4875552,0.5054484,0.4343124,0.4216511,0.3444684,0.391102,0.2865359,0.4104292,0.2822379,0.2534586,0.5908298,0.4207864,0.2033936,0.4397929,NA,0.749417518916336
"P10155",-0.036492425,-0.175025988,0.201461158,-0.119980683,0.099897648,-0.326634544,0.008291817,-0.017187831,-0.057364735,0.016813224,0.120542029,0.167721411,0.215788426,0.148063968,-0.114793622,0.030863955,NA,0.501425129530657
"P10253",-0.66272646,-1.25810393,0.10858375,-0.03539024,-0.10649985,-0.05567358,-0.26536045,-0.25086698,-0.59463878,-0.22240233,-0.42776424,-0.3632855,-0.11284818,-0.19193207,-0.20886789,-0.38431237,NA,0.79098462934824
"P10301",-0.4264863,-0.1768857,-1.1428465,-1.1923549,-0.7798426,-0.9974713,-0.5873232,-1.0467988,-0.2404546,-0.4450353,-0.6046549,-0.3923858,-0.8031833,-0.4625182,-0.2682036,-0.4727968,NA,0.0421247497251373
"P10321",-1.1310025,-1.0115028,-0.8893258,-1.0898086,-1.3433118,-1.3704153,-0.5527227,-0.2336883,-1.2223869,-1.252425,-1.4992795,-0.4810493,-1.8567215,-1.1887104,-1.1189317,-1.4582731,NA,0.132481183134507
"P10412",1.65999,1.806189,1.876167,1.5938,1.609276,1.645097,1.528224,1.442497,1.475031,1.547452,1.412215,1.141635,1.618635,1.70349,1.651236,1.5234,NA,0.959555704111606
"P10451",-0.386960311,0.629128046,0.200594286,-0.177194927,-0.417598841,0.007858582,-0.00992622,0.114518724,-0.399821694,0.374304078,-0.28784926,-0.056932414,-0.186193253,-0.08894401,0.353718561,0.403254765,NA,0.302367867564919
"P10515",1.4025412,0.9211708,1.2650974,1.4213631,1.3265481,1.374341,1.3435379,1.4313647,1.2738901,1.1756907,1.2659288,1.3366283,1.3487164,1.2635108,1.175779,1.2102208,NA,0.246201344306901
"P10586",-0.2147633,-0.4957201,-0.454458,-0.5968633,-0.6786,-0.8403693,-0.9405706,-1.1934424,-0.7292793,-0.7850453,-0.5981442,-0.6444482,-0.6299937,-0.6355474,-0.6026884,-0.5148371,NA,0.130519254328397
"P10599",1.314237,1.3527416,1.0741773,1.0086784,1.0604158,1.1139163,1.100333,1.0944052,1.1254004,1.1476727,1.085261,0.8432103,0.7972032,1.2739497,1.0820382,1.1987279,NA,0.362658244352131
"P10606",1.416199,1.3769927,1.1277762,1.2688594,1.1490744,1.2248351,1.044309,0.9950959,1.147098,1.0271311,1.1014324,1.038667,1.2785932,1.2546473,1.1689711,1.1489155,NA,0.667428492309998
"P10636",1.50262,1.939838,1.713188,1.736557,1.843365,1.848899,1.870921,1.837747,1.789066,1.896527,1.920356,1.789193,1.834877,2.077187,2.160002,1.878237,NA,0.111512057683424
"P10644",0.44575883,0.7082057,0.8721463,0.35149378,0.5772848,0.27879851,0.11269962,0.51170962,0.35372111,0.35426669,0.20477547,0.06997178,0.18829231,0.08381261,0.44366885,0.25392216,NA,0.180613215033169
"P10645",-0.6019746,-0.2321422,-0.3473922,-0.2764894,-0.4016848,-0.1892488,-0.1124229,0.0630357,0.1650288,0.3663922,0.3094262,0.3253299,0.2933636,0.1401326,0.2680335,0.6551949,NA,0.0582959240862299
"P10768",0.871435,0.5663971,1.1830339,0.9259376,0.959797,1.0693059,0.9562699,0.8740401,0.9215437,1.1670069,0.8566132,0.9155748,0.8750684,0.9565029,0.9960044,0.8390948,NA,0.98514433269052
"P10809",1.968688,2.072163,2.015057,2.185566,2.057131,2.092839,2.08858,2.095856,2.057455,1.986808,2.016817,2.026415,2.080639,2.035649,1.994791,1.963647,NA,0.0255173802095278
"P10909",1.170204,1.275901,1.10094,1.238137,1.023468,1.0479,1.074382,1.020162,1.556657,1.372103,1.333268,1.299206,1.522886,1.419059,1.488835,1.372424,NA,0.00637886732366182
"P10915",0.9854708,0.8339854,0.7520473,1.0744291,0.8359936,0.879358,0.8223353,0.9583474,0.7841061,0.8100972,0.6352598,0.6668622,0.6735616,0.6631163,0.8370713,0.7841783,NA,0.164633674719352
"P11021",1.445219,1.450981,1.338143,1.369761,1.344106,1.376217,1.308677,1.375312,1.432549,1.453725,1.475529,1.382014,1.573925,1.532471,1.530913,1.412265,NA,0.0799542311983067
"P11047",0.3958103,0.2722239,0.3750246,0.3256202,0.1825285,0.476785,0.6323507,0.3894492,0.8694905,0.603934,0.541286,0.6411784,0.4140967,0.5453045,0.6887928,0.6125314,NA,0.0777139530573765
"P11049",0.4417454,0.9636904,0.8913316,0.9708992,1.0058368,1.0776191,1.0426825,0.6252298,0.9521806,1.1924561,0.8007811,0.5377007,1.0420114,1.0726312,1.364632,0.9330976,NA,0.285218053015119
"P11137",2.065641,2.170329,1.970802,2.154544,2.296357,2.022199,2.202429,2.287867,2.025756,1.872279,2.210226,2.022546,2.310638,1.931412,1.949676,2.171567,NA,0.247478613992523
"P11142",2.558368,2.605789,2.471364,2.467748,2.44564,2.422518,2.436168,2.404942,2.446267,2.406713,2.512135,2.455667,2.501376,2.505209,2.391572,2.484214,NA,0.959744494455428
"P11166",0.17007476,0.72813822,-0.47062225,-0.32213663,-0.42592243,-0.26624723,-0.17558778,-0.44869626,0.09713077,0.2045947,0.54923489,0.24630809,0.27218947,0.34236263,0.26901901,0.49238373,NA,0.0085484459120743
"P11169",0.4303363,0.6145936,0.4652963,0.6777807,0.6047069,0.6633259,0.6415795,0.6760856,0.7053149,0.6210631,0.7384487,0.472489,0.2552181,0.5003547,0.2917148,0.523261,NA,0.106235929336299
"P11171",-0.8572768,-0.4659538,-0.6442067,-0.8319523,-0.7092198,-0.8443623,-0.6612489,-0.8751804,-0.6856499,-0.4832639,-1.2236118,-0.6991654,-1.292499,-2.006134,-0.9179708,-0.5972538,NA,0.394262046505883
"P11177",1.696113,1.532548,1.428107,1.606063,1.573764,1.629836,1.59061,1.619613,1.514998,1.407277,1.591043,1.526617,1.56159,1.544813,1.430787,1.557322,NA,0.344781400793367
"P11182",0.867923,0.9786221,0.7508947,0.141952,0.1637924,0.8358617,0.8023266,0.7820495,0.6635164,0.6051175,0.6437832,0.4911606,0.7179857,0.5114568,0.6272449,0.12007,NA,0.304994804011893
"P11216",1.85994,1.90096,1.861086,1.863214,1.745289,1.693621,1.803415,1.749133,1.923232,1.947683,1.861709,1.959633,1.774268,2.006952,1.983083,1.916282,NA,0.00725620664596026
"P11217",1.3160262,1.235055,1.2277292,1.1251847,0.9308163,1.1795206,1.0917179,0.9433464,1.0566248,1.1780595,0.9670035,1.0920074,1.0764193,1.2274037,1.3544255,1.1140958,NA,0.183684254965382
"P11229",-0.5370834,-0.5063259,-0.5391774,-0.4315331,-0.3203983,-0.6393811,-0.7862842,-0.7425257,-0.6806387,-0.7589663,-0.6210254,-0.8827134,-0.3960338,-0.6432233,-0.8638268,-0.8114301,NA,0.0774809870288185
"P11233",1.2855963,1.42345,1.3113125,1.1232031,1.1336439,1.1366304,1.0570278,1.0745559,0.8740913,0.8596122,1.039537,0.9632742,0.7749125,1.2008492,0.8670068,1.0876872,NA,0.480278546940579
"P11234",0.039846224,0.166604182,-0.195785793,-0.021175519,-0.249347153,0.001709156,-0.013539018,-0.548187636,-0.404676315,-0.456746957,-0.250279971,-0.349439951,-0.489742746,-0.058166902,-0.203677305,-0.496786874,NA,0.572167735286654
"P11274",-0.9883302,-1.2305924,0.1782134,-0.5406097,-0.5710261,-0.2764113,0.4420973,-0.6431075,0.8988067,0.4035423,0.530987,-0.6797766,0.569584,0.8622649,1.3881551,0.747507,NA,0.00500288476105156
"P11277",0.18102363,0.12966293,0.05140394,0.05537769,0.05532882,-0.02894662,0.31837039,-0.04152971,0.49087809,1.03103197,0.66599073,0.64423177,0.70039517,0.18032393,0.19293642,0.78015932,NA,0.324575882436528
