SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
P11717,IGF2R,,,0.282438715,0.08818643,,,,,,0.314703321,0,0,0,0
P35858,IGFALS,0.642051563,,,0.120469689,,,0.39758351,,,,0,0,1,0
P08833,IGFBP1,0.612549503,,0.298735895,0.333445836,,0.712140794,0.764374976,,,0.777267164,0,0,0,0
P18065,IGFBP2,,0.005459749,0.362037091,0.073089124,,,,-0.002347972,-0.069533654,0.248004944,0,0,0,0
P17936,IGFBP3,0.612549503,,0.188954151,0.506718831,,0.527045302,0.992774787,,,0.52484916,0,0,1,0
P22692,IGFBP4,,,0.333580073,0.086068381,,,,,,0.292767536,0,0,0,0
P24593,IGFBP5,,,0.284807442,0.064166404,,,,,,0.227413952,0,0,0,0
P24592,IGFBP6,,,0.361844037,0.094466186,,,,,,0.313821436,0,0,0,0
Q16270,IGFBP7,,,0.343705455,0.455496665,,,,,,0.80069201,0,0,0,0
P01876,IGHA1,0.638266332,,,0.256717171,,,0.646038152,,,,0,0,0,0
P01860,IGHG3,0.604215497,,,0.256717171,,,0.645056764,,,,0,0,0,0
P01871,IGHM,,0.016064616,,0.151844577,,,,,0.012151889,,0,0,0,0
P01824,IGHV4-39,0.352245816,0.05291303,,,0.180166436,,,,,,,0,0,0
Q9P2J2,IGSF9,,,0.523152638,0.160570934,,,,,,0.466879861,0,0,0,0
Q13123,IK,,,0.390984325,0.169089005,,,,,,0.499888197,0,0,0,0
O14920,IKBKB,,,0.338585051,0.393881929,,,,,,0.812851155,0,0,0,0
Q14164,IKBKE,,0.000875827,0.394460098,0.126210674,,,,-0.006305771,-0.133817364,0.396034187,0,0,0,0
Q9Y6K9,IKBKG,,,0.125984808,0.106703621,,,,,,0.557751452,0,0,0,0
Q13422,IKZF1,0.597026807,,0.282010697,,,0.686116563,,,,,,0,0,0
Q9UKS7,IKZF2,,,0.473860118,0.157105953,,,,,,0.460505125,0,0,0,0
Q9UKT9,IKZF3,0.56637943,,0.439983601,0.175760045,,0.914371269,0.49888954,,,0.504443164,0,0,1,0
