Uniprot,Control,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9,Control.10,Control.11,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Disease.21,Disease.22,Fold Change,t_test_p_value
P63096,0.226140438,-0.123374704,-0.007998049,0.118752062,-0.070714159,-0.179649493,0.574551163,0.510165271,0.531592885,0.571021061,0.437764902,0.668065064,0.014273095,0.04632841,-0.271208606,-0.067243008,0.171148686,0.148749366,0.003960835,-0.84509512,-0.212055589,-0.112583606,-0.789462326,0.389430189,-0.442771611,0.376374673,0.419233772,0.589752592,0.611177464,0.431407378,0.448683482,0.48380808,0.486135729,0.430688194,0.466436409,0.444968263,0.332015045
P63098,-0.230614529,-0.090663969,-0.43406958,-0.193809635,-0.107074195,-0.054050256,-0.161875105,-0.257948537,-0.191486766,-0.342195752,-0.311104938,-0.510351015,-0.021867954,-0.17183621,-0.10579593,-0.437712795,-0.029148223,-0.576657256,0.007687126,-0.083606876,-0.091359605,-0.293446708,-0.236781825,-0.328815157,-0.331575459,-0.332970289,-0.312325106,-1.218580061,-1.085217166,-0.458175354,-1.106115366,-1.190965387,-1.200147992,-0.393308787,-0.313852809,1.864824429,0.018398264
P63104,1.721723,1.862226,1.718901,1.58004,1.76102,1.615399,1.670991,1.752868,1.53,1.534732,1.626223,1.374906,2.058342,1.87319,2.05485,1.820559,1.87138,1.958251,2.04018,1.895282,1.809242,1.795876,1.769865,1.930223,2.119092,1.915131,1.985042,1.563282,1.619984,1.539883,1.838803,1.673395,1.947864,1.950979,1.661694,1.127867599,0.010034502
P63151,0.017922303,-0.397183285,-0.387022599,-0.347624901,-0.343867233,-0.825539425,-0.38922259,-0.050367924,-0.138966888,-0.396877817,-0.135257054,-0.281107834,-0.001484005,0.06628018,0.008564494,-0.114548242,-0.113680994,-0.274890352,-0.064697691,-0.455378387,-0.495665975,-0.277455541,-0.22010405,0.038810047,0.033101509,0.268779793,0.165905977,-0.333735261,-0.089040099,-0.447806319,-0.105935019,-0.15372962,0.10982494,0.165194638,0.0801632,0.313960238,0.01378402
P63167,-0.107348906,-0.400917554,0.017041849,-0.597574825,-0.50614809,-0.222791617,-0.566496507,-0.039537403,0.007357589,-0.19747903,0.228599356,-0.096574493,-0.217317104,-0.007633807,-0.119874629,-0.256361224,-0.366665397,-0.618644611,-0.015309159,-0.453425123,-0.224107957,-0.383854821,-0.270693204,-0.00267568,0.111705945,0.122267895,0.188598286,0.235970523,0.219664348,-0.018180957,0.167011613,0.210274907,0.155837772,0.245216564,0.309702466,0.207801271,0.06522145
P63215,-0.25477248,-0.84460866,-0.06903764,-0.38841509,-0.26430113,-0.19791027,-0.70610074,-0.91294959,-0.25068091,-0.31250008,-0.46369437,-0.60076683,-0.40681306,-0.17655096,-0.8510431,-0.42523805,-0.57818733,-0.61601396,-0.58090418,-0.76866904,-1.07745479,-0.32809452,-0.49028577,-0.47331637,-0.70486487,-0.96838674,-0.45119358,-0.3514317,-0.50325019,-0.54828803,-0.57659907,-0.69879965,-0.72772596,-0.82038788,-0.5350098,1.35331053,0.105321517
P63241,0.0796514,-0.11809999,1.19254423,0.12086885,-0.1393677,0.62268982,-0.15861537,-0.16266213,-0.26483396,-0.30497155,-0.20638169,-0.32104706,0.1738922,0.22746182,-0.03504245,0.57631861,0.0929686,0.1799255,-0.20366468,-0.20936995,-0.06777047,-0.22364184,-0.05550548,-0.31488833,-0.12629505,-0.1783349,-0.08977121,-0.32833127,-0.22882343,-0.23953383,-0.28448025,-0.20198776,-0.08092382,-0.10777607,-0.16519655,-2.903360899,0.360706085
P63261,2.177368,2.074205,2.075519,2.157162,1.99996,2.104954,2.511334,2.293011,2.436204,2.274573,2.340403,2.457412,2.143836,2.093523,2.117494,1.833295,2.246357,2.04538,2.171776,2.250969,2.174995,2.148171,2.188838,2.393366,2.242385,2.323435,2.398574,2.326006,2.388843,2.251474,2.412581,2.192985,2.351685,2.412719,2.473445,1.000383304,0.891000332
P68133,-0.5111978,0.5643694,0.8823536,0.7633481,0.8079638,1.0569577,0.5606196,0.6087985,0.7128066,0.4873275,0.6901028,0.7038244,0.5996091,0.6288567,0.6354566,0.5270743,1.1049324,0.8907704,0.9177817,0.742876,0.6531862,0.9046502,0.6304554,0.6913252,0.7125298,0.6981815,0.774449,0.6115916,0.390771,0.4956785,0.6743226,0.5364222,0.6479848,0.8051936,0.7304406,1.139604475,0.959220041
P68363,2.425926,2.635408,2.090408,2.728572,2.648028,2.735726,2.636998,2.543909,2.381048,2.508887,2.505801,2.692868,2.36113,2.296209,2.532342,1.995566,2.536633,2.609526,2.765375,2.668966,2.533255,2.680933,2.360566,2.561681,2.605432,2.547193,2.560951,2.643258,2.546209,2.567857,2.583581,2.597134,2.588276,2.504773,2.685208,0.996742476,0.937614655
P68366,1.2404809,1.3994464,0.7578916,1.5737044,1.5014528,1.4263934,1.5172013,1.4729326,1.5271982,1.6023655,1.3812882,1.5152887,1.1739514,1.0718861,1.3756599,0.8541802,1.4765704,1.4996604,1.6629628,1.4114925,1.3590299,1.4899686,1.1235777,1.4997566,1.4596539,1.3543821,1.3814539,1.3449764,1.5370239,1.4298718,1.4048379,1.4759229,1.4288007,1.3453835,1.5851827,0.979166243,0.853218733
P68371,1.859942,2.022246,1.392626,1.968873,1.777822,2.058489,2.146595,2.027728,2.087732,2.175508,1.973721,2.111272,1.864467,1.670153,1.927113,1.521588,1.954985,1.961731,2.172739,2.027208,1.888018,2.009824,1.720598,2.04619,2.009857,1.907473,1.935034,1.99013,2.202027,2.019741,2.006851,1.995074,2.063295,1.905757,2.05685,0.991566303,0.85376721
P68402,-0.54001799,-0.963139942,-0.847782472,-0.730618006,-0.646319471,-0.248527699,-0.908343759,-0.949188422,-0.972660129,-1.133406649,-0.823990173,-0.926718385,-0.003421124,-0.376345329,-0.956324394,1.547596684,-0.745002087,-0.36742702,-1.124609949,-0.942989653,-0.892735274,-0.68531764,-0.729193243,-0.793689725,-0.865318691,-0.713271444,-0.715242711,-0.864805286,-0.967360334,-1.075489581,-0.973548075,-1.058248181,-0.765055375,-0.773772786,-0.858977777,0.845303199,0.742309806
P68871,1.767658,1.285643,1.032771,1.309904,1.599951,1.749631,1.708631,1.9802,1.712617,1.602214,1.706338,2.086157,1.717979,1.481554,1.519834,1.420488,1.777506,1.84061,2.054526,1.800305,1.624866,1.698456,1.787245,1.696222,1.684211,1.692313,1.717495,1.996323,1.665781,1.719617,1.825196,1.608616,1.848319,1.47732,2.115218,1.061808813,0.274851165
P69905,0.7913039,0.7818917,0.4885502,0.913316,1.2426354,1.4225492,1.1540705,1.6831095,1.4599427,1.2121921,1.313059,1.6402194,1.3343625,1.1516233,1.1232352,1.093147,1.3591491,1.3859966,1.6811314,1.4078896,1.2901911,1.3570678,1.3994619,1.3126407,1.3870251,1.376816,1.331491,1.748548,1.2054833,1.5080374,1.3913002,1.3576876,1.3318743,1.2786846,1.8732083,1.172235783,0.163292108
P78324,0.3030244,0.6410011,0.8017034,0.6702228,0.1599763,0.6969333,0.8192483,0.6676038,0.7909585,0.8880296,0.8308299,0.9419474,0.9435688,0.9505356,0.2527835,0.7094022,0.2285324,0.5376446,0.6389554,0.8114834,0.2058229,0.4175363,0.344722,0.6939263,0.8554183,0.8007735,0.8074849,0.7836723,1.0737636,0.7827948,1.046598,0.9833031,1.1144028,0.7216449,1.0605765,1.065232866,0.829896278
P78347,-0.15181085,-0.22168044,0.22842137,-0.42228885,-0.2064878,-0.37235906,-0.2446055,-0.11469705,-0.61251746,-0.56761305,-0.3102072,-0.55234755,0.19399406,-0.01326905,-0.24950054,-0.15835411,-0.09694187,-0.3750128,-0.38863505,-0.19574981,-0.83544738,-0.27423027,-0.78306806,-0.73725184,-0.59124472,-0.78654548,-0.4568945,-0.53711502,-0.69513029,-0.78081329,-0.86682171,-0.59907977,-0.28614907,-0.68425146,-0.64674788,1.594578997,0.023596287
P78352,0.1088699,-0.35445112,-0.63642457,0.31018264,-0.21950766,-0.26814091,0.31927866,0.78932469,-0.03819975,0.1938493,0.59160301,0.47863263,-0.88536112,-0.50824807,-0.07877482,-0.24283468,-0.40551843,0.41322667,0.68718605,-0.99675445,-0.99719379,-0.40135461,0.31678966,0.25706759,0.53151778,0.54815044,0.79127289,0.59318589,0.60156156,0.54005822,0.69993166,0.45853448,0.57815532,0.57166614,0.89265501,1.622452004,0.311135347
P78356,-0.047613773,-0.1217785,0.127739635,-0.277981212,-0.627977654,0.01647216,-0.128383122,0.22778491,-0.503581393,-0.208564788,-0.262574514,-0.075747968,-0.256990341,0.033103904,0.139342422,0.053783272,0.24031328,-0.410275082,-0.348458114,0.040071023,-0.768357994,-0.010877524,-0.420017952,-0.121491894,0.115773117,0.220024917,-0.311157207,-0.043972861,-0.006077353,-0.258403064,-0.405125788,-0.027114235,-0.288562204,-0.377864922,-0.294876277,0.972183141,0.767209577
P78357,0.337708631,0.207351742,0.088818151,0.309271315,0.090142166,-0.581782141,-0.004211929,0.06148593,0.173565463,0.066223171,0.262245503,0.495655805,-0.344292376,0.105560904,0.032055088,-0.065224312,-0.196493169,0.084899986,0.728910056,0.400937468,-0.011278854,0.368350105,0.194617985,0.056171788,0.021972431,-0.124548375,0.374462804,0.315555949,0.282155011,0.258476078,0.373156698,0.135740829,0.076643403,0.032578777,0.265415701,1.165690413,0.304178268
P78371,0.855350464,0.919279743,0.532662783,0.718872408,1.010419979,0.481239608,0.76826091,1.006969673,0.843268099,0.796858605,0.890437991,0.809395483,0.52992405,-0.002793902,1.097768129,-0.039095367,0.726328502,0.919771586,0.820711787,0.925033569,1.027656575,0.970530259,0.815501051,1.032746196,0.871482951,0.967380691,0.891223768,0.72337049,0.760683821,0.86741292,0.742254833,0.7503299,0.747623394,0.889354218,0.73895753,0.962676013,0.918676379
P78417,-0.34184142,-0.28524669,-0.51092215,-0.3060576,-0.24349444,-0.31814882,-0.2520288,-0.68377738,-0.24890547,-0.19658216,0.03549661,0.22643021,-0.30885041,0.14903399,-0.21916046,-0.30566378,-0.20578762,-0.68316648,-0.33048437,-0.33128185,-0.68370461,-0.71730635,-0.58181805,-0.56894218,-0.44502054,-0.21916465,-0.27732556,-0.17190508,-0.46027852,-0.40187379,-0.97866076,-0.30324057,0.14008909,0.04649943,-0.04958726,1.320192456,0.338089559
P78527,0.48768778,-0.35217352,-0.57941468,0.49703024,0.28015289,0.37745429,0.34357818,0.49615773,0.40038152,0.42506877,0.70049568,0.69753499,-0.05739874,-0.02574062,0.36788209,-0.3017263,0.14859843,0.63017612,0.03747635,-0.41377614,0.42256541,0.04207274,0.29709242,0.33657519,0.42104138,0.32860948,0.29083618,0.47979734,0.24141311,0.28230916,-0.21722028,0.12854723,0.16408707,0.15397577,-0.39171251,0.465268821,0.393901165
P78559,0.4403541,0.7922636,0.3641871,0.9415808,0.7627499,0.645834,1.0215008,1.1662674,1.0690297,0.8032176,1.1278503,0.8971639,0.6393943,0.5683178,1.0724984,0.6506292,0.8578458,1.1027967,1.1099743,0.857402,0.7764921,0.8750884,1.023212,1.3976836,1.2646455,1.203735,1.1202356,0.8491914,1.0142145,1.0851995,1.1571798,1.0223495,1.1523365,1.1253654,1.0675512,1.195825896,0.053272139
P80404,-0.310847571,-0.03867672,-0.406015595,-0.745337381,-0.144185693,-1.095005999,0.056405307,0.088647439,-0.39009521,-0.30527885,0.22682118,0.295728812,0.046133716,-0.159218664,-0.103565462,-0.437712795,-0.447418145,-0.663114197,-0.367961088,-0.459677109,-0.160544818,-0.253739284,-0.294165693,-0.866010932,-0.806198779,-0.40825999,-0.652500443,-0.618990337,-0.598092633,-0.84903975,-0.239551443,-0.655852686,0.026390282,0.009543615,-0.318309634,1.748880055,0.108935824
P80723,-0.4322943,-1.5776679,-0.6784594,-1.6595363,-1.7431535,-0.9074051,-1.147161,-0.5452534,-0.4420598,-1.4119654,-0.8152955,-0.4786625,-0.4477367,-0.9016374,-0.5621173,1.5475967,-0.902491,-1.1366819,-1.1738917,-1.1403234,-0.8645657,-0.8096548,-1.2325257,-0.7192284,-0.7139793,-0.9001503,-1.0383434,-0.7372085,-0.9348655,-0.8811506,-0.7505298,-1.292661,-0.5248554,-0.8107793,-1.153803,0.79685261,0.331135835
P81605,0.40254559,1.85747801,1.89233517,1.02760464,1.27819704,1.3747288,0.76196485,0.45379742,0.59848919,-0.19683958,0.43419642,0.36606542,1.95485811,2.07698087,1.72617559,2.01538776,1.68099947,0.91624137,1.35198592,1.5398455,0.90328714,1.53869816,0.71737219,0.73164191,0.50100491,0.40416815,0.06132254,0.44248903,0.65369963,-0.43412563,-0.26533406,0.63105097,0.3389825,-0.29545891,0.03273897,0.978474976,0.446642263
P83731,-0.09901688,-0.06194117,0.01240457,-0.18591614,-0.05197532,0.05357268,0.02760604,0.07443891,0.44886383,0.22040636,-0.02712187,0.21071294,-0.25700871,-0.08091478,-0.10242587,-0.1934115,-0.40160596,0.12304958,-0.2859447,-0.05028605,-0.72714677,0.04256669,0.15495394,-0.16382826,-0.17136178,-1.6780945,-0.23706836,0.08585603,0.02102136,0.2063977,-0.11950317,0.0673692,-0.29685931,-0.19832162,-0.031956,-3.602087333,0.033783309
P84074,0.35540527,0.93881344,0.2288728,0.48378858,-0.73477453,0.30533729,0.29671353,0.16059867,0.24592316,0.02929292,0.26639442,0.08976257,0.8888964,0.47146157,0.93506565,0.07098425,0.13770538,0.63301664,0.64714516,0.25226557,0.21701665,0.22019023,0.45274331,0.43923365,0.53382679,0.34948741,0.73659778,0.51267616,0.33819155,0.66446414,0.74119819,0.6532072,0.4562314,0.82718818,0.55498399,2.296202757,0.108034448
P84077,0.03354311,-0.00198284,0.06296725,0.04838822,0.21687139,0.19762021,0.09942748,-0.13516848,0.04790093,-0.45859565,-0.28235426,-0.4053544,0.06706547,0.41107533,0.14571457,0.20601671,0.34464721,0.34030582,0.48883972,0.52036354,0.67035163,0.31736781,0.35490267,0.13573763,0.12664198,0.0807063,0.31309978,-0.29191287,0.07078998,-0.19515678,0.0960963,0.04537345,0.09978959,0.3820472,0.44163635,-4.678342828,0.00237252
P84243,0.510953005,1.072429956,0.375599916,1.206929835,0.940197298,0.880866473,0.35121518,0.153647635,0.445968697,0.657644163,0.001532278,0.100208484,0.603009976,0.757023615,0.901452484,0.511072849,0.608155191,0.886016107,0.042152738,0.184255396,0.840138637,0.728512292,0.906320963,-0.761872881,-0.135778361,0.07785247,0.133666194,0.181774581,0.138849705,0.357122153,0.055885592,0.382243477,0.402970704,0.353763579,0.131329536,0.645507331,0.144143068
P98194,-0.53786004,-0.40039927,0.1595804,-0.74975645,0.68658028,-0.81692484,-0.16815947,-0.55978186,-0.05380422,-0.21028282,-0.86798768,-0.25377656,1.38579948,-0.65381717,-0.58490729,-0.34372094,-0.69312751,-0.50461678,-0.58968857,-1.39433098,-0.26988485,-0.14272873,-0.74779588,-0.62882126,-0.84861777,-0.33359011,-0.71301742,-0.47198973,-0.94940016,-0.34944791,-0.60084186,-0.52555125,-0.5678638,-0.57367865,-0.91541319,1.661933968,0.038458227
Q00169,0.0470359,-0.01547315,0.13995053,-0.48604553,-0.02282429,-0.03978771,-0.54433991,-0.3025159,-0.06666771,-0.89964454,-0.44183442,-0.32533066,-0.4049851,0.09458034,-0.08074555,0.41264193,0.05578783,-0.40738608,-0.24564411,0.05453845,-0.14293889,0.07621417,-0.35170946,-0.30447774,-0.81668307,-0.88929108,-0.41043761,-0.28867523,0.20806565,0.11678046,-0.80082093,-0.45111942,-0.32686574,-0.22781937,-0.85750059,1.056451072,0.79375549
Q00325,0.8046062,0.7470912,0.1882407,1.0591899,0.6753073,0.7362815,1.2387373,1.0370279,1.0513778,1.1978648,0.9931629,1.1243786,0.6213125,0.4602608,0.5303148,0.5709036,0.4941776,0.8827201,1.1020823,0.7874701,0.8378065,0.8874164,0.5113867,1.0550441,0.9425378,0.8515139,0.7422707,1.1394647,1.1500991,1.024657,1.0218306,0.9710886,0.9530646,0.8607965,0.9958705,0.932314319,0.721710812
Q00341,-0.65221673,-0.06675124,-0.36292512,0.13961939,-0.06127521,0.01086818,0.01513507,-0.02313111,0.37466082,-0.44379574,-0.1751712,0.02207076,-0.14308569,-0.52435568,-0.20763064,-0.44593654,-0.2308582,-0.34045117,-0.33568202,-0.51768355,-0.14546048,-0.66894017,-0.53961217,-0.15115549,-0.68844566,-0.02657618,-0.78377894,0.05106099,-0.27554503,-0.06322793,-0.09914199,-0.9436655,-0.52205209,-0.28760361,-0.28579061,3.488018398,0.001056371
Q00535,-0.18002682,-0.01926296,0.05235327,0.37529761,0.23572965,0.2902699,0.46581688,0.66340149,0.38366352,0.42221224,0.0799563,0.35906572,-0.42187,-0.17797713,-0.1307677,-0.11295858,0.17372153,0.2713794,0.38949067,0.20918525,0.24032525,0.21802952,0.01652998,0.39829233,0.38287303,0.57138109,0.25077424,0.46692263,0.30112317,0.35962368,0.26990959,0.427617,0.19123688,0.27100863,0.43447384,0.833908966,0.949559279
Q00577,1.355293,1.608345,1.258576,1.364454,1.354473,1.604927,1.446769,1.283212,1.443541,1.360583,1.117976,1.288362,1.376053,1.056547,1.418624,1.024296,1.229483,1.249368,1.151718,1.298736,1.339564,1.368791,1.410247,1.260823,1.218056,1.232502,1.116506,1.249963,1.167789,1.175317,1.102184,1.28489,1.140344,1.28672,1.15684,0.896079942,0.004208837
Q00610,0.7988173,0.9500397,0.5802356,1.8158239,1.3075127,1.2775544,1.7558247,1.6760122,1.8356378,1.8762543,1.726621,1.7988076,1.3594644,1.1519599,0.9896694,-0.4739071,1.1399439,1.6297294,1.6142495,1.5705297,1.5625205,1.458471,1.3712899,1.6338617,1.6327419,1.6735963,1.6388575,1.8276464,1.6841261,1.8456431,1.5609868,1.6303041,1.6537848,1.6437883,1.5355676,0.999594317,0.784337285
Q00765,-0.17000412,-0.15665379,0.0533324,-0.20710979,-0.27760825,-0.05309694,-0.3432393,-0.22315536,-0.60802352,-0.62351425,-0.70703214,-0.6731577,-0.11022423,-0.30832778,-0.58962875,-0.49941039,-0.32049135,-0.29228111,-0.13399499,-0.34320347,-0.38252894,-0.37590679,-0.19512672,-0.60325869,-0.32558089,-0.42216701,-0.72146119,-0.50020002,-0.50131346,-0.18798507,0.01682246,-0.58818837,-0.46855945,-0.45473929,-0.48220354,1.149602285,0.436648515
Q00839,0.93690459,1.19056006,0.1904851,1.36174518,1.34891713,1.4555716,1.1358129,1.23324085,1.09230435,1.12015846,1.10054892,1.13297953,0.50780366,-0.2800301,0.76199983,0.04742766,1.07656504,1.06942417,0.85491757,0.78478849,1.21075242,1.17568156,1.13604063,0.8249049,0.53995126,0.88229072,0.43550362,0.9212757,0.79571944,1.00181602,0.63869823,0.95545521,0.76787451,0.7664123,0.77703563,0.692513852,0.033269133
Q01082,1.1131061,1.1546645,1.0391595,1.8121139,1.3009904,1.4483319,1.9654176,1.8977685,1.9543476,1.961869,1.8662457,1.975177,1.265627,1.3585368,1.1004895,0.4769095,1.3841062,1.7535565,1.9167775,1.7377045,1.5518647,1.642399,0.8380241,1.7693908,1.9068106,1.839534,1.9068357,1.9648984,1.9905076,1.8645466,1.971349,1.7972189,1.9335649,1.8372676,1.9838691,1.011712295,0.863885367
Q01469,0.908942,0.9127907,1.1765994,0.4382458,0.7473412,0.978299,-0.1958268,-0.5378576,-0.2882859,-1.2551916,-0.4561133,-1.2755996,1.1177227,1.187013,0.8796968,1.0280155,1.1301592,0.1698167,0.4968778,0.5267163,0.4858778,0.684802,0.8036156,-0.8917664,-0.5510993,-0.2505389,-0.836247,-0.9195849,-0.1965486,-0.5932923,-1.0975551,-0.4451825,-0.4225121,-0.8036719,-0.4555241,0.473537637,0.705772548
Q01484,-0.18947936,0.10239011,0.23446128,0.73272082,0.25983527,0.13280801,0.75298644,0.92458113,0.88348577,0.73637408,0.99356515,0.94178362,-0.02617805,0.1985745,0.34863409,-0.61347517,0.11868017,0.80358662,0.89864747,0.64696681,0.52005937,0.43867321,0.01381132,0.74454001,0.96117826,0.91233978,0.95375414,0.9729256,0.93516369,0.8907347,0.90517754,0.84530541,1.06179007,0.92660452,0.85634906,1.147963711,0.503020988
Q01518,-0.34568659,0.13249271,0.11018953,0.18549671,-0.03447268,0.18688298,0.12135063,0.52689948,0.66128658,0.5006209,0.46676007,0.48083026,-0.12334166,0.25014489,0.30143376,0.38176428,0.19720191,0.05168823,0.18590018,-0.09697656,0.09869201,0.42442993,-0.24989183,0.38261307,0.56473161,0.53808084,0.6530409,0.5315069,0.57578615,0.39063533,0.63126128,0.37910891,0.45627248,0.29985701,0.58257197,1.291252291,0.407454505
Q01813,-0.2585582,0.8623755,0.2737785,1.2970122,1.0330642,0.9204627,1.4364443,1.2199541,1.2575331,1.3929069,1.2440766,1.1765438,0.3590468,0.2420138,0.4837559,0.563156,0.8629845,1.0894108,1.2164293,0.9435552,0.9757258,0.8581086,0.5881082,1.2386537,1.2902449,1.1577902,1.1414574,1.3442942,1.3540199,1.2093383,1.2455977,1.1827152,1.1303017,1.1960744,1.2217902,1.007540808,0.906988125
Q01814,0.10507649,0.07712986,0.61469175,0.02533023,-1.34000245,0.54567197,0.4538954,0.5198031,0.81413755,0.66946807,0.22078785,0.16686027,0.30398389,0.38374215,0.11032408,0.37882286,-0.55818749,-0.83133535,-0.3489676,-1.11558419,-0.38039092,-1.52270726,0.05971492,-0.33618735,-0.19312035,-0.4628991,0.15903028,0.40795377,0.43871194,0.07161644,-0.1476582,-0.07192244,-0.09649903,-0.0770928,-0.6567281,-0.814591124,0.023691537
Q02156,-0.12687444,-0.475647282,-0.05360229,-0.162550604,-0.724878719,-0.245552285,-0.325191502,0.05339304,0.066472323,-0.555989353,-0.995514941,-0.368111388,-0.114078933,-0.569538629,-0.209373514,-0.072602587,0.002470409,-0.73260957,-0.299130191,-0.219984543,-0.142964537,-0.40150787,0.053039748,-0.416544464,-0.124582844,0.156422458,0.141529578,-0.020717545,-0.58626638,-1.910550193,-2.320045757,-0.300950126,-0.721402623,-0.509454766,-0.611454923,1.323700088,0.4518839
Q02218,0.32867606,0.47441227,0.61528992,0.34729211,0.48543508,-0.02615109,0.4356859,0.54135041,0.45325,0.68381229,0.70776334,0.46071288,0.45121647,0.97971295,0.48560167,0.83832138,0.08064912,0.24975585,0.16115455,0.39696859,0.21330007,0.46196462,0.20063564,0.61089319,0.43373668,0.49457545,0.30624107,1.32652608,0.89703987,0.43890105,0.62616837,0.39931957,0.45033689,0.36682371,0.40030717,1.067643599,0.788009268
Q02252,0.414513001,0.285259914,0.288928329,-0.215588481,0.432027733,0.335720643,-0.30590789,-0.443249587,0.103673498,-0.344909807,0.46656846,-0.257523795,-0.005708394,1.108182683,-0.45194846,0.692059642,0.150468395,0.540284963,-0.016704955,0.262305149,-0.007620842,0.394314738,0.374804574,-0.45711433,0.312877784,0.481270439,0.55535248,0.515677245,0.277942544,-0.414913238,0.063747373,0.155653148,0.52459333,0.51951033,0.641073736,4.270093007,0.054675051
