Uniprot,Fold Change_PXD007073,t_test_p_value_PXD007073,Fold Change_PXD005321,t_test_p_value_PXD005321,Fold Change_PXD005319,t_test_p_value_PXD005319,Fold Change_PXD008036,t_test_p_value_PXD008036,Fold Change_PXD014852,t_test_p_value_PXD014852,Fold Change_PXD014950,t_test_p_value_PXD014950,Fold Change_PXD021630,t_test_p_value_PXD021630,Fold Change_PXD023199,t_test_p_value_PXD023199,Fold Change_PXD027173,t_test_p_value_PXD027173,Fold Change_PXD028931,t_test_p_value_PXD028931,Fold Change_PXD037133,t_test_p_value_PXD037133,Fold Change_PXD009199,t_test_p_value_PXD009199,Fold Change_PXD014376,t_test_p_value_PXD014376,Fold Change_PXD014606,t_test_p_value_PXD014606,Fold Change_PXD022092,t_test_p_value_PXD022092,Fold Change_PXD024998,t_test_p_value_PXD024998
P53992,0.514627834,0.738947583,0.888687233,0.061653122,0.446470793,0.626136599,0.838320336,0.63222521,0.836924058,0.000107364,0.176835787,0.922884659,0.276525364,0.250078058,,,0.799021271,0.330213359,0.71694933,0.048111409,0.290881846,0.260627745,0.483851855,0.64175442,,,0.352818171,0.014010246,,,,
P53999,0.514172128,0.236747325,0.887658697,0.79486699,0.444996,0.396576299,0.837536169,0.942689521,0.835338476,0.095351759,0.176846499,0.569378312,0.277632054,0.826527674,,,,,0.715979348,0.581867027,0.291716528,0.360981082,0.484131705,0.811837943,,,0.35211056,0.125024851,,,,
P54136,0.513311433,0.0975849,0.930724662,0.678448004,0.445727565,0.856704771,0.837198192,0.206638676,0.836355599,0.005327732,0.176550386,0.565682019,0.275688197,0.125046432,0.226062659,0.911284814,0.798984841,0.575660005,0.715534109,0.584542887,0.291104979,0.022363609,0.482147763,0.612380084,,,0.352054665,0.116965655,0.415155664,0.582230622,,
P54289,0.51403842,0.000523823,0.888148569,0.598658325,0.444838226,0.609195756,0.837670117,0.009735852,,,0.177233846,0.979210766,0.276302858,0.343620052,0.227872691,0.439878545,0.798880562,0.484104281,0.716221567,0.187638047,0.291348063,0.01398162,0.483725611,0.08181667,0.168992083,0.965254848,0.351717542,0.0049533,0.414228965,0.33457092,,
P54577,0.516489016,0.169540453,0.887818046,0.532146841,0.444932191,0.333319715,0.837778031,0.633609144,0.837053637,0.186795568,0.176250023,0.097876058,0.276824403,0.278304805,0.207873798,0.490860094,0.79897525,0.21672137,0.715945362,0.350280766,0.291421444,0.370221406,0.483677183,0.256214642,,,0.351954656,0.746623589,0.419371341,0.928384276,0.395800495,0.284254353
P54578,0.514935936,0.00393403,0.887744361,0.418509646,0.445155117,0.077558964,0.837518819,0.158323469,0.837741969,0.205687325,0.176914275,0.860602844,0.276551198,0.251308234,0.227874247,0.134526554,0.798880627,0.901690627,0.714107399,0.000198662,0.291361432,0.282602858,0.483960071,0.112919267,,,0.351923216,0.156627199,0.41646867,0.258787696,0.395132417,0.541356918
P54652,0.514110802,0.291631336,0.887583322,0.367108467,0.444750382,0.020143217,0.837715414,0.63350767,0.834416689,0.007248053,0.176068324,0.708712677,0.27675845,0.51793588,,,,,0.715882043,0.404066228,0.291387719,0.515866297,0.484330435,0.360372369,0.169497705,0.416429891,0.351869201,0.032280834,0.416690149,0.64956683,0.394978607,0.040071852
P54709,0.514587585,0.247575724,,,0.443844362,0.22425831,0.838752997,0.790985227,0.837079639,0.880889709,0.175665934,0.014320554,0.279790385,0.374190601,,,,,0.717053285,0.288904853,0.287061172,0.044507787,0.485038533,0.322183763,0.150147886,0.416767632,0.353344445,0.639012358,0.416803268,0.142435512,,
P54725,0.503420453,0.141486804,,,0.445582946,0.123457305,0.836186444,0.073671215,0.836938896,0.133635927,0.175851846,0.549095468,0.2748952,0.157107116,,,0.798912475,0.616166672,0.714490842,0.021281803,0.291498012,0.497890569,0.483671657,0.213314922,,,0.351921658,0.777610826,,,,
P54727,0.516349448,0.248576314,,,0.444900802,0.063805767,0.837641335,0.41737773,0.837295642,0.42636423,0.176660886,0.120718775,0.275809151,0.060351258,,,0.798867912,0.235503426,0.715930107,0.028002977,0.291400863,0.614991441,0.483935938,0.633613702,,,0.351948888,0.746307828,,,,
P54819,0.5135066,0.358498671,,,0.444561109,0.663113066,0.828850789,0.518019509,0.836527146,0.324280749,0.176386246,0.942554938,0.276682001,0.844456332,,,0.798795864,0.053103268,0.716348489,0.132696515,0.291222945,0.000308388,0.484171663,0.494963546,,,0.350838306,0.000544564,0.411399404,0.84802016,,
P54886,0.514632017,0.404673912,0.887810177,0.462716937,,,0.837407139,0.67661169,0.836868787,0.046616643,0.15681844,0.864440609,0.274397377,0.069467892,,,0.798822662,0.222649168,0.71590807,0.617306576,0.291327719,0.023171561,,,,,0.351728906,0.003234681,0.416415396,0.399726047,,
P54920,0.514761545,0.286236978,0.887963374,0.023010423,0.444909726,0.783675448,0.837513585,0.002466681,0.837641204,0.601094871,0.176567581,0.276577807,0.276400819,0.927504938,0.226060065,0.971547265,0.799224736,0.134289412,0.715863677,0.0673321,0.291359008,0.002290413,0.48394149,0.593501245,,,0.351904635,0.003653463,0.415012609,0.407903489,0.395259856,0.522648469
P55008,0.514607987,0.451482213,,,,,0.837711018,0.488392514,0.837297994,0.867838528,0.176657534,0.832440064,0.276184158,0.673054686,,,,,0.715680196,0.503583597,0.291196861,0.083064678,,,,,0.351424888,0.186358355,,,,
P55010,0.514683337,0.551206386,0.887622735,0.619797651,0.44438264,0.380043895,0.837218618,0.092521639,0.836993169,0.019349974,0.180257271,0.691460408,0.276354655,0.96793764,,,,,0.715897776,0.249146075,0.292594616,0.006780493,0.484014379,0.869512929,,,0.351979068,0.942056942,0.414326056,0.299421527,,
P55011,0.514651875,0.209438972,0.88756922,0.111100447,0.444730557,0.712582766,0.837127121,0.216950767,0.836214924,0.046468416,0.17860872,0.607222343,0.274032815,0.012480063,,,0.798852198,0.234308675,0.71604136,0.519763954,0.291328098,0.974565174,0.48424244,0.09852305,0.169713713,0.219123783,0.351725999,0.00590325,0.413508078,0.715003325,,
P55036,0.514406929,0.39632423,,,0.443875245,0.048081129,0.837148999,0.071359738,0.836876647,0.255189829,0.177014075,0.681679661,0.277296734,0.784837883,0.226179487,0.771919145,0.79876803,0.191195257,0.71566234,0.138728541,0.291296655,0.361724722,0.485269949,0.24434733,,,0.352046255,0.543440801,0.417648273,0.066047471,,
P55060,0.511164455,0.077613354,0.887595401,0.775466003,0.444478979,0.007150756,0.83769558,0.402608668,0.836579881,0.829339108,0.176914764,0.320460829,0.27662088,0.737121691,0.225165984,0.141596307,0.798867069,0.628593462,0.715976425,0.547575689,0.291312518,0.430864484,0.484094797,0.923011951,,,0.352038208,0.027893806,0.416370317,0.79908046,,
P55072,0.515168156,0.884097251,0.88765375,0.097694074,0.444849953,0.111429786,0.837702834,0.01811584,0.837193057,0.031595424,0.17673381,0.605644098,0.276553032,0.058645403,0.22527154,0.743321661,0.798881832,0.648811633,0.715987686,0.24195027,0.291424675,0.661860525,0.483952861,0.028548646,0.169477831,0.268057492,0.351965224,0.791712638,0.415909749,0.10712581,0.392354121,0.110150207
P55083,0.518956916,0.057559155,,,,,,,0.836797276,0.032778936,0.175989141,0.419481752,0.276187318,0.603710646,,,,,,,,,,,,,,,,,,
P55084,0.51496851,0.468993813,0.887954328,0.001179857,0.444772329,0.006492351,0.837700451,0.956276815,0.837157527,0.858600171,0.176480114,0.199089665,0.276557119,0.281946119,0.226571808,0.354475241,0.798888607,0.73736891,0.716037983,0.003389269,0.291408818,0.211900669,0.484055226,0.292110478,0.169036983,0.75763521,0.351991492,0.433417585,0.416214966,0.406955364,,
P55145,0.514843539,0.649413596,,,,,,,0.837224897,0.918780797,0.166534842,0.812278899,0.275110779,0.318244976,,,,,0.715786306,0.452890187,0.291425046,0.940672181,0.485146713,0.438733318,,,0.351547067,0.245221504,,,,
P55196,0.514697842,0.359360337,,,,,,,0.843908983,0.870695411,0.176948681,0.349265008,0.278507604,0.328109494,,,0.798884985,0.873371402,0.715780731,0.083402479,0.291494941,0.248273872,0.486461549,0.545469973,,,0.351442119,0.27798403,,,,
P55209,0.516539344,0.116200496,0.887748175,0.329124396,0.444723332,0.868913952,0.838012277,0.150386662,0.83646673,0.039832019,0.176711883,0.486642715,0.276524481,0.591683487,0.228003482,0.702700472,0.798847374,0.230160453,0.716075573,0.173947507,0.29158036,0.013476166,0.483768998,0.765337734,,,0.352015709,0.075673644,0.411929481,0.619164486,,
P55263,0.514867896,0.784902749,,,0.444271218,0.304166119,0.833586064,0.151466893,0.836935947,0.00718272,0.138724817,0.552831456,0.276972394,0.476462296,,,0.798828634,0.055786861,0.715849589,0.467749973,0.29133564,0.110918942,0.483319522,0.341790652,,,0.350415812,0.006715428,,,,
P55265,0.514797771,0.921059413,0.887650123,0.976203683,0.444589785,0.457387814,0.841717026,0.743568191,0.837066331,0.618235109,0.176169543,0.860928813,0.274732848,0.622588975,0.226634024,0.562559284,0.798973502,0.122428926,0.716027811,0.955909721,0.291519991,0.47070864,0.484755624,0.445418583,,,0.352839712,0.003700024,,,,
P55268,0.51388833,0.690376255,0.887542138,0.038754782,0.444821371,0.977857353,0.837942373,0.202920923,0.83707269,0.287699189,0.176941642,0.562192079,0.276472265,0.902338259,,,0.798868178,0.314550352,0.715886363,0.661374136,0.291434898,0.839836677,0.487034273,0.163957448,,,0.351712392,0.228213741,,,0.397189565,0.940643749
P55287,0.514677212,0.382909929,,,,,,,0.836670212,0.135414015,,,,,,,,,0.715976255,0.017699589,0.291710004,0.443675789,,,,,0.351710187,0.065312481,,,,
P55327,0.509797037,0.101695112,0.887015944,0.080153012,0.444035554,0.666658492,0.837394471,0.393649171,0.837377267,0.676585484,0.174497504,0.731915545,0.276161582,0.804882457,0.22832632,0.499842354,0.798714402,0.85988931,0.716015727,0.286151393,0.291468027,0.411743747,0.483830536,0.081159113,0.173623131,0.166521777,0.351794118,0.00469343,0.461397266,0.046022616,,
P55735,0.513832793,0.367174275,0.887940886,0.091314989,0.444803943,0.425490828,0.837481921,0.385753731,0.831622687,0.781062885,0.176615772,0.320972114,0.277237255,0.107629376,,,0.7988282,0.22511007,0.715836447,0.166666853,0.290152158,0.422022387,0.48427313,0.713804222,0.17020883,0.374765184,0.352114464,0.01226809,,,,
P55769,0.514335663,0.150735519,0.887872961,0.437671078,0.444641172,0.687483876,0.837610696,0.25168326,0.837735291,0.753748646,0.176685236,0.928012715,0.275394353,0.380309434,0.226650501,0.652255452,,,0.71570323,0.292750334,,,0.483150873,0.116201868,,,0.353901082,0.005855891,,,,
P55786,0.515097412,0.539848565,0.887652286,0.586178866,0.444851697,0.457874123,0.837721287,0.818584086,0.837306423,0.100698479,0.176874643,0.99555251,0.276460723,0.493449755,0.226628081,0.475925522,0.798878774,0.219997284,0.715947692,0.924413066,0.291402413,0.976321379,0.483931917,0.6931772,0.16909387,0.338646775,0.351962804,0.754871689,0.416418775,0.846677332,0.395194592,0.85865081
P55795,0.514558727,0.678028743,0.887619834,0.053485369,0.444178597,0.852673805,0.83710463,0.389569826,0.836667012,0.618992746,0.17640311,0.219556311,0.276350387,0.970273937,0.226179923,0.048522035,0.798862062,0.055702625,0.715892086,0.900511236,0.290865841,0.151158353,0.483940996,0.844905909,0.170344511,0.901372567,0.352718273,0.138325907,,,,
P55809,0.514664298,0.109334896,0.887739246,0.047890181,0.444856239,0.502536878,0.837655697,0.175197597,0.833204113,0.188498362,0.176360722,0.749478933,0.276194217,0.296080503,0.226907926,0.179703538,0.798864691,0.088767639,0.71590719,0.533855596,0.291423655,0.907751692,0.483813569,0.060755037,0.170383758,0.823078379,0.351862462,0.006227366,0.416185345,0.529317268,0.39023504,0.126057496
P55884,0.514099782,0.422105677,0.887752679,0.72381576,0.444895358,0.949041131,0.836213982,0.666128021,0.834203289,0.800114569,0.176621772,0.647638507,0.276379785,0.590775078,0.226129907,0.985973973,0.798871396,0.480928455,0.715560234,0.594583897,0.291908701,0.037688855,0.482942655,0.237347525,0.170065016,0.871179561,0.352159772,0.000873598,0.415310335,0.277296552,,
P55957,0.514981525,0.894980162,,,0.444641651,0.855589907,0.837741849,0.664572274,,,0.18266759,0.990383031,0.274337416,0.256328094,,,0.798849395,0.706204782,0.715846591,7.56E-08,0.291397688,0.919992314,0.484049013,0.990138747,,,,,,,,
P56134,0.514192148,0.175732022,0.887619356,0.879844541,0.444935759,0.654658765,0.837746595,0.724156238,0.836575212,0.795022669,0.176124817,0.645482759,0.276143083,0.845631303,0.226083784,0.936363841,0.798863897,0.763295814,0.715562611,0.293794482,0.291386876,0.221479214,0.483500574,0.470095795,0.170654719,0.563890086,0.351743441,0.802204632,0.414385506,0.327217925,0.391931308,0.320724942
P56192,0.514641064,0.422515599,0.887444627,0.095288307,0.447177745,0.646263433,0.820044589,0.457486658,0.836820357,0.07346807,0.176624807,0.411529521,0.275918165,0.340662177,0.22462494,0.457379329,0.798867644,0.385216607,0.715871904,0.709377082,0.292829485,0.233117259,0.483706062,0.433207958,0.169761873,0.994773109,0.352005003,0.393656783,0.414792827,0.093084483,,
P56199,0.511433754,0.543128799,,,,,,,0.837645457,0.954810526,0.176517404,0.496558312,0.275814479,0.39789976,,,,,,,0.291632494,0.069001616,0.483746294,0.913777577,0.170740723,0.84114289,,,,,0.394251607,0.753748671
P56537,0.514369489,0.644949733,0.887666651,0.836500923,0.445060334,0.582912096,0.837667677,0.877896022,0.837284985,0.697056253,0.176534124,0.795886433,0.276499707,0.708998609,,,0.798961657,0.064768394,0.715962886,0.998022853,0.292728363,0.28272536,0.482409885,0.277385361,,,0.352954882,0.009056302,,,,
P57087,0.514994696,0.400444315,,,0.444848089,0.936702377,0.837694131,0.34191015,0.836802894,0.008238557,,,0.276953946,0.883120144,,,0.798839951,0.079948088,0.716551781,0.471549149,0.292389251,0.618833956,0.483640007,0.934717712,,,0.352144956,0.275570172,0.417310681,0.89169462,,
P57088,0.514934052,0.258032837,0.88766932,0.878549442,0.445724467,0.003022093,0.837932722,0.396409995,0.837130158,0.791456193,0.176187335,0.501125685,0.275638974,0.938540211,0.226531449,0.666955735,0.799072976,0.103651121,,,0.290758803,0.746947333,0.486880977,0.430674562,0.169732059,0.27738556,0.351723876,0.80681003,0.416497256,0.661494855,0.394297236,0.49377546
P57737,0.514682591,0.121067094,0.887240585,0.012621378,0.445358569,0.519799744,0.83753542,0.821469254,0.837043563,0.092848904,0.176900683,0.856370342,0.276950652,0.875743268,,,0.798766828,0.069703161,0.715666795,0.24118016,0.291225701,0.261928775,0.490291569,0.707524082,,,0.352502179,0.005331572,0.416115401,0.192520486,,
P58107,0.51490798,0.263892125,,,,,0.837927978,0.553658166,,,,,,,,,0.799099363,0.661853466,,,,,,,,,,,,,,
P58546,0.516282097,0.374308145,0.887599236,0.4879233,0.444817727,0.420547236,0.837578482,0.055185972,0.837182077,0.962038943,0.176921846,0.790331581,0.276961624,0.397959668,0.225868012,0.028878909,,,0.715920771,0.77201366,0.291505096,0.160368963,0.48382048,0.56451817,,,0.351976196,0.913880025,0.415438823,0.386734505,,
P59998,0.515111055,0.384442109,0.887697641,0.736985134,0.444846705,0.128054644,0.83758595,0.002334929,0.837041126,0.054936613,0.176855443,0.14437123,0.276402193,0.950761003,0.226753724,0.276303015,0.798878767,0.682032634,0.715843919,0.367299358,0.29136686,0.119228702,0.483859799,0.785420943,0.170470026,0.916224712,0.351950074,0.969713854,0.415033663,0.201472261,0.397070706,0.432769904
P60033,0.51473415,0.177405878,0.887688944,0.854134668,0.444714711,0.002208801,0.837638018,0.181261578,0.837242468,0.781943628,0.176486112,0.953315078,0.276466441,0.751927921,0.225597985,0.203836519,,,0.715654844,0.989165932,0.291302067,0.010617701,0.483904613,0.944544312,0.170973848,0.566644314,0.351910798,0.062806359,0.40411648,0.310012799,0.398311381,0.499535316
P60174,0.515152119,0.251169465,0.887747759,0.003732411,0.44482805,0.009756387,0.837726595,0.014168277,0.837150428,0.938307994,0.176689625,0.997331974,0.276374588,0.597905003,0.227903262,0.037418184,,,0.715952707,0.846582102,0.291397668,0.001841581,0.483902313,0.941089259,0.170233541,0.832805342,0.351956071,0.506380899,0.415095171,0.338610624,0.395222645,0.953758313
P60201,0.514054355,0.19435779,0.887650689,0.925687169,0.444752177,0.290828921,0.837497348,0.1715047,0.836876767,0.016721094,0.176493996,0.885427559,0.276986419,0.257180252,0.226155618,0.081291972,0.798872944,0.647149887,0.715978828,0.200856809,0.291351299,0.299930211,0.483971214,0.521930558,0.169995144,0.290030206,0.351883367,0.011559542,0.416745433,0.180018733,0.39522859,0.00593745
P60228,0.515028306,0.913771119,,,0.44448502,0.863924341,0.838469677,0.323666281,0.837157066,0.709314403,0.178121614,0.395283442,0.27551125,0.786842855,0.227116651,0.243160571,0.798933659,0.547935113,0.715874528,0.000417168,0.290170465,0.955289018,0.483946186,0.780356528,,,0.352310898,0.003351892,0.414528177,0.117060555,,
P60468,0.514695441,0.989636499,,,,,,,,,0.1765255,0.484895019,0.275733986,0.538085504,0.226331493,0.538180122,,,0.715811764,0.349218415,0.291733708,0.109742753,0.483620673,0.403075564,0.170231486,0.990535094,0.351760995,0.00431008,,,,
P60520,0.515794092,0.451919046,0.886399297,0.003994108,0.445375416,0.916143631,0.837444561,0.129567728,,,0.18108047,0.853777684,0.276480483,0.669769846,,,,,0.715907191,0.20690783,0.291228269,0.707698069,0.483971435,0.814633856,,,0.351786621,0.041710509,0.416396806,0.793030777,,
P60660,0.515110619,0.713416688,0.887652792,0.538196223,0.444699853,0.051890922,0.837830542,0.463432519,0.83707706,0.000219428,0.176806572,0.424698777,0.276483406,0.781337151,0.22757473,0.317962539,,,0.716043635,0.150764028,0.291400946,0.386085685,0.483911167,0.740937855,,,0.352038779,0.22749706,0.415404541,0.888562099,,
P60709,0.515800667,0.644576007,0.88766957,0.080145126,0.44482976,0.634889734,0.83757108,6.93E-05,0.83733597,0.79105686,0.178347077,0.201429332,0.276507388,0.665159055,0.223642438,0.545608289,,,0.715956162,0.154786341,0.291367714,0.097891061,0.483919641,0.885411983,0.17003768,0.568724981,0.351962528,0.595451773,0.41631126,0.087513294,0.395302632,0.011870461
P60842,0.515510282,0.506506135,0.887527558,0.046792276,0.444903793,0.938142928,0.83820126,0.169489635,0.837177338,0.886758573,0.176773385,0.813655071,0.277114579,0.601088018,0.228029452,0.164017668,0.798894312,0.977061659,0.715980986,0.1839338,0.291438346,0.020646121,0.488382995,0.180909213,0.168839366,0.369951837,0.352276697,0.003083416,0.413624997,0.045460282,0.384964164,0.928514614
P60866,0.515986135,0.026829304,0.887603697,0.041059818,0.44398734,0.260549766,0.837942596,0.129505459,0.837286348,0.118682056,0.176595208,0.666175596,0.275934488,0.239814537,0.224283898,0.090349628,,,0.716045391,0.150097752,0.291146475,0.06945873,0.485947921,0.250186863,,,0.352096499,0.032705662,0.41624974,0.936755064,0.395573364,0.115586654
P60880,0.514134379,0.240528026,0.887703844,0.014740658,0.444821674,0.263362787,0.837557266,0.082008032,,,0.176398768,0.59407828,0.275859696,0.100735826,0.226538403,0.162115051,0.798875609,0.069151849,0.715999904,0.291688405,0.291363096,0.032147502,0.483807581,0.102966675,0.169806542,0.140985704,0.35184959,0.024290812,0.41582196,0.070111852,0.395983246,0.217653887
P60891,0.514543798,0.350350745,0.887543145,0.028299266,0.444960708,0.205490555,0.837699535,0.808967962,0.836893977,0.169701881,0.176537699,0.279501826,0.276706392,0.00103144,,,0.798868367,0.280366834,0.71641735,0.857505592,0.291292463,0.009819845,0.483852169,0.523161563,,,0.352009202,0.363135247,,,,
P60900,0.515179956,0.307835094,0.887690441,0.952060211,0.445032468,0.560263831,0.837688589,0.997181594,0.837117863,0.674369198,0.176675004,0.488084107,0.276428686,0.972415739,0.226252885,0.985288507,0.798885803,0.580320556,0.715726139,0.38238113,0.291392883,0.720081432,0.483819237,0.333892008,0.16956201,0.196076331,0.351988133,0.344619172,0.414653146,0.874128188,0.395324081,0.572541568
P60903,0.519711547,0.012858807,,,0.443985454,0.025652247,0.83812022,0.69247814,0.837378742,0.255454146,0.175433063,0.383691823,0.272511365,0.80121056,,,,,0.716480157,0.322574307,0.290922377,0.058447612,,,,,0.352478818,0.91008399,,,,
P60953,0.515052284,0.401232238,0.88779363,0.122464955,0.444713926,0.400283975,0.837858388,0.777981101,0.84246124,0.004083762,0.176565059,0.107217388,0.276478043,0.876881589,0.226074447,0.169614124,,,0.71638733,0.35573615,0.291251564,2.06E-05,0.483932341,0.775357245,0.170208949,0.760676422,0.351936179,0.147432146,0.415858131,0.944670216,0.396034721,0.430973362
